% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8557 +7.550087021e+00 +7.550087021e+00 -9.389912979e+00 -9.389912979e+00 +5.0163e+00 +2.4159e+00 -1.0453e+00 +1.0827e+00 +1.7884e+00 -2.1313e+00 +3.5393e+00 +4.7237e-01 +1.4994e-01 -3.9879e+00 +3.0308e+00 -1.0394e+00 -1.6552e+00 -9.5431e-01 +4.1913e+00 +3.8530e+00 +4.5507e+00 -2.3096e+00 +3.1067e-01 +4.4518e+00
8569 +6.424830084e+00 +6.424830084e+00 -1.051516992e+01 -1.051516992e+01 +4.2956e+00 +2.5145e+00 -1.2277e+00 +1.1104e+00 +1.7330e+00 -1.6090e+00 +3.2483e+00 +6.7494e-01 +3.6495e-01 -3.8751e+00 +2.8565e+00 -1.1060e+00 -1.2866e+00 -1.3849e+00 +4.0911e+00 +3.8046e+00 +5.0282e+00 -2.4327e+00 +3.9256e-01 +4.7024e+00
8995 +6.139112325e+00 +6.139112325e+00 -1.080088767e+01 -1.080088767e+01 +4.2071e+00 +2.1744e+00 -1.2905e+00 +6.3842e-01 +1.3211e+00 -3.1872e+00 +4.5570e+00 -2.5679e-01 +4.0332e-01 -3.8713e+00 +3.8140e+00 -1.3141e+00 -2.3844e+00 -1.4222e-01 +4.4903e+00 +4.6054e+00 +4.6354e+00 -2.8809e+00 +1.1951e-01 +3.1668e+00
9026 +5.803734538e+00 +5.803734538e+00 -1.113626546e+01 -1.113626546e+01 +4.3398e+00 +2.2540e+00 -1.0432e+00 +4.1570e-01 +2.0441e+00 -1.7032e+00 +4.2881e+00 -1.0605e-01 +1.0513e-01 -3.6670e+00 +3.9690e+00 -1.3029e+00 -1.8823e+00 -6.7759e-02 +4.6930e+00 +4.8213e+00 +4.4602e+00 -2.4115e+00 +2.1252e-01 +3.4150e+00
10838 +5.212466442e+00 +5.212466442e+00 -1.172753356e+01 -1.172753356e+01 +4.0686e+00 +1.9315e+00 -4.8855e-01 +7.2773e-01 +2.8057e+00 -2.7001e+00 +3.6789e+00 +3.4990e-01 +2.4059e-01 -3.1957e+00 +3.3261e+00 -8.6636e-01 -1.8235e+00 -4.2958e-01 +4.4010e+00 +4.7677e+00 +4.4386e+00 -2.4573e+00 -1.4099e-01 +2.6689e+00
11727 +5.089226448e+00 +5.089226448e+00 -1.185077355e+01 -1.185077355e+01 +3.9440e+00 +1.9102e+00 -9.4988e-02 +1.1200e-01 +2.5573e+00 -1.8454e+00 +3.9280e+00 +5.3576e-01 +4.0125e-01 -2.9320e+00 +3.1621e+00 -1.4527e+00 -2.2673e+00 -1.2409e+00 +4.4827e+00 +3.6340e+00 +4.4336e+00 -1.8837e+00 -3.5868e-02 +3.2137e+00
12106 +4.588865177e+00 +4.588865177e+00 -1.235113482e+01 -1.235113482e+01 +3.8084e+00 +1.4845e+00 -7.5903e-01 +6.2137e-01 +2.6678e+00 -2.4946e+00 +3.4308e+00 +1.1328e-01 +3.8056e-01 -3.1657e+00 +3.2804e+00 -8.4552e-01 -2.2294e+00 -1.0881e+00 +4.6902e+00 +3.7701e+00 +4.3211e+00 -2.0794e+00 +2.2587e-01 +3.2919e+00
12132 +4.520132193e+00 +4.520132193e+00 -1.241986781e+01 -1.241986781e+01 +4.1157e+00 +1.6232e+00 -9.2561e-01 +8.4609e-01 +2.0038e+00 -2.4087e+00 +3.8735e+00 +4.9863e-02 +2.7878e-01 -3.7445e+00 +3.3812e+00 -1.2341e+00 -2.3302e+00 -1.1455e+00 +4.0134e+00 +3.5996e+00 +4.3227e+00 -2.1638e+00 +1.7105e-01 +3.3605e+00
12145 +4.318217872e+00 +4.318217872e+00 -1.262178213e+01 -1.262178213e+01 +4.2153e+00 +1.6016e+00 -6.7619e-01 +8.8629e-01 +1.8438e+00 -2.2102e+00 +3.9861e+00 -2.7426e-01 +4.6437e-01 -3.1062e+00 +3.4738e+00 -1.2523e+00 -2.2447e+00 -9.2939e-01 +4.0079e+00 +3.3163e+00 +4.2286e+00 -1.7144e+00 +1.3806e-01 +3.4000e+00
12196 +4.026926247e+00 +4.026926247e+00 -1.291307375e+01 -1.291307375e+01 +3.4345e+00 +2.1577e+00 -9.8488e-01 +1.1623e+00 +1.5974e+00 -2.3251e+00 +4.0248e+00 -3.3981e-01 -2.6826e-01 -3.0659e+00 +3.8839e+00 -1.9492e+00 -1.9352e+00 -9.6652e-01 +3.9693e+00 +3.2212e+00 +4.6410e+00 -1.1267e+00 +2.8504e-01 +3.0797e+00
12336 +3.633578959e+00 +3.633578959e+00 -1.330642104e+01 -1.330642104e+01 +4.0126e+00 +1.6060e+00 -9.9287e-01 +1.1140e+00 +2.2202e+00 -1.8425e+00 +3.8059e+00 -6.4897e-01 -5.5667e-01 -2.9006e+00 +3.7877e+00 -1.5918e+00 -1.7899e+00 -8.8660e-01 +3.5824e+00 +3.3262e+00 +4.1821e+00 -1.5952e+00 +2.4120e-01 +3.4556e+00
12348 +2.997022646e+00 +2.997022646e+00 -1.394297735e+01 -1.394297735e+01 +3.9161e+00 +1.7959e+00 -9.9518e-01 +1.1807e+00 +2.1088e+00 -1.8603e+00 +3.7435e+00 -1.0983e+00 -6.3919e-01 -2.8522e+00 +3.7073e+00 -1.1985e+00 -1.7424e+00 -9.5624e-01 +3.5356e+00 +3.4995e+00 +4.0788e+00 -1.3699e+00 -8.0837e-03 +3.4155e+00
13787 +2.940616599e+00 +2.940616599e+00 -1.399938340e+01 -1.399938340e+01 +3.1307e+00 +2.1271e+00 -5.8038e-01 +1.0867e+00 +8.6970e-01 -2.6030e+00 +4.0077e+00 -7.5232e-01 -9.6533e-01 -3.3462e+00 +3.5906e+00 -1.7293e+00 -2.9016e+00 -5.0623e-01 +3.9429e+00 +3.3663e+00 +4.6183e+00 -1.3647e+00 +2.8876e-01 +3.8448e+00
17184 +2.836127548e+00 +2.836127548e+00 -1.410387245e+01 -1.410387245e+01 +3.5215e+00 +1.9226e+00 -1.5090e+00 +1.3226e+00 +1.1337e+00 -1.7508e+00 +4.0401e+00 -1.9860e-01 -3.3398e-01 -3.2350e+00 +3.8894e+00 -1.9676e+00 -1.2141e+00 -8.0474e-01 +3.8126e+00 +3.1755e+00 +4.6688e+00 -1.8446e+00 +4.7954e-01 +4.7528e+00
17489 +2.816156138e+00 +2.816156138e+00 -1.412384386e+01 -1.412384386e+01 +3.0947e+00 +1.8161e+00 -1.4366e+00 +1.3803e+00 +1.3919e+00 -2.0361e+00 +3.8749e+00 +8.1924e-03 -1.7851e-01 -3.8198e+00 +3.8398e+00 -2.1651e+00 -1.5502e+00 -6.1114e-01 +4.0685e+00 +3.7828e+00 +4.6458e+00 -1.9740e+00 +4.5140e-01 +4.2931e+00
17510 +2.710402650e+00 +2.710402650e+00 -1.422959735e+01 -1.422959735e+01 +3.3129e+00 +1.8572e+00 -1.5287e+00 +1.3926e+00 +1.2927e+00 -1.9538e+00 +4.0875e+00 -6.8196e-03 -1.1714e-01 -3.7891e+00 +3.7791e+00 -2.2133e+00 -1.5913e+00 -7.6893e-01 +4.1564e+00 +3.5663e+00 +4.7099e+00 -2.1841e+00 +5.9636e-01 +4.5362e+00
17596 +2.680981016e+00 +2.680981016e+00 -1.425901898e+01 -1.425901898e+01 +3.4432e+00 +1.7284e+00 -1.1746e+00 +1.4038e+00 +1.2959e+00 -1.9715e+00 +3.9810e+00 -2.1231e-01 +6.4833e-02 -3.6327e+00 +3.7213e+00 -2.1102e+00 -1.4715e+00 -9.2167e-01 +4.0596e+00 +2.8118e+00 +4.4813e+00 -1.5524e+00 +4.6239e-01 +4.2578e+00
17610 +2.472034063e+00 +2.472034063e+00 -1.446796594e+01 -1.446796594e+01 +3.5616e+00 +1.7441e+00 -1.2549e+00 +1.4891e+00 +1.4081e+00 -1.8997e+00 +4.0553e+00 -6.9855e-02 -4.2863e-02 -3.6025e+00 +3.6914e+00 -2.1427e+00 -1.5313e+00 -9.9208e-01 +4.1140e+00 +2.6245e+00 +4.5114e+00 -1.7274e+00 +3.8755e-01 +4.2163e+00
17839 +2.232192222e+00 +2.232192222e+00 -1.470780778e+01 -1.470780778e+01 +3.3298e+00 +2.0937e+00 -1.2184e+00 +1.0710e+00 +1.1047e+00 -2.0116e+00 +4.1169e+00 -3.6060e-01 -5.8584e-01 -3.3458e+00 +3.8196e+00 -2.2694e+00 -1.5773e+00 -9.0900e-01 +4.0772e+00 +3.1235e+00 +4.8643e+00 -1.9062e+00 +5.3863e-01 +4.3841e+00
18563 +2.135220398e+00 +2.135220398e+00 -1.480477960e+01 -1.480477960e+01 +3.4357e+00 +2.0057e+00 -1.1966e+00 +1.0543e+00 +1.1638e+00 -2.3765e+00 +4.1990e+00 -1.9276e-01 -4.0859e-01 -3.7007e+00 +3.7592e+00 -1.9302e+00 -1.5532e+00 -7.1151e-01 +3.9574e+00 +3.2725e+00 +4.8603e+00 -1.8883e+00 +4.8056e-01 +4.3417e+00
18636 +1.971927270e+00 +1.971927270e+00 -1.496807273e+01 -1.496807273e+01 +3.3975e+00 +2.3785e+00 -1.2493e+00 +1.1957e+00 +1.2844e+00 -2.4884e+00 +4.1542e+00 -1.4381e-01 -3.0433e-01 -3.7187e+00 +3.7837e+00 -1.9294e+00 -1.6805e+00 -5.3001e-01 +4.2419e+00 +3.0699e+00 +4.8607e+00 -1.8683e+00 +3.4822e-01 +4.1654e+00
18679 +1.769448559e+00 +1.769448559e+00 -1.517055144e+01 -1.517055144e+01 +3.4497e+00 +2.1484e+00 -1.2223e+00 +1.2087e+00 +1.1396e+00 -2.2560e+00 +4.0063e+00 -1.3028e-01 -2.5851e-01 -3.6559e+00 +3.8389e+00 -1.8585e+00 -1.6019e+00 -7.1036e-01 +4.0813e+00 +3.0371e+00 +4.8209e+00 -1.8196e+00 +3.2947e-01 +4.2571e+00
20463 +1.619887233e+00 +1.619887233e+00 -1.532011277e+01 -1.532011277e+01 +3.3075e+00 +2.0495e+00 -1.0450e+00 +9.4616e-01 +1.2943e+00 -2.1706e+00 +4.2664e+00 -9.9521e-02 -3.7535e-01 -3.4093e+00 +3.8966e+00 -1.9904e+00 -1.8860e+00 -5.3297e-01 +4.4241e+00 +3.5778e+00 +4.9857e+00 -1.9302e+00 +1.7174e-01 +4.0931e+00
20969 +1.502975194e+00 +1.502975194e+00 -1.543702481e+01 -1.543702481e+01 +3.6033e+00 +2.2617e+00 -1.0583e+00 +9.1098e-01 +1.1607e+00 -2.1311e+00 +3.8746e+00 -2.6590e-01 -6.2572e-01 -3.1771e+00 +3.7474e+00 -1.8350e+00 -2.0163e+00 -5.0080e-01 +4.2209e+00 +3.6790e+00 +4.9898e+00 -2.0569e+00 +9.9435e-02 +4.2436e+00
21818 +1.339532654e+00 +1.339532654e+00 -1.560046735e+01 -1.560046735e+01 +3.5127e+00 +2.1514e+00 -1.0688e+00 +7.5937e-01 +9.5924e-01 -2.3437e+00 +4.1422e+00 -2.5505e-01 -6.5223e-01 -3.2860e+00 +3.8354e+00 -2.1164e+00 -2.1344e+00 -4.1954e-01 +4.3108e+00 +3.6924e+00 +4.9827e+00 -1.9876e+00 +1.5305e-01 +4.2977e+00
23152 +1.283942335e+00 +1.283942335e+00 -1.565605767e+01 -1.565605767e+01 +3.4271e+00 +2.2355e+00 -1.2814e+00 +9.2813e-01 +1.0423e+00 -2.3282e+00 +4.0745e+00 -7.0423e-02 -3.9648e-01 -3.4382e+00 +3.8082e+00 -1.8203e+00 -2.0374e+00 -4.2968e-01 +4.3248e+00 +3.4432e+00 +5.0321e+00 -2.0884e+00 +1.0489e-01 +4.1575e+00
25003 +1.153123896e+00 +1.153123896e+00 -1.578687610e+01 -1.578687610e+01 +3.5255e+00 +2.4954e+00 -1.5667e+00 +8.4208e-01 +8.0905e-01 -2.3590e+00 +4.2355e+00 -3.6919e-01 -5.0544e-01 -3.5242e+00 +3.8830e+00 -1.6669e+00 -1.9538e+00 -2.3390e-01 +4.2663e+00 +3.7773e+00 +5.0159e+00 -2.1992e+00 +1.1336e-01 +4.3178e+00
26598 +1.132731177e+00 +1.132731177e+00 -1.580726882e+01 -1.580726882e+01 +3.5502e+00 +2.7071e+00 -1.5581e+00 +9.9271e-01 +6.8539e-01 -2.3820e+00 +4.3844e+00 -4.0147e-01 -4.7914e-01 -3.5044e+00 +3.9467e+00 -1.7425e+00 -2.1000e+00 -2.3254e-01 +4.4035e+00 +3.5972e+00 +5.0820e+00 -2.2578e+00 +1.1963e-01 +4.2188e+00
26634 +1.115658324e+00 +1.115658324e+00 -1.582434168e+01 -1.582434168e+01 +3.4241e+00 +2.6694e+00 -1.5998e+00 +1.0363e+00 +6.5705e-01 -2.3536e+00 +4.4574e+00 -4.3227e-01 -4.9441e-01 -3.5783e+00 +3.9265e+00 -1.7312e+00 -2.1938e+00 -2.4295e-01 +4.3708e+00 +3.5218e+00 +5.0371e+00 -2.2473e+00 +1.4489e-01 +4.2089e+00
26642 +9.685094300e-01 +9.685094300e-01 -1.597149057e+01 -1.597149057e+01 +3.4206e+00 +2.6793e+00 -1.6139e+00 +1.0602e+00 +7.0872e-01 -2.3436e+00 +4.4514e+00 -4.0723e-01 -4.9273e-01 -3.5663e+00 +3.9299e+00 -1.7326e+00 -2.2069e+00 -2.4434e-01 +4.4153e+00 +3.5498e+00 +5.0344e+00 -2.2583e+00 +1.5491e-01 +4.1632e+00
26654 +9.091394824e-01 +9.091394824e-01 -1.603086052e+01 -1.603086052e+01 +3.4787e+00 +2.6276e+00 -1.6118e+00 +1.0536e+00 +6.9024e-01 -2.3533e+00 +4.4541e+00 -4.3861e-01 -4.8439e-01 -3.5656e+00 +3.9344e+00 -1.7619e+00 -2.1531e+00 -2.3181e-01 +4.3850e+00 +3.6116e+00 +5.0789e+00 -2.2358e+00 +1.3788e-01 +4.2137e+00
29078 +8.804760649e-01 +8.804760649e-01 -1.605952394e+01 -1.605952394e+01 +3.4170e+00 +2.6002e+00 -1.5522e+00 +9.9732e-01 +7.0471e-01 -2.4241e+00 +4.3453e+00 -3.7419e-01 -4.8035e-01 -3.5518e+00 +3.9107e+00 -1.7470e+00 -2.1347e+00 -1.9739e-01 +4.4060e+00 +3.6311e+00 +5.0883e+00 -2.2200e+00 +1.4292e-01 +4.1896e+00
29310 +8.440268098e-01 +8.440268098e-01 -1.609597319e+01 -1.609597319e+01 +3.4493e+00 +2.6325e+00 -1.5455e+00 +1.0102e+00 +6.7844e-01 -2.3893e+00 +4.4417e+00 -3.6833e-01 -4.7022e-01 -3.5315e+00 +3.9377e+00 -1.7896e+00 -2.1761e+00 -1.9922e-01 +4.3833e+00 +3.6354e+00 +5.0829e+00 -2.2588e+00 +1.7744e-01 +4.1496e+00
29481 +8.306215046e-01 +8.306215046e-01 -1.610937850e+01 -1.610937850e+01 +3.4678e+00 +2.5801e+00 -1.5182e+00 +1.0430e+00 +7.5579e-01 -2.4169e+00 +4.3209e+00 -3.3823e-01 -4.9686e-01 -3.5267e+00 +3.9078e+00 -1.7715e+00 -2.0725e+00 -3.0491e-01 +4.3132e+00 +3.6064e+00 +5.0815e+00 -2.1933e+00 +1.1935e-01 +4.2178e+00
30229 +7.950515212e-01 +7.950515212e-01 -1.614494848e+01 -1.614494848e+01 +3.5551e+00 +2.4675e+00 -1.5109e+00 +9.5005e-01 +7.0278e-01 -2.4356e+00 +4.3629e+00 -3.2864e-01 -5.1190e-01 -3.5385e+00 +3.8867e+00 -1.8123e+00 -2.1001e+00 -3.1748e-01 +4.3423e+00 +3.6296e+00 +5.0596e+00 -2.1972e+00 +1.1941e-01 +4.1375e+00
30992 +7.579676881e-01 +7.579676881e-01 -1.618203231e+01 -1.618203231e+01 +3.4516e+00 +2.5036e+00 -1.5281e+00 +9.7075e-01 +7.2895e-01 -2.4584e+00 +4.3460e+00 -3.2669e-01 -5.5171e-01 -3.5504e+00 +3.8922e+00 -1.7635e+00 -2.1833e+00 -2.6574e-01 +4.3789e+00 +3.7089e+00 +5.0784e+00 -2.2091e+00 +1.1045e-01 +4.0900e+00
31965 +7.395741052e-01 +7.395741052e-01 -1.620042589e+01 -1.620042589e+01 +3.4848e+00 +2.5097e+00 -1.4873e+00 +9.6626e-01 +7.6364e-01 -2.4598e+00 +4.2132e+00 -3.4608e-01 -5.6603e-01 -3.5459e+00 +3.8738e+00 -1.7726e+00 -2.1067e+00 -2.8957e-01 +4.2926e+00 +3.6280e+00 +5.0745e+00 -2.1339e+00 +1.5383e-01 +4.1800e+00
31976 +7.069695835e-01 +7.069695835e-01 -1.623303042e+01 -1.623303042e+01 +3.4804e+00 +2.4828e+00 -1.4987e+00 +9.6254e-01 +7.9424e-01 -2.4832e+00 +4.2322e+00 -3.3339e-01 -5.5665e-01 -3.5427e+00 +3.8650e+00 -1.7716e+00 -2.1080e+00 -2.7845e-01 +4.2948e+00 +3.6191e+00 +5.0631e+00 -2.1307e+00 +1.5795e-01 +4.1420e+00
34263 +6.546282626e-01 +6.546282626e-01 -1.628537174e+01 -1.628537174e+01 +3.4852e+00 +2.4911e+00 -1.5476e+00 +9.6009e-01 +7.1580e-01 -2.5569e+00 +4.2473e+00 -3.6718e-01 -6.0028e-01 -3.5791e+00 +3.8777e+00 -1.7189e+00 -2.1245e+00 -2.5934e-01 +4.3099e+00 +3.6791e+00 +5.0612e+00 -2.1799e+00 +1.3037e-01 +4.1687e+00
36069 +6.235848888e-01 +6.235848888e-01 -1.631641511e+01 -1.631641511e+01 +3.4235e+00 +2.4781e+00 -1.4569e+00 +9.3814e-01 +7.2396e-01 -2.5367e+00 +4.2171e+00 -3.6422e-01 -6.2038e-01 -3.5235e+00 +3.8862e+00 -1.7449e+00 -2.1293e+00 -2.4871e-01 +4.2828e+00 +3.6737e+00 +5.0782e+00 -2.1375e+00 +1.6069e-01 +4.1768e+00
36574 +6.003085985e-01 +6.003085985e-01 -1.633969140e+01 -1.633969140e+01 +3.4459e+00 +2.4873e+00 -1.4721e+00 +9.4077e-01 +7.5224e-01 -2.5270e+00 +4.2173e+00 -3.4758e-01 -6.0994e-01 -3.5513e+00 +3.8729e+00 -1.7112e+00 -2.1166e+00 -2.5909e-01 +4.2878e+00 +3.7015e+00 +5.0676e+00 -2.1344e+00 +1.6022e-01 +4.1958e+00
36576 +5.753219046e-01 +5.753219046e-01 -1.636467810e+01 -1.636467810e+01 +3.4510e+00 +2.4691e+00 -1.4655e+00 +9.3121e-01 +7.5103e-01 -2.5311e+00 +4.2093e+00 -3.5076e-01 -5.9740e-01 -3.5494e+00 +3.8816e+00 -1.7310e+00 -2.1244e+00 -2.5749e-01 +4.2730e+00 +3.7015e+00 +5.0559e+00 -2.1219e+00 +1.5931e-01 +4.1879e+00
37674 +5.538935292e-01 +5.538935292e-01 -1.638610647e+01 -1.638610647e+01 +3.4464e+00 +2.4880e+00 -1.4570e+00 +9.2401e-01 +7.6782e-01 -2.5086e+00 +4.1883e+00 -3.4441e-01 -5.7564e-01 -3.5289e+00 +3.8836e+00 -1.6656e+00 -2.1121e+00 -2.5227e-01 +4.2662e+00 +3.6981e+00 +5.0618e+00 -2.1059e+00 +1.7321e-01 +4.1447e+00
