% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
673 +1.011299024e+03 +1.011299024e+03 +4.647990235e+02 +4.647990235e+02 -1.0367e+00 +1.5069e+00 +2.9681e+00 -1.6107e+00 +2.9496e-01 +1.3693e+00 -1.7409e+00 +1.2022e+00 -3.2320e-01 +1.3717e+00 -9.1873e-01 +1.5193e+00 +2.0229e+00 -5.1318e-01 +1.7388e+00 -2.2011e+00 +2.1502e+00 -1.4507e+00 -2.5592e+00 +2.0857e+00
752 +9.751364690e+02 +9.751364690e+02 +4.286364690e+02 +4.286364690e+02 +2.6280e-02 +3.7971e+00 +8.8820e-01 -1.1092e+00 -1.6790e+00 -2.4578e+00 -1.1106e+00 -1.1250e-01 -1.4118e+00 +2.0389e+00 -5.5586e-01 +2.9707e+00 +7.3699e-01 -9.4908e-01 +4.2527e-02 -1.0528e+00 +1.4167e+00 -2.6861e+00 -9.3641e-01 +2.2911e+00
971 +2.722048570e+02 +2.722048570e+02 -2.742951430e+02 -2.742951430e+02 +1.9327e+00 +2.3413e+00 +7.2125e-01 +1.5411e+00 -5.6614e-01 +3.6071e-03 -5.5620e-01 +1.0690e+00 -2.6322e+00 +3.8712e-01 -2.7908e-03 +2.5145e+00 +9.3257e-01 -2.5730e-01 +1.3607e+00 -2.2398e+00 +7.9375e-01 -1.2106e+00 -1.3621e+00 +2.6655e+00
1289 +6.313216686e+00 +6.313216686e+00 -5.401867833e+02 -5.401867833e+02 -2.3064e-01 +2.3144e+00 -7.2266e-01 -1.7743e+00 -3.5471e-01 -2.1757e+00 -2.3098e+00 +1.8390e+00 -2.4440e+00 +8.9796e-01 +1.0528e+00 +8.0528e-01 +4.7359e-01 -1.2863e+00 +1.3787e+00 -1.0787e+00 +8.0443e-01 -2.5825e+00 -1.4047e+00 +1.4342e+00
3037 +4.418034178e+00 +4.418034178e+00 -5.420819658e+02 -5.420819658e+02 +8.7331e-01 +2.4048e+00 -7.9698e-01 +3.0217e-01 +2.6793e+00 +4.1547e-01 -2.2773e+00 +4.5839e-01 -2.8346e-01 -9.0753e-03 +2.5419e+00 -2.5200e-01 +7.5713e-01 -1.7321e+00 +8.3828e-01 -2.4404e+00 +9.1913e-01 -1.4939e+00 -1.2391e+00 +1.4755e+00
3255 +4.313463623e+00 +4.313463623e+00 -5.421865364e+02 -5.421865364e+02 +3.3662e-01 +6.9064e-01 -5.7568e-02 -4.0611e-01 +1.7838e+00 +1.0467e+00 -2.0011e+00 -2.1819e-01 +8.9564e-02 +1.8322e-01 +1.2762e+00 +1.1355e+00 +1.9415e+00 -7.8485e-01 +8.2650e-01 -1.4521e+00 +6.3324e-01 -1.1285e+00 -1.1201e+00 +1.8832e+00
3378 +4.073461085e+00 +4.073461085e+00 -5.424265389e+02 -5.424265389e+02 +1.2570e+00 -4.7731e-01 -4.4609e-01 -1.1102e+00 +2.3584e+00 +8.4731e-01 -2.2265e+00 +1.4220e+00 +1.3108e-01 +1.3220e+00 +7.6527e-02 +2.2511e+00 +1.9138e+00 -1.2966e-01 +2.0347e+00 -7.6049e-01 +1.2995e+00 -1.6480e+00 -1.4459e+00 +1.7923e+00
3407 +3.650069678e+00 +3.650069678e+00 -5.428499303e+02 -5.428499303e+02 +3.2856e-01 -1.7225e-01 +2.9691e-01 -4.7248e-01 +1.4613e+00 -2.6739e-01 -2.5228e+00 +1.3605e+00 -3.1102e-02 +4.7772e-01 +4.8052e-01 +2.1844e+00 +1.6584e+00 -1.3027e+00 +1.4848e+00 -1.1490e+00 +2.1456e+00 -1.3685e+00 -7.5411e-01 +2.3700e+00
3503 +3.567735109e+00 +3.567735109e+00 -5.429322649e+02 -5.429322649e+02 -1.3253e+00 +2.0362e+00 +1.1019e+00 -7.4243e-01 +1.0828e+00 +3.2420e-01 -4.4185e-01 +2.1203e+00 -1.9920e+00 +1.9165e-01 +2.6924e+00 +1.3939e+00 +1.9731e+00 -8.3253e-02 +2.2107e+00 -9.5393e-01 +1.0861e+00 -1.6324e+00 -2.2615e+00 +1.6637e+00
3520 +3.452478366e+00 +3.452478366e+00 -5.430475216e+02 -5.430475216e+02 -1.0299e+00 +2.0206e+00 +1.2491e+00 -7.0236e-01 +2.0980e+00 -4.8651e-01 -8.7904e-01 +1.9712e+00 -2.2111e+00 -3.2398e-02 +2.5940e+00 +1.8201e+00 +2.2098e+00 -5.0906e-01 +2.6655e+00 -8.7473e-01 +1.0004e+00 -1.6771e+00 -2.3181e+00 +1.5630e+00
3931 +3.364953675e+00 +3.364953675e+00 -5.431350463e+02 -5.431350463e+02 +6.3451e-02 -4.3485e-01 -5.9362e-01 -2.9371e+00 +1.9275e+00 +4.2441e-01 -9.4700e-01 +8.9128e-01 -2.0672e-01 +2.5208e+00 +6.6805e-01 +2.5217e+00 +6.8652e-01 -2.0330e+00 +2.2453e-01 -1.9120e+00 +1.4944e+00 -1.4284e+00 -9.3507e-01 +1.3906e+00
4948 +3.304716430e+00 +3.304716430e+00 -5.431952836e+02 -5.431952836e+02 +1.6219e+00 +2.0734e+00 +1.2127e+00 +5.1758e-02 +1.9461e+00 -1.1482e+00 +3.0888e-01 +2.1144e+00 +6.7840e-02 +5.5257e-01 +2.5361e+00 +6.0007e-01 +6.0583e-01 -1.8628e+00 +2.3033e+00 -1.0692e+00 +1.3658e+00 -1.8600e+00 -1.6346e+00 +1.7451e+00
5686 +2.881861972e+00 +2.881861972e+00 -5.436181380e+02 -5.436181380e+02 +1.2998e+00 +5.5752e-01 +2.2445e-01 -2.7070e+00 +1.2437e-01 -2.4340e+00 -6.3000e-02 +2.5585e+00 -1.1623e+00 +2.4471e+00 +1.0875e+00 +1.7775e+00 +1.5434e+00 -6.9952e-01 +9.7034e-01 -1.2877e+00 +2.2543e+00 -2.0430e+00 -1.2606e+00 +1.6697e+00
12027 +2.804519166e+00 +2.804519166e+00 -5.436954808e+02 -5.436954808e+02 +6.6472e-01 +2.8345e+00 -1.3427e-01 -1.7514e-01 -5.7048e-02 -6.2562e-02 +9.7611e-02 +2.5546e+00 -2.9811e-01 +1.5460e+00 +9.6144e-01 +1.4170e+00 +4.8173e-01 -1.9189e+00 +1.7012e+00 -1.8153e+00 +7.6787e-01 -2.3626e+00 -1.9973e+00 +9.6227e-01
12366 +2.671524650e+00 +2.671524650e+00 -5.438284754e+02 -5.438284754e+02 +1.8341e+00 +3.0639e+00 -1.8243e-01 -1.3355e+00 +2.2811e+00 -1.9613e+00 +2.9710e-01 +7.4315e-01 -2.9622e-01 +1.5687e+00 +1.5825e-01 +6.3698e-01 +7.5627e-01 -1.6103e+00 +1.0289e+00 -1.5979e+00 +7.9446e-01 -2.3979e+00 -2.0706e+00 +1.2638e+00
13683 +2.622576290e+00 +2.622576290e+00 -5.438774237e+02 -5.438774237e+02 +1.3502e+00 +2.9796e+00 +8.2462e-01 -2.2588e+00 -7.9406e-01 +2.1722e-01 -7.5361e-02 +2.1699e-01 -3.6770e-01 +1.9331e+00 +1.2360e+00 +8.8900e-01 +1.5953e+00 -2.1654e+00 +1.2339e+00 -1.1796e+00 +1.0891e+00 -2.0056e+00 -2.1319e+00 +9.2619e-01
13713 +2.495864765e+00 +2.495864765e+00 -5.440041352e+02 -5.440041352e+02 +1.4289e+00 +2.9730e+00 +1.5725e+00 -2.3865e+00 -8.7827e-01 -2.8568e-01 +3.3954e-02 +8.2236e-01 -2.7265e-01 +1.9216e+00 +1.2162e+00 +9.3217e-01 +1.6765e+00 -2.2335e+00 +1.1252e+00 -1.2047e+00 +9.8427e-01 -1.8842e+00 -2.2134e+00 +8.9882e-01
15391 +2.451039648e+00 +2.451039648e+00 -5.440489604e+02 -5.440489604e+02 +1.4427e+00 +2.8665e+00 +1.7527e+00 -2.3407e+00 +1.9488e+00 +5.7350e-01 -2.5326e-01 +2.5626e+00 -6.0955e-01 +9.6683e-01 +4.7754e-01 +1.7469e+00 +1.7236e+00 -4.6942e-01 +1.3070e+00 -2.2316e+00 +5.4452e-01 -1.5405e+00 -2.2676e+00 +1.1317e+00
15527 +2.219170859e+00 +2.219170859e+00 -5.442808291e+02 -5.442808291e+02 +9.1726e-01 +2.9562e+00 +1.9222e+00 -1.9818e+00 +1.2932e+00 +3.5866e-01 -2.2785e-01 +2.5168e+00 -4.8274e-01 +1.3342e+00 +2.7704e-01 +2.3466e+00 +2.0365e+00 -8.8539e-01 +1.9934e+00 -2.2112e+00 +7.5540e-01 -1.4289e+00 -2.2442e+00 +9.4503e-01
15541 +2.082860855e+00 +2.082860855e+00 -5.444171391e+02 -5.444171391e+02 +1.1440e+00 +2.9158e+00 +1.8881e+00 -2.0393e+00 +1.1603e+00 +3.0988e-01 -1.8891e-01 +2.5222e+00 -5.2606e-01 +1.2411e+00 +3.2077e-01 +2.5881e+00 +2.0513e+00 -9.6904e-01 +1.9596e+00 -2.2632e+00 +7.0877e-01 -1.5591e+00 -2.2407e+00 +9.1797e-01
18579 +2.032726666e+00 +2.032726666e+00 -5.444672733e+02 -5.444672733e+02 +1.5716e+00 +3.0879e+00 +7.3449e-01 -2.5825e+00 +2.2184e+00 +7.2186e-01 -9.4296e-01 +2.3022e+00 +1.9966e-01 +4.7585e-01 +4.2558e-01 +1.9806e+00 +1.0145e+00 -6.9027e-01 +8.8197e-01 -2.4091e+00 +1.1964e+00 -2.3096e+00 -2.1101e+00 +9.7951e-01
18681 +1.980926628e+00 +1.980926628e+00 -5.445190734e+02 -5.445190734e+02 +1.3497e+00 +2.8675e+00 +7.9699e-01 -2.4343e+00 +1.9259e+00 +4.9246e-01 -9.4619e-01 +1.6299e+00 -1.8194e-02 +7.3739e-01 +4.1885e-01 +2.6142e+00 +1.1473e+00 -6.2433e-01 +9.2609e-01 -2.3821e+00 +1.1345e+00 -2.3425e+00 -2.1097e+00 +9.3929e-01
19746 +1.788773454e+00 +1.788773454e+00 -5.447112265e+02 -5.447112265e+02 +1.4101e+00 +3.0678e+00 +6.9739e-01 -2.4598e+00 +1.9940e+00 +6.5114e-01 -9.0541e-01 +1.7313e+00 +1.1170e-01 +6.6221e-01 +3.0986e-01 +2.5542e+00 +1.4584e+00 -6.6070e-01 +9.1830e-01 -2.3559e+00 +9.8467e-01 -2.3839e+00 -2.0649e+00 +1.0275e+00
19861 +1.744404799e+00 +1.744404799e+00 -5.447555952e+02 -5.447555952e+02 +1.5743e+00 +2.8269e+00 +7.6118e-01 -2.3556e+00 +2.0661e+00 +6.3551e-01 -7.9713e-01 +1.8474e+00 +6.8103e-02 +4.7479e-01 +5.3721e-01 +2.4810e+00 +1.4876e+00 -6.6601e-01 +9.4521e-01 -2.3733e+00 +1.1122e+00 -2.3843e+00 -2.0460e+00 +1.0189e+00
20109 +1.504111978e+00 +1.504111978e+00 -5.449958880e+02 -5.449958880e+02 +1.4432e+00 +2.9942e+00 +9.5134e-01 -2.3774e+00 +1.9911e+00 +4.9237e-01 -8.1837e-01 +2.3213e+00 +1.1407e-01 +7.1331e-01 +5.2966e-01 +2.6146e+00 +1.9985e+00 -4.3537e-01 +1.0144e+00 -2.4086e+00 +9.2602e-01 -2.3804e+00 -2.0856e+00 +9.9362e-01
20807 +1.340508826e+00 +1.340508826e+00 -5.451594912e+02 -5.451594912e+02 +1.6206e+00 +2.9597e+00 +8.3553e-01 -2.4730e+00 +1.9093e+00 +4.0258e-01 -8.8935e-01 +2.2902e+00 +8.3920e-02 +5.5399e-01 +4.7372e-01 +2.5469e+00 +1.9410e+00 -4.9876e-01 +9.0462e-01 -2.3792e+00 +9.7709e-01 -2.3800e+00 -2.0010e+00 +9.9471e-01
22102 +1.294232270e+00 +1.294232270e+00 -5.452057677e+02 -5.452057677e+02 +1.4231e+00 +2.8910e+00 +9.4422e-01 -2.4028e+00 +1.9938e+00 +6.2894e-01 -8.7241e-01 +2.3948e+00 -3.4402e-01 +4.3031e-01 +5.9321e-01 +2.5044e+00 +1.9007e+00 -5.4899e-01 +9.2441e-01 -2.4285e+00 +9.6121e-01 -2.3493e+00 -2.0555e+00 +1.0040e+00
22118 +1.263072505e+00 +1.263072505e+00 -5.452369275e+02 -5.452369275e+02 +1.4065e+00 +2.9032e+00 +8.5906e-01 -2.4118e+00 +2.0116e+00 +6.0690e-01 -9.3952e-01 +2.4153e+00 -3.0033e-01 +3.8178e-01 +6.1038e-01 +2.4751e+00 +1.9580e+00 -5.5113e-01 +9.3943e-01 -2.4192e+00 +9.9067e-01 -2.3606e+00 -2.0491e+00 +1.0098e+00
22123 +1.255424648e+00 +1.255424648e+00 -5.452445754e+02 -5.452445754e+02 +1.4348e+00 +2.9693e+00 +9.1890e-01 -2.4671e+00 +2.0277e+00 +5.4914e-01 -9.0896e-01 +2.4901e+00 -2.0719e-01 +4.0035e-01 +5.6502e-01 +2.4536e+00 +2.0221e+00 -5.3101e-01 +9.2247e-01 -2.4200e+00 +9.7412e-01 -2.3653e+00 -2.0334e+00 +9.8221e-01
22644 +1.214615430e+00 +1.214615430e+00 -5.452853846e+02 -5.452853846e+02 +1.3667e+00 +2.9547e+00 +9.9863e-01 -2.3032e+00 +2.0104e+00 +4.4159e-01 -8.4625e-01 +2.3730e+00 +7.8907e-02 +4.8729e-01 +4.9607e-01 +2.5159e+00 +2.0212e+00 -4.8750e-01 +9.7333e-01 -2.3841e+00 +9.8754e-01 -2.3994e+00 -2.0785e+00 +9.6784e-01
22777 +1.199507976e+00 +1.199507976e+00 -5.453004920e+02 -5.453004920e+02 +1.4852e+00 +2.9183e+00 +1.0388e+00 -2.3651e+00 +2.0098e+00 +5.3593e-01 -8.9427e-01 +2.2667e+00 +1.3080e-01 +5.3810e-01 +5.7029e-01 +2.5074e+00 +1.9460e+00 -5.1575e-01 +9.6610e-01 -2.3678e+00 +9.4179e-01 -2.4193e+00 -2.0346e+00 +9.8138e-01
22783 +1.148758007e+00 +1.148758007e+00 -5.453512420e+02 -5.453512420e+02 +1.4825e+00 +2.9463e+00 +9.8925e-01 -2.3471e+00 +2.0532e+00 +5.1225e-01 -8.7699e-01 +2.3116e+00 +1.0545e-01 +5.5197e-01 +5.6248e-01 +2.5233e+00 +1.9157e+00 -5.1174e-01 +9.5598e-01 -2.3918e+00 +9.6655e-01 -2.4025e+00 -2.0417e+00 +9.4373e-01
22793 +1.080511679e+00 +1.080511679e+00 -5.454194883e+02 -5.454194883e+02 +1.4540e+00 +3.0105e+00 +9.8462e-01 -2.3515e+00 +2.0285e+00 +4.8932e-01 -8.5336e-01 +2.3422e+00 +1.5151e-01 +5.7347e-01 +5.6223e-01 +2.4686e+00 +1.9807e+00 -4.9133e-01 +9.6312e-01 -2.4247e+00 +9.4328e-01 -2.3715e+00 -2.0481e+00 +9.5029e-01
22802 +1.068563448e+00 +1.068563448e+00 -5.454314366e+02 -5.454314366e+02 +1.4800e+00 +3.0036e+00 +9.7388e-01 -2.3603e+00 +2.0281e+00 +4.7475e-01 -8.6842e-01 +2.3655e+00 +1.6648e-01 +5.6209e-01 +5.8383e-01 +2.4569e+00 +1.9577e+00 -4.8469e-01 +9.8302e-01 -2.4313e+00 +1.0001e+00 -2.3779e+00 -2.0334e+00 +9.6152e-01
24635 +1.023986316e+00 +1.023986316e+00 -5.454760137e+02 -5.454760137e+02 +1.4470e+00 +2.9936e+00 +9.7526e-01 -2.4069e+00 +2.0903e+00 +5.3598e-01 -8.4869e-01 +2.4132e+00 +2.2193e-01 +5.6363e-01 +5.2279e-01 +2.4828e+00 +2.0399e+00 -4.8666e-01 +9.5819e-01 -2.4114e+00 +1.0009e+00 -2.3519e+00 -1.9955e+00 +1.0074e+00
24736 +1.012622219e+00 +1.012622219e+00 -5.454873778e+02 -5.454873778e+02 +1.4482e+00 +2.9921e+00 +9.0092e-01 -2.3957e+00 +2.0758e+00 +5.0898e-01 -7.9219e-01 +2.4275e+00 +2.0437e-01 +6.0534e-01 +4.5549e-01 +2.4650e+00 +2.0348e+00 -4.8678e-01 +9.2985e-01 -2.3810e+00 +1.0008e+00 -2.3888e+00 -2.0462e+00 +9.7898e-01
25225 +9.969868373e-01 +9.969868373e-01 -5.455030132e+02 -5.455030132e+02 +1.4571e+00 +2.9836e+00 +9.5023e-01 -2.3982e+00 +2.0086e+00 +5.8164e-01 -9.4324e-01 +2.4164e+00 +2.2794e-01 +5.4918e-01 +4.9968e-01 +2.4913e+00 +1.9871e+00 -5.0814e-01 +9.3161e-01 -2.3778e+00 +1.0004e+00 -2.4008e+00 -2.0079e+00 +1.0048e+00
25302 +9.636327384e-01 +9.636327384e-01 -5.455363673e+02 -5.455363673e+02 +1.5073e+00 +2.9529e+00 +9.3202e-01 -2.4237e+00 +2.0336e+00 +5.5055e-01 -9.2488e-01 +2.3613e+00 +1.7861e-01 +5.6184e-01 +5.1992e-01 +2.5260e+00 +1.9666e+00 -4.8588e-01 +9.4200e-01 -2.3807e+00 +1.0216e+00 -2.3648e+00 -2.0254e+00 +9.6375e-01
26228 +9.538317641e-01 +9.538317641e-01 -5.455461682e+02 -5.455461682e+02 +1.5348e+00 +2.9932e+00 +9.1040e-01 -2.4027e+00 +2.0697e+00 +5.2099e-01 -8.7212e-01 +2.4350e+00 +2.1187e-01 +5.4304e-01 +5.2443e-01 +2.5015e+00 +2.0137e+00 -4.9175e-01 +9.4791e-01 -2.3866e+00 +9.9897e-01 -2.4200e+00 -2.0072e+00 +9.8762e-01
26811 +9.273447829e-01 +9.273447829e-01 -5.455726552e+02 -5.455726552e+02 +1.5096e+00 +3.0132e+00 +9.1166e-01 -2.4342e+00 +1.9698e+00 +5.4995e-01 -8.8420e-01 +2.4360e+00 +2.1683e-01 +5.8773e-01 +5.3021e-01 +2.4683e+00 +2.0127e+00 -5.0479e-01 +9.5695e-01 -2.4066e+00 +9.8860e-01 -2.3961e+00 -2.0381e+00 +9.8469e-01
27286 +8.978916199e-01 +8.978916199e-01 -5.456021084e+02 -5.456021084e+02 +1.5242e+00 +3.0200e+00 +9.2114e-01 -2.3816e+00 +2.0423e+00 +5.4058e-01 -8.6591e-01 +2.4068e+00 +1.8100e-01 +5.5327e-01 +5.2724e-01 +2.4942e+00 +2.0091e+00 -4.9555e-01 +9.5470e-01 -2.3754e+00 +9.9786e-01 -2.3815e+00 -2.0382e+00 +9.7020e-01
30041 +8.906639858e-01 +8.906639858e-01 -5.456093360e+02 -5.456093360e+02 +1.5308e+00 +3.0179e+00 +9.4212e-01 -2.3995e+00 +2.0368e+00 +5.4160e-01 -8.7946e-01 +2.4011e+00 +1.9880e-01 +5.8126e-01 +5.0412e-01 +2.5184e+00 +1.9909e+00 -4.8959e-01 +9.5896e-01 -2.3993e+00 +9.9424e-01 -2.3821e+00 -2.0375e+00 +9.8766e-01
123665 +8.554679859e-01 +8.554679859e-01 -5.456445320e+02 -5.456445320e+02 -2.0616e+00 -1.3237e+00 -2.8358e-01 -1.2979e+00 +2.2829e+00 -1.2658e+00 -2.3311e+00 -4.1347e-01 -5.3407e-01 +2.5300e+00 +1.9899e+00 +2.1795e+00 +2.0743e+00 -2.0964e+00 +2.0460e+00 -2.1488e+00 +2.1009e+00 -2.0769e+00 -8.8099e-01 +1.2586e+00
124487 +8.334180045e-01 +8.334180045e-01 -5.456665820e+02 -5.456665820e+02 -2.0697e+00 -1.2742e+00 -2.4594e-01 -9.8311e-01 +2.3320e+00 -1.2269e+00 -2.2961e+00 -3.4052e-01 -5.6281e-01 +2.5435e+00 +2.0103e+00 +2.1380e+00 +2.0730e+00 -2.1120e+00 +2.0829e+00 -2.1352e+00 +2.1237e+00 -2.0698e+00 -9.1199e-01 +1.2324e+00
124521 +8.047231725e-01 +8.047231725e-01 -5.456952768e+02 -5.456952768e+02 -2.1562e+00 -1.3257e+00 -1.8297e-01 -1.0688e+00 +2.3751e+00 -1.2326e+00 -2.4256e+00 -3.8889e-01 -5.1151e-01 +2.4896e+00 +2.0116e+00 +2.1118e+00 +2.0818e+00 -2.1193e+00 +2.0564e+00 -2.1107e+00 +2.0996e+00 -2.0964e+00 -8.9515e-01 +1.2621e+00
125473 +7.706868806e-01 +7.706868806e-01 -5.457293131e+02 -5.457293131e+02 -2.1890e+00 -1.2114e+00 -2.6885e-01 -1.2141e+00 +2.3079e+00 -1.2527e+00 -2.3601e+00 -3.3849e-01 -4.9494e-01 +2.5570e+00 +1.9633e+00 +2.1434e+00 +2.1309e+00 -2.0947e+00 +2.0927e+00 -2.1278e+00 +2.0801e+00 -2.1085e+00 -8.8907e-01 +1.2431e+00
127032 +7.450322415e-01 +7.450322415e-01 -5.457549678e+02 -5.457549678e+02 -2.1084e+00 -1.3354e+00 -2.8646e-01 -1.2335e+00 +2.3279e+00 -1.2801e+00 -2.3722e+00 -3.4327e-01 -5.1428e-01 +2.4612e+00 +2.0350e+00 +2.1465e+00 +2.0956e+00 -2.1250e+00 +2.0901e+00 -2.1296e+00 +2.0862e+00 -2.0728e+00 -8.9678e-01 +1.2591e+00
127036 +7.411323412e-01 +7.411323412e-01 -5.457588677e+02 -5.457588677e+02 -2.1290e+00 -1.3103e+00 -2.5553e-01 -1.2259e+00 +2.3380e+00 -1.2683e+00 -2.3532e+00 -3.3756e-01 -5.1811e-01 +2.4770e+00 +2.0427e+00 +2.1571e+00 +2.0875e+00 -2.0931e+00 +2.1081e+00 -2.1260e+00 +2.1062e+00 -2.0591e+00 -8.9914e-01 +1.2526e+00
127055 +7.193364267e-01 +7.193364267e-01 -5.457806636e+02 -5.457806636e+02 -2.1556e+00 -1.3184e+00 -2.8074e-01 -1.2493e+00 +2.3161e+00 -1.2561e+00 -2.3607e+00 -3.5587e-01 -5.4796e-01 +2.4855e+00 +2.0186e+00 +2.1318e+00 +2.0933e+00 -2.0994e+00 +2.1018e+00 -2.1290e+00 +2.1251e+00 -2.1057e+00 -8.8036e-01 +1.2579e+00
127552 +7.035740389e-01 +7.035740389e-01 -5.457964260e+02 -5.457964260e+02 -2.0970e+00 -1.3615e+00 -2.4717e-01 -1.2533e+00 +2.2991e+00 -1.2446e+00 -2.3267e+00 -3.5965e-01 -5.1399e-01 +2.4913e+00 +2.0265e+00 +2.1392e+00 +2.0884e+00 -2.1192e+00 +2.1105e+00 -2.1258e+00 +2.1109e+00 -2.1033e+00 -8.7009e-01 +1.2689e+00
128003 +6.874247270e-01 +6.874247270e-01 -5.458125753e+02 -5.458125753e+02 -2.1088e+00 -1.3017e+00 -2.0723e-01 -1.1675e+00 +2.3566e+00 -1.2428e+00 -2.2974e+00 -3.3322e-01 -4.9930e-01 +2.4712e+00 +1.9923e+00 +2.1419e+00 +2.0855e+00 -2.0995e+00 +2.0933e+00 -2.1256e+00 +2.0864e+00 -2.1127e+00 -8.8380e-01 +1.2736e+00
