% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1204 +2.385088980e+03 +2.385088980e+03 +2.534238980e+03 +2.534238980e+03 -1.4041e+00 -1.3258e+00 +9.4667e-02 +2.6978e-01 -4.3119e+00 -1.2629e+00 -1.8582e+00 -1.4430e+00 -4.4792e-02 -1.2252e+00 -2.1662e+00 -1.4813e-01 +1.5175e+00 -2.8174e-01 -1.4990e+00 -2.9614e+00 -1.5428e+00 -1.9936e-01 -2.4180e+00 -3.7697e+00
1373 +2.151127663e+03 +2.151127663e+03 +2.300277663e+03 +2.300277663e+03 -1.4956e+00 -2.4525e+00 -9.4476e-01 +1.4053e+00 -4.1610e+00 -2.0181e+00 -2.7882e+00 -2.3799e+00 -2.4220e+00 +2.6078e-02 -2.8245e+00 -1.7196e-01 +1.5101e+00 -1.0587e+00 -7.4074e-01 -8.8575e-01 -9.4565e-01 +1.0148e+00 +6.3102e-03 +1.7651e+00
1395 +1.801766784e+03 +1.801766784e+03 +1.950916784e+03 +1.950916784e+03 -2.7410e-01 -1.3889e+00 -2.1942e+00 +1.2381e+00 -3.0466e+00 -1.5764e+00 -3.0699e+00 -1.6612e+00 -6.9371e-01 -1.0545e+00 -1.6453e+00 -1.3831e-01 +2.9678e+00 -1.3158e-01 -5.4088e-01 -5.5200e-01 -7.2801e-01 +3.5826e-01 -2.9798e-01 +1.3187e+00
2461 +1.405162479e+03 +1.405162479e+03 +1.554312479e+03 +1.554312479e+03 -1.0119e+00 -1.6880e+00 -1.0680e+00 +1.2013e+00 -3.7564e+00 -3.1950e+00 -2.8685e+00 -1.9165e+00 -3.0946e-01 +4.1558e-02 -1.7766e+00 +8.8413e-01 +2.0949e+00 -2.2056e+00 -2.1975e+00 -1.2892e+00 +4.1244e-01 +1.1403e+00 -5.1948e-01 +3.0110e+00
2773 +1.278857170e+03 +1.278857170e+03 +1.428007170e+03 +1.428007170e+03 -2.1835e+00 -5.3670e-02 -1.2351e-01 +1.5259e+00 -3.5700e+00 -3.4345e+00 -2.2066e+00 -2.8351e+00 -6.7202e-01 -7.3610e-01 -2.5819e+00 +4.4155e-01 +2.3724e+00 -1.2027e+00 -9.6471e-01 -1.3940e+00 -1.9566e-01 -8.4730e-02 -8.7199e-01 +4.3178e-01
3526 +6.572852204e+02 +6.572852204e+02 +8.064352204e+02 +8.064352204e+02 +3.5679e-02 -4.6792e-01 -6.6803e-01 +6.2901e-01 -3.6842e+00 -1.7990e+00 -1.3118e+00 -1.5392e+00 -6.6280e-01 +4.8804e-01 -3.2323e+00 +3.9911e-01 +2.4486e+00 -5.6862e-01 -6.7700e-01 -1.1576e+00 +1.2055e-02 +5.2056e-01 -2.8025e+00 -3.2365e+00
3546 +4.540679412e+02 +4.540679412e+02 +6.032179412e+02 +6.032179412e+02 -5.3218e-01 -7.4578e-01 +1.8596e-01 +1.3327e+00 -3.2987e+00 -1.3702e+00 -2.0033e+00 -2.2908e+00 -1.3345e+00 +1.0752e-01 -1.7336e+00 +7.7035e-01 +2.6608e+00 -6.9008e-01 -1.3688e+00 -1.0288e+00 -6.2104e-01 -9.9265e-02 -2.0490e+00 -3.6674e+00
4464 +4.053476930e+02 +4.053476930e+02 +5.544976930e+02 +5.544976930e+02 -9.2328e-01 -8.6457e-01 -2.5091e-01 +6.6537e-01 -3.8274e+00 -2.5137e+00 -2.0064e+00 -1.2915e+00 -4.4343e-01 -5.4982e-01 -2.4574e+00 -1.2943e-01 +2.4384e+00 -4.8982e-01 -5.8288e-01 -3.8062e-01 -3.5046e-01 -3.4848e-01 -2.0639e+00 -2.9359e+00
4658 +3.064055040e+02 +3.064055040e+02 +4.555555040e+02 +4.555555040e+02 -6.1575e-01 -6.1641e-01 -7.3148e-01 +7.2198e-01 -3.8832e+00 -2.4084e+00 -1.5171e+00 -1.4731e+00 -3.3360e-01 -2.4458e-01 -2.7952e+00 -6.4859e-01 +1.2324e+00 -8.6205e-01 -1.4778e+00 -1.6794e+00 -7.1418e-01 -4.2675e-01 -3.2541e+00 -2.8057e+00
4670 +2.922901366e+02 +2.922901366e+02 +4.414401366e+02 +4.414401366e+02 -3.8542e-01 -9.7802e-01 -6.9921e-01 +8.8488e-01 -3.9707e+00 -1.8392e+00 -1.7984e+00 -1.6164e+00 -6.8531e-01 -4.8070e-01 -2.5485e+00 -9.5327e-01 +1.4647e+00 -9.7380e-01 -1.4708e+00 -1.0140e+00 -3.3394e-01 -3.4203e-01 -2.6694e+00 -3.0991e+00
6538 +2.487908859e+02 +2.487908859e+02 +3.979408859e+02 +3.979408859e+02 -5.5048e-01 -1.5247e+00 -1.7049e+00 +1.4480e+00 -3.2094e+00 -2.2987e+00 -1.7215e+00 -1.8411e+00 -1.0955e+00 -4.3440e-01 -2.3838e+00 +1.5160e-01 +1.6051e+00 -1.1448e+00 -1.3511e+00 -6.3027e-01 -6.2569e-01 -1.2998e-01 -2.6252e+00 -4.0942e+00
6553 +2.126692052e+02 +2.126692052e+02 +3.618192052e+02 +3.618192052e+02 -2.6009e-01 -1.2729e+00 -1.1991e+00 +1.0433e+00 -3.2620e+00 -1.9123e+00 -1.6319e+00 -1.5762e+00 -1.3743e+00 -2.1838e-01 -2.7981e+00 -8.9153e-02 +1.6019e+00 -1.3470e+00 -1.3983e+00 -1.0051e+00 -7.6322e-01 -2.9712e-01 -3.0297e+00 -4.3366e+00
6563 +2.009672048e+02 +2.009672048e+02 +3.501172048e+02 +3.501172048e+02 -3.4293e-01 -1.4299e+00 -8.5593e-01 +9.7636e-01 -3.4041e+00 -1.7875e+00 -1.6845e+00 -1.6008e+00 -1.3991e+00 -2.2480e-01 -2.6038e+00 -1.7551e-01 +1.5312e+00 -1.3757e+00 -1.6388e+00 -1.3181e+00 -8.7135e-01 -5.3457e-01 -3.1251e+00 -4.3373e+00
6585 +1.878092453e+02 +1.878092453e+02 +3.369592453e+02 +3.369592453e+02 -6.9616e-01 -1.4223e+00 -6.9047e-01 +8.6753e-01 -3.6984e+00 -1.7655e+00 -1.4696e+00 -1.5300e+00 -1.0794e+00 -3.0058e-01 -2.7237e+00 +1.0233e-01 +1.5824e+00 -1.4896e+00 -1.7373e+00 -9.9969e-01 -1.3290e+00 -3.5405e-01 -2.9534e+00 -3.8749e+00
6607 +1.771611957e+02 +1.771611957e+02 +3.263111957e+02 +3.263111957e+02 -9.9625e-01 -1.1418e+00 -1.1511e+00 +1.2418e+00 -3.4915e+00 -1.8070e+00 -1.2689e+00 -1.6194e+00 -5.4656e-01 -2.9007e-01 -2.7688e+00 -2.2135e-01 +2.0941e+00 -1.4718e+00 -2.1303e+00 -1.0668e+00 -1.2226e+00 -6.3267e-01 -2.3643e+00 -3.3480e+00
6615 +1.646195292e+02 +1.646195292e+02 +3.137695292e+02 +3.137695292e+02 -1.1115e+00 -1.5794e+00 -7.0860e-01 +1.4641e+00 -3.4054e+00 -1.6516e+00 -1.1135e+00 -1.6936e+00 -8.1551e-01 -2.5501e-01 -2.7621e+00 +2.4727e-01 +1.9745e+00 -1.7797e+00 -2.0409e+00 -1.0586e+00 -8.9965e-01 -1.9489e-01 -2.5781e+00 -3.6106e+00
6626 +1.539150124e+02 +1.539150124e+02 +3.030650124e+02 +3.030650124e+02 -1.0619e+00 -1.4600e+00 -6.1424e-01 +1.5050e+00 -3.1327e+00 -1.5096e+00 -1.4359e+00 -1.7552e+00 -6.9179e-01 -2.9788e-01 -2.7717e+00 +1.0620e-01 +2.0870e+00 -1.6950e+00 -2.0456e+00 -1.4946e+00 -1.1919e+00 -8.6121e-02 -3.1325e+00 -3.4821e+00
6967 +1.239519273e+02 +1.239519273e+02 +2.731019273e+02 +2.731019273e+02 -1.5068e+00 -1.3083e+00 -4.6457e-01 +1.1456e+00 -3.4672e+00 -2.1588e+00 -1.9925e+00 -2.4036e+00 -8.3835e-01 -9.0665e-01 -2.6941e+00 -1.5121e-01 +1.9950e+00 -1.4680e+00 -1.7833e+00 -1.6297e+00 -4.9221e-01 -3.4859e-01 -2.4692e+00 -3.7985e+00
8246 +1.218393297e+02 +1.218393297e+02 +2.709893297e+02 +2.709893297e+02 -7.5460e-01 -1.2688e+00 -6.5791e-01 +1.3176e+00 -3.1434e+00 -2.0971e+00 -1.8873e+00 -2.0890e+00 -7.7367e-01 -3.9699e-01 -2.6203e+00 -1.0271e-01 +1.7958e+00 -1.0925e+00 -1.4959e+00 -1.1566e+00 -3.9254e-01 +1.8883e-01 -2.3486e+00 -3.4170e+00
8262 +1.192668404e+02 +1.192668404e+02 +2.684168404e+02 +2.684168404e+02 -7.8724e-01 -7.8846e-01 -4.9370e-01 +1.3815e+00 -3.6613e+00 -2.1463e+00 -1.8758e+00 -1.8738e+00 -9.1378e-01 -3.6348e-01 -2.6322e+00 -4.9778e-01 +1.9159e+00 -1.3123e+00 -1.5792e+00 -1.6121e+00 -4.2307e-01 +3.2469e-01 -2.3509e+00 -3.6101e+00
8322 +1.097559461e+02 +1.097559461e+02 +2.589059461e+02 +2.589059461e+02 -1.2278e+00 -1.2550e+00 -9.8015e-01 +1.2317e+00 -3.2548e+00 -1.5971e+00 -1.6543e+00 -1.9699e+00 -7.4216e-01 -3.5675e-01 -2.7500e+00 -7.0614e-02 +1.6592e+00 -1.5210e+00 -1.1560e+00 -8.9863e-01 -4.6016e-01 -5.9686e-02 -2.9296e+00 -3.7927e+00
8326 +1.063683737e+02 +1.063683737e+02 +2.555183737e+02 +2.555183737e+02 -9.8257e-01 -1.1188e+00 -1.1101e+00 +1.3219e+00 -3.6770e+00 -2.2871e+00 -2.1296e+00 -1.9359e+00 -5.6548e-01 -5.5154e-01 -2.6967e+00 -2.0479e-01 +1.8270e+00 -1.4604e+00 -1.5536e+00 -9.7365e-01 -5.7441e-01 -1.7746e-01 -2.9284e+00 -3.7509e+00
8346 +9.853164255e+01 +9.853164255e+01 +2.476816425e+02 +2.476816425e+02 -9.9572e-01 -1.2816e+00 -7.8003e-01 +1.4658e+00 -3.4442e+00 -2.1117e+00 -1.8614e+00 -2.1138e+00 -6.7180e-01 -7.3990e-02 -2.5543e+00 -2.7684e-01 +1.7411e+00 -1.4046e+00 -1.7472e+00 -1.1846e+00 -5.3558e-01 -3.1796e-01 -2.9839e+00 -3.5951e+00
8538 +9.417169892e+01 +9.417169892e+01 +2.433216989e+02 +2.433216989e+02 -8.3100e-01 -1.4047e+00 -5.3596e-01 +1.2666e+00 -3.4463e+00 -2.2752e+00 -1.4252e+00 -1.6580e+00 -6.0775e-01 -3.7893e-01 -2.4759e+00 -1.3187e-01 +1.6492e+00 -1.7734e+00 -1.7934e+00 -1.1508e+00 -5.3846e-01 -3.5952e-01 -2.7535e+00 -3.7850e+00
8551 +7.993614015e+01 +7.993614015e+01 +2.290861402e+02 +2.290861402e+02 -7.4376e-01 -1.2151e+00 -5.9713e-01 +1.3181e+00 -3.4998e+00 -2.0350e+00 -1.6272e+00 -1.6594e+00 -8.2365e-01 -2.7095e-01 -2.6839e+00 -1.7605e-01 +1.7983e+00 -1.4126e+00 -1.9420e+00 -1.2833e+00 -6.0711e-01 -3.2594e-01 -2.7647e+00 -3.6795e+00
8965 +7.825494692e+01 +7.825494692e+01 +2.274049469e+02 +2.274049469e+02 -5.7371e-01 -1.1856e+00 -9.7325e-01 +1.1290e+00 -3.3999e+00 -2.1255e+00 -1.8969e+00 -1.7843e+00 -1.0713e+00 -4.7332e-01 -2.5300e+00 -2.4333e-01 +2.1426e+00 -1.5803e+00 -1.6060e+00 -1.3268e+00 -9.4564e-01 -6.1366e-01 -2.7665e+00 -3.9295e+00
8977 +7.247849653e+01 +7.247849653e+01 +2.216284965e+02 +2.216284965e+02 -4.8890e-01 -1.1075e+00 -8.9654e-01 +1.1353e+00 -3.4357e+00 -2.2600e+00 -1.8329e+00 -1.8902e+00 -1.1424e+00 -5.3357e-01 -2.3517e+00 -2.0322e-01 +1.9243e+00 -1.4741e+00 -1.5064e+00 -1.4293e+00 -8.2295e-01 -6.9214e-01 -2.7767e+00 -3.7881e+00
8996 +6.868353484e+01 +6.868353484e+01 +2.178335348e+02 +2.178335348e+02 -2.3135e-01 -7.9331e-01 -6.8536e-01 +1.3274e+00 -3.5689e+00 -2.1616e+00 -1.7801e+00 -1.8471e+00 -9.2113e-01 -2.3981e-01 -2.3910e+00 -2.9378e-01 +1.7946e+00 -1.6348e+00 -1.7528e+00 -1.4775e+00 -9.3595e-01 -5.6714e-01 -2.6978e+00 -3.4979e+00
9054 +6.039602683e+01 +6.039602683e+01 +2.095460268e+02 +2.095460268e+02 -1.6485e-01 -5.7948e-01 -5.2124e-01 +1.3346e+00 -3.3083e+00 -1.8747e+00 -1.9330e+00 -1.9313e+00 -9.3316e-01 -7.1519e-01 -2.3934e+00 -1.3799e-01 +1.8498e+00 -1.6678e+00 -1.7371e+00 -1.4241e+00 -6.5838e-01 -4.0337e-01 -2.8525e+00 -3.6033e+00
9497 +5.472501084e+01 +5.472501084e+01 +2.038750108e+02 +2.038750108e+02 -4.0111e-01 -8.9843e-01 -9.1434e-01 +1.0726e+00 -3.7700e+00 -2.0716e+00 -1.8500e+00 -1.8327e+00 -9.2890e-01 -3.3812e-01 -2.7012e+00 -2.1514e-01 +1.5987e+00 -1.4736e+00 -1.6627e+00 -1.3130e+00 -1.0699e+00 -4.2383e-01 -2.6650e+00 -3.5823e+00
10560 +5.077118375e+01 +5.077118375e+01 +1.999211837e+02 +1.999211837e+02 -1.0344e+00 -1.4003e+00 -8.4859e-01 +9.3835e-01 -3.6704e+00 -2.6177e+00 -1.5483e+00 -2.0862e+00 -7.7469e-01 -5.1539e-01 -2.5473e+00 -2.1645e-01 +1.7090e+00 -1.5314e+00 -1.5039e+00 -1.3723e+00 -8.3445e-01 -3.8384e-01 -2.8664e+00 -3.9736e+00
10718 +5.009533824e+01 +5.009533824e+01 +1.992453382e+02 +1.992453382e+02 -1.0426e+00 -1.2916e+00 -9.4892e-01 +8.8354e-01 -3.7829e+00 -2.3531e+00 -1.7389e+00 -1.8159e+00 -9.4518e-01 -4.3190e-01 -2.6074e+00 -1.8321e-01 +1.7574e+00 -1.4469e+00 -1.6350e+00 -1.1738e+00 -7.5864e-01 -4.5127e-01 -2.5851e+00 -4.0325e+00
10735 +4.751922536e+01 +4.751922536e+01 +1.966692254e+02 +1.966692254e+02 -9.4268e-01 -1.3454e+00 -1.1111e+00 +8.8292e-01 -3.8443e+00 -2.3112e+00 -1.8471e+00 -1.9197e+00 -8.9971e-01 -5.4018e-01 -2.6165e+00 -9.4954e-02 +1.7587e+00 -1.6336e+00 -1.7370e+00 -1.1522e+00 -6.7154e-01 -4.6731e-01 -2.5373e+00 -3.7939e+00
10741 +4.411537807e+01 +4.411537807e+01 +1.932653781e+02 +1.932653781e+02 -1.1597e+00 -1.3401e+00 -9.8101e-01 +8.1622e-01 -3.6755e+00 -2.2633e+00 -1.9110e+00 -1.7545e+00 -8.9634e-01 -4.4046e-01 -2.4941e+00 -1.4292e-01 +1.6019e+00 -1.6294e+00 -1.6272e+00 -1.3640e+00 -7.7355e-01 -4.3602e-01 -2.6696e+00 -3.9998e+00
10751 +4.196087202e+01 +4.196087202e+01 +1.911108720e+02 +1.911108720e+02 -1.1159e+00 -1.2949e+00 -1.1124e+00 +7.6141e-01 -3.8256e+00 -2.2736e+00 -1.7979e+00 -1.8009e+00 -8.8529e-01 -3.3087e-01 -2.6195e+00 -1.6818e-01 +1.5920e+00 -1.5193e+00 -1.6589e+00 -1.4223e+00 -9.6532e-01 -3.9681e-01 -2.6331e+00 -3.8826e+00
10752 +3.438655774e+01 +3.438655774e+01 +1.835365577e+02 +1.835365577e+02 -9.4184e-01 -1.3746e+00 -1.0074e+00 +8.3747e-01 -3.7512e+00 -2.2387e+00 -1.7352e+00 -1.8258e+00 -8.7467e-01 -2.7618e-01 -2.4329e+00 -1.2159e-01 +1.7636e+00 -1.5760e+00 -1.5967e+00 -1.3813e+00 -8.9413e-01 -3.2962e-01 -2.8297e+00 -3.8719e+00
11163 +3.238318280e+01 +3.238318280e+01 +1.815331828e+02 +1.815331828e+02 -1.1497e+00 -1.5289e+00 -8.2472e-01 +8.1049e-01 -3.6571e+00 -2.0553e+00 -1.7279e+00 -2.1139e+00 -9.7535e-01 -4.1235e-01 -2.6434e+00 -1.6152e-01 +1.7359e+00 -1.4913e+00 -1.7523e+00 -1.4823e+00 -7.6099e-01 -4.4228e-01 -2.9281e+00 -3.8410e+00
11471 +3.039838003e+01 +3.039838003e+01 +1.795483800e+02 +1.795483800e+02 -5.8702e-01 -1.1008e+00 -9.8508e-01 +8.5561e-01 -3.6740e+00 -2.0912e+00 -1.7863e+00 -2.0314e+00 -9.9334e-01 -5.6628e-01 -2.6772e+00 -9.8564e-03 +1.8916e+00 -1.4781e+00 -1.8155e+00 -1.4079e+00 -8.1023e-01 -3.8015e-01 -2.8043e+00 -3.9747e+00
11865 +2.890329937e+01 +2.890329937e+01 +1.780532994e+02 +1.780532994e+02 -1.1645e+00 -1.3608e+00 -9.0648e-01 +9.0249e-01 -3.7604e+00 -2.0759e+00 -1.8484e+00 -1.9565e+00 -8.9000e-01 -4.4084e-01 -2.7038e+00 -3.4023e-01 +1.7599e+00 -1.5592e+00 -1.7406e+00 -1.5170e+00 -8.9309e-01 -5.2215e-01 -2.8614e+00 -3.9064e+00
12382 +2.747676553e+01 +2.747676553e+01 +1.766267655e+02 +1.766267655e+02 -4.4505e-01 -1.0023e+00 -7.7032e-01 +7.9153e-01 -3.7927e+00 -2.1318e+00 -1.7717e+00 -2.1173e+00 -9.9976e-01 -4.1675e-01 -2.5609e+00 -3.1005e-01 +1.8385e+00 -1.6519e+00 -1.7300e+00 -1.5460e+00 -9.3440e-01 -3.9392e-01 -2.8384e+00 -3.8123e+00
12914 +2.540966445e+01 +2.540966445e+01 +1.745596645e+02 +1.745596645e+02 -9.2254e-01 -1.3505e+00 -8.2390e-01 +8.6101e-01 -3.6349e+00 -2.1683e+00 -1.7742e+00 -2.0538e+00 -8.5865e-01 -3.7350e-01 -2.6814e+00 -2.6195e-01 +1.8501e+00 -1.5470e+00 -1.6178e+00 -1.4670e+00 -8.0788e-01 -3.6395e-01 -2.8451e+00 -3.7792e+00
13146 +2.491795276e+01 +2.491795276e+01 +1.740679528e+02 +1.740679528e+02 -6.1097e-01 -1.2137e+00 -1.0949e+00 +8.8421e-01 -3.6758e+00 -2.1583e+00 -1.9030e+00 -2.0609e+00 -8.4372e-01 -5.7139e-01 -2.6952e+00 -2.7748e-01 +1.7079e+00 -1.5342e+00 -1.6665e+00 -1.5182e+00 -9.2949e-01 -3.6050e-01 -2.8480e+00 -3.8348e+00
14101 +2.391429488e+01 +2.391429488e+01 +1.730642949e+02 +1.730642949e+02 -4.7210e-01 -1.0585e+00 -8.1968e-01 +9.7952e-01 -3.7869e+00 -2.2963e+00 -1.8322e+00 -1.9615e+00 -8.1714e-01 -4.4045e-01 -2.6292e+00 -1.3743e-01 +1.7968e+00 -1.4874e+00 -1.6438e+00 -1.4276e+00 -8.8311e-01 -3.3911e-01 -2.7895e+00 -3.8866e+00
14781 +2.270119311e+01 +2.270119311e+01 +1.718511931e+02 +1.718511931e+02 -4.5342e-01 -1.0113e+00 -8.2212e-01 +8.8697e-01 -3.7649e+00 -2.1041e+00 -1.8494e+00 -1.9560e+00 -9.4417e-01 -5.0723e-01 -2.6634e+00 -2.1349e-01 +1.7832e+00 -1.6449e+00 -1.7042e+00 -1.4121e+00 -8.9785e-01 -3.7148e-01 -2.8453e+00 -3.7448e+00
14798 +2.064659245e+01 +2.064659245e+01 +1.697965924e+02 +1.697965924e+02 -4.1626e-01 -1.0066e+00 -8.3217e-01 +9.2335e-01 -3.7001e+00 -2.1967e+00 -1.8702e+00 -2.0521e+00 -9.7258e-01 -4.9264e-01 -2.6220e+00 -1.6397e-01 +1.7347e+00 -1.6321e+00 -1.6662e+00 -1.4551e+00 -9.0505e-01 -2.9927e-01 -2.7882e+00 -3.7978e+00
15444 +2.005405920e+01 +2.005405920e+01 +1.692040592e+02 +1.692040592e+02 -4.0131e-01 -9.9107e-01 -9.0111e-01 +9.2311e-01 -3.7885e+00 -2.1818e+00 -1.8647e+00 -2.0947e+00 -9.5231e-01 -4.6951e-01 -2.6571e+00 -2.4671e-01 +1.7426e+00 -1.5405e+00 -1.6706e+00 -1.4131e+00 -8.5401e-01 -3.6491e-01 -2.7986e+00 -3.8112e+00
15557 +1.917892606e+01 +1.917892606e+01 +1.683289261e+02 +1.683289261e+02 -4.8076e-01 -1.0182e+00 -8.4035e-01 +8.9719e-01 -3.6931e+00 -2.1698e+00 -1.8701e+00 -2.0355e+00 -9.5514e-01 -4.8586e-01 -2.6725e+00 -2.4495e-01 +1.7901e+00 -1.5967e+00 -1.6723e+00 -1.4769e+00 -8.8471e-01 -3.1262e-01 -2.7804e+00 -3.8810e+00
16043 +1.854808534e+01 +1.854808534e+01 +1.676980853e+02 +1.676980853e+02 -4.3427e-01 -9.7951e-01 -8.1322e-01 +8.8140e-01 -3.6622e+00 -2.2119e+00 -1.8223e+00 -2.0622e+00 -8.8063e-01 -4.4314e-01 -2.6457e+00 -2.1528e-01 +1.7531e+00 -1.5590e+00 -1.6985e+00 -1.4675e+00 -8.7972e-01 -4.0157e-01 -2.7972e+00 -3.7868e+00
16958 +1.789560747e+01 +1.789560747e+01 +1.670456075e+02 +1.670456075e+02 -4.4656e-01 -1.0113e+00 -8.9410e-01 +8.7757e-01 -3.6871e+00 -2.1551e+00 -1.8001e+00 -2.0604e+00 -8.8768e-01 -4.9342e-01 -2.6648e+00 -2.1672e-01 +1.7700e+00 -1.5556e+00 -1.6738e+00 -1.4663e+00 -8.9146e-01 -3.4991e-01 -2.7984e+00 -3.8603e+00
17744 +1.774180095e+01 +1.774180095e+01 +1.668918009e+02 +1.668918009e+02 -3.7447e-01 -9.3679e-01 -7.6867e-01 +9.1498e-01 -3.7471e+00 -2.1855e+00 -1.8134e+00 -2.0999e+00 -8.7942e-01 -5.1706e-01 -2.6189e+00 -1.9546e-01 +1.7840e+00 -1.5526e+00 -1.6946e+00 -1.4740e+00 -8.6419e-01 -3.5811e-01 -2.8109e+00 -3.8556e+00
19764 +1.714163089e+01 +1.714163089e+01 +1.662916309e+02 +1.662916309e+02 -4.1471e-01 -9.3470e-01 -7.9299e-01 +8.9543e-01 -3.7369e+00 -2.1665e+00 -1.8101e+00 -2.0691e+00 -8.7129e-01 -4.7598e-01 -2.6698e+00 -2.1536e-01 +1.7712e+00 -1.5509e+00 -1.6720e+00 -1.4673e+00 -8.4497e-01 -3.6071e-01 -2.7894e+00 -3.8687e+00
20687 +1.694678230e+01 +1.694678230e+01 +1.660967823e+02 +1.660967823e+02 -3.5660e-01 -8.6611e-01 -7.3258e-01 +9.0759e-01 -3.7413e+00 -2.1771e+00 -1.7932e+00 -2.0578e+00 -8.6944e-01 -4.6803e-01 -2.6615e+00 -2.1442e-01 +1.7398e+00 -1.5376e+00 -1.6580e+00 -1.4740e+00 -8.6185e-01 -3.7216e-01 -2.8025e+00 -3.8501e+00
