% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
78 +1.234943512e+05 +1.234943512e+05 +1.235302512e+05 +1.235302512e+05 -1.4380e+00 +5.1189e+00 +2.8739e+00 -4.4742e-02 -2.3298e+00 -5.2466e+00 -4.8458e+00 -3.6276e+00 -4.0416e+00 -4.1008e+00 -4.7886e+00 -2.9905e+00 -2.5969e+00 -5.6005e+00 +4.3531e+00 -3.4677e+00 +3.0895e+00 +4.7227e+00 -1.2752e+00 -6.2448e+00
88 +1.011535524e+05 +1.011535524e+05 +1.011894524e+05 +1.011894524e+05 -2.6876e+00 +4.6643e+00 +2.0753e+00 +8.4116e-01 -3.8530e+00 -7.5278e+00 -6.7894e+00 -5.2199e+00 -2.5362e+00 -4.5671e+00 -5.5017e+00 -2.0936e+00 -4.4653e+00 -6.4253e+00 +5.6371e+00 -4.5875e+00 +1.8900e+00 +8.3746e+00 -1.4396e+00 -8.7975e+00
90 +7.399966599e+04 +7.399966599e+04 +7.403556599e+04 +7.403556599e+04 -8.4684e-01 +4.3014e+00 +2.7384e+00 +2.4157e+00 -3.6043e+00 -5.8943e+00 -6.0549e+00 -4.3480e+00 -6.1482e+00 -3.5129e+00 -7.2074e+00 -3.6570e+00 -2.5258e+00 -7.6028e+00 +5.3124e+00 -4.3860e+00 +3.2025e+00 +7.1231e+00 +2.9487e-01 -9.1092e+00
96 +7.096622694e+04 +7.096622694e+04 +7.100212694e+04 +7.100212694e+04 -2.2135e+00 +3.4531e+00 +1.0683e+00 +4.3290e+00 -3.5999e+00 -5.7398e+00 -6.1278e+00 -5.2431e+00 -5.9931e+00 -3.1099e+00 -7.4347e+00 -2.5893e+00 +1.6691e-01 -6.7559e+00 +5.8113e+00 -4.5503e+00 +2.6619e+00 +7.8947e+00 +1.4505e+00 -6.8699e+00
101 +6.369288463e+04 +6.369288463e+04 +6.372878463e+04 +6.372878463e+04 -1.1100e+00 +5.3969e+00 +2.5584e+00 +4.8491e+00 -1.7786e+00 -8.2691e+00 -7.7017e+00 -6.5541e+00 -6.4867e+00 -3.0896e+00 -7.5956e+00 -4.8542e+00 -2.3152e+00 -9.1909e+00 +6.1122e+00 -4.8189e+00 +4.1617e+00 +1.0793e+01 -5.5917e-01 -1.1451e+01
110 +3.540449343e+04 +3.540449343e+04 +3.544039343e+04 +3.544039343e+04 -1.9869e+00 +5.2274e+00 +2.5089e+00 +4.3051e+00 -1.9005e+00 -8.6845e+00 -5.4221e+00 -6.6754e+00 -5.3030e+00 -2.8102e+00 -7.5134e+00 -5.0443e+00 -1.6593e+00 -9.9757e+00 +6.9238e+00 -4.4464e+00 +5.9280e+00 +1.1840e+01 -1.1780e+00 -1.0583e+01
119 +3.161694909e+04 +3.161694909e+04 +3.165284909e+04 +3.165284909e+04 -1.3743e+00 +3.9026e+00 +1.7434e+00 +1.0867e+00 -2.6411e+00 -8.7575e+00 -5.2725e+00 -4.4248e+00 -5.3848e+00 -4.6810e+00 -7.3609e+00 -3.6206e+00 -1.4310e+00 -8.2539e+00 +7.7132e+00 -6.1701e+00 +5.4581e+00 +1.2246e+01 -1.8973e+00 -1.2244e+01
128 +3.009505583e+04 +3.009505583e+04 +3.013095583e+04 +3.013095583e+04 -1.6527e+00 +3.9863e+00 +4.9891e+00 +1.6188e+00 -2.0910e+00 -8.8811e+00 -4.9935e+00 -6.1239e+00 -6.8628e+00 -5.2624e+00 -8.6358e+00 -5.1417e+00 -1.3919e+00 -9.1021e+00 +7.8326e+00 -6.3541e+00 +6.3667e+00 +1.5067e+01 -1.6668e+00 -1.2217e+01
133 +2.505021505e+04 +2.505021505e+04 +2.508611505e+04 +2.508611505e+04 -1.6514e+00 +6.1116e+00 +6.3224e+00 +7.6392e-02 -1.8863e+00 -7.0704e+00 -3.8798e+00 -6.0726e+00 -7.4408e+00 -6.1241e+00 -6.2759e+00 -5.9572e+00 -1.2566e+00 -9.5125e+00 +7.5766e+00 -6.1882e+00 +7.6272e+00 +1.5438e+01 -1.2750e+00 -1.3918e+01
153 +3.533814724e+03 +3.533814724e+03 +3.569714724e+03 +3.569714724e+03 -1.8113e+00 +7.1287e+00 +5.8277e+00 +2.8751e+00 -2.0841e+00 -9.1057e+00 -6.9973e+00 -7.2041e+00 -7.9944e+00 -6.7809e+00 -6.2204e+00 -7.8008e+00 -2.0526e+00 -1.1885e+01 +7.4616e+00 -7.0163e+00 +8.6277e+00 +1.8745e+01 -4.0357e-01 -1.2733e+01
217 +1.951338006e+03 +1.951338006e+03 +1.987238006e+03 +1.987238006e+03 -6.6741e+00 +9.8751e+00 +4.8961e+00 +6.7043e+00 -5.9077e+00 -7.6862e+00 -5.4600e+00 -1.3086e+01 -6.4344e+00 -5.0451e+00 -4.6596e+00 -9.6719e+00 -3.7786e+00 -1.4373e+01 +8.8852e+00 -8.1136e+00 +6.1897e+00 +1.9787e+01 -3.6456e-01 -8.8351e+00
220 +9.730232000e+02 +9.730232000e+02 +1.008923200e+03 +1.008923200e+03 -4.7339e+00 +6.8267e+00 +5.0060e+00 +4.0172e+00 -4.9094e+00 -6.9556e+00 -3.4766e+00 -8.3200e+00 -5.1889e+00 -6.6481e+00 -3.6525e+00 -6.6997e+00 -2.0019e+00 -1.0297e+01 +6.8920e+00 -6.7131e+00 +4.1597e+00 +1.5551e+01 -1.3476e+00 -9.5347e+00
229 +7.844986389e+02 +7.844986389e+02 +8.203986389e+02 +8.203986389e+02 -3.6237e+00 +6.9877e+00 +5.0795e+00 +3.4684e+00 -4.2931e+00 -5.9455e+00 -2.8213e+00 -7.9288e+00 -4.6429e+00 -6.6177e+00 -2.8309e+00 -6.7336e+00 -1.7633e+00 -9.3677e+00 +6.9587e+00 -5.3764e+00 +4.7869e+00 +1.5146e+01 -2.5869e+00 -9.5603e+00
262 +7.531942335e+02 +7.531942335e+02 +7.890942335e+02 +7.890942335e+02 -2.9212e+00 +5.3167e+00 +5.1077e+00 +4.0634e+00 -5.1598e+00 -6.8116e+00 -3.9060e+00 -9.5786e+00 -3.1425e+00 -5.0879e+00 -2.1779e+00 -9.2041e+00 -1.4985e+00 -9.3331e+00 +3.8993e+00 -7.6429e+00 +7.0817e+00 +1.5933e+01 -2.5045e+00 -5.6540e+00
264 +5.622519165e+02 +5.622519165e+02 +5.981519165e+02 +5.981519165e+02 -1.2497e+00 +3.2295e+00 +4.4356e+00 +4.6281e+00 -6.9880e+00 -6.2819e+00 -2.8198e+00 -7.4024e+00 -3.8127e+00 -6.1134e+00 -3.4342e+00 -9.1379e+00 -1.2692e+00 -8.9920e+00 +3.8753e+00 -6.0718e+00 +6.2674e+00 +1.3405e+01 -3.5316e+00 -4.3206e+00
274 +4.675184497e+02 +4.675184497e+02 +5.034184497e+02 +5.034184497e+02 +4.8569e-01 +3.5271e+00 +4.9392e+00 +5.6590e+00 -6.9387e+00 -6.8057e+00 -2.4643e+00 -7.1783e+00 -2.4650e+00 -5.7069e+00 -3.2683e+00 -8.8428e+00 -4.3461e-01 -9.8950e+00 +3.3218e+00 -6.6894e+00 +5.9003e+00 +1.2419e+01 -3.1495e+00 -4.0852e+00
330 +4.520756592e+02 +4.520756592e+02 +4.879756592e+02 +4.879756592e+02 +7.2130e-02 +6.0232e+00 +4.5512e+00 +2.4603e+00 -5.6275e+00 -6.4244e+00 -1.5978e+00 -4.5903e+00 -3.5351e+00 -6.8113e+00 -4.5502e+00 -5.0520e+00 -1.1692e+00 -9.6980e+00 +5.0805e+00 -5.7383e+00 +6.3353e+00 +1.2911e+01 -9.4382e-01 -5.5297e+00
372 +3.966855053e+02 +3.966855053e+02 +4.325855053e+02 +4.325855053e+02 -2.6990e-01 +6.0299e+00 +6.5827e+00 +3.8785e+00 -7.2623e+00 -9.1404e+00 -5.4340e+00 -5.8817e+00 -2.5074e+00 -5.5314e+00 -3.7103e+00 -4.3637e+00 -1.4342e+00 -7.1906e+00 +2.1571e+00 -3.7273e+00 +3.9199e+00 +1.1088e+01 -9.2279e-01 -4.0973e+00
385 +2.754494402e+02 +2.754494402e+02 +3.113494402e+02 +3.113494402e+02 +1.5616e+00 +4.9840e+00 +6.6723e+00 +5.2051e+00 -6.2093e+00 -7.7700e+00 -4.5652e+00 -6.0387e+00 -3.2317e+00 -7.3897e+00 -2.2101e+00 -5.0474e+00 -1.6730e+00 -6.7581e+00 +8.2180e-01 -3.5235e+00 +2.0826e+00 +9.8208e+00 -1.5412e+00 -3.5902e+00
393 +2.198558387e+02 +2.198558387e+02 +2.557558387e+02 +2.557558387e+02 +1.9919e+00 +4.0378e+00 +4.6946e+00 +3.7411e+00 -6.0165e+00 -6.9071e+00 -2.7074e+00 -4.0557e+00 -2.2054e+00 -6.7303e+00 -2.2839e+00 -6.7730e+00 -6.0004e-01 -4.7613e+00 +4.6418e+00 -3.5477e+00 +1.5047e+00 +8.9348e+00 -2.0858e+00 -4.1506e+00
2730 +2.159421313e+02 +2.159421313e+02 +2.518421313e+02 +2.518421313e+02 +4.1709e+00 +5.3687e+00 +6.1091e+00 +4.5546e+00 -4.2932e+00 -5.6020e+00 -1.6534e-01 -1.8013e+00 -1.0147e-01 -6.2447e+00 -2.7755e+00 -4.8285e+00 -3.1590e+00 -4.2314e+00 -8.5607e-03 -7.0863e+00 +2.1954e+00 +9.8874e+00 -2.5981e+00 -4.2890e+00
3695 +2.130507781e+02 +2.130507781e+02 +2.489507781e+02 +2.489507781e+02 +2.0222e+00 +4.4540e+00 +6.0458e+00 +5.7390e+00 -4.0426e+00 -7.0429e+00 -1.9808e+00 -3.7018e+00 +1.2008e+00 -6.0825e+00 -4.3678e+00 -3.8785e+00 -3.0506e+00 -4.8820e+00 -1.4410e+00 -5.7726e+00 +3.7824e-01 +8.7620e+00 -3.6558e+00 -4.7880e+00
3717 +1.920831397e+02 +1.920831397e+02 +2.279831397e+02 +2.279831397e+02 +1.1882e+00 +3.7224e+00 +5.4834e+00 +3.8676e+00 -2.9859e+00 -5.9764e+00 -1.7288e+00 -3.5012e+00 +2.2323e+00 -4.6919e+00 -4.9902e+00 -3.7008e+00 -3.0847e+00 -4.1561e+00 -1.7227e+00 -5.3299e+00 +9.8994e-02 +8.4719e+00 -2.6913e+00 -5.4921e+00
3843 +1.580304728e+02 +1.580304728e+02 +1.939304728e+02 +1.939304728e+02 -3.1343e-02 +2.8117e+00 +4.7946e+00 +2.8607e+00 -3.5218e+00 -5.2433e+00 -1.7336e+00 -4.6138e+00 +2.7454e+00 -4.7078e+00 -4.6451e+00 -1.6219e+00 -6.3039e-01 -2.3504e+00 -3.6186e-01 -4.2706e+00 +1.6133e+00 +7.0817e+00 -2.7961e+00 -5.4350e+00
3867 +1.331667400e+02 +1.331667400e+02 +1.690667400e+02 +1.690667400e+02 +1.3111e+00 +2.4410e+00 +4.8517e+00 +2.5609e+00 -2.9156e+00 -4.4039e+00 -1.3783e+00 -4.5728e+00 +2.9142e+00 -4.8175e+00 -3.3217e+00 -2.0515e+00 -2.1805e+00 -2.3523e+00 -1.0382e+00 -3.3727e+00 +2.0164e+00 +7.1751e+00 -3.0656e+00 -5.3145e+00
4510 +1.255509790e+02 +1.255509790e+02 +1.614509790e+02 +1.614509790e+02 +2.3770e-01 +4.6187e+00 +6.9973e+00 +4.5333e+00 -2.2123e+00 -6.9821e+00 -4.1225e+00 -5.1755e+00 -9.3752e-01 -4.5965e+00 -3.0302e+00 -2.8441e+00 -1.8013e+00 -3.5801e+00 -6.1680e-01 -4.0346e+00 +1.5185e+00 +6.8060e+00 -1.9746e+00 -3.9285e+00
4648 +1.215428992e+02 +1.215428992e+02 +1.574428992e+02 +1.574428992e+02 +3.7358e-01 +5.1073e+00 +6.7426e+00 +3.7027e+00 -2.2736e+00 -6.8437e+00 -3.1050e+00 -3.3953e+00 +3.0480e-01 -4.2717e+00 -2.9017e+00 -5.1422e-01 -1.7428e+00 -1.9592e+00 -2.9934e-01 -5.3763e+00 +2.2812e+00 +6.8778e+00 -3.0262e+00 -3.5952e+00
5362 +1.101285148e+02 +1.101285148e+02 +1.460285148e+02 +1.460285148e+02 +1.2059e+00 +3.9508e+00 +4.3305e+00 +4.4898e+00 -2.0284e+00 -6.1311e+00 -1.1868e+00 -5.6123e+00 +1.9886e-01 -2.7609e+00 -2.9081e+00 -2.3289e+00 -2.6185e+00 -2.2993e+00 +2.3676e-01 -3.9370e+00 +1.3001e+00 +5.8817e+00 -1.6130e+00 -3.1227e+00
5463 +9.599664417e+01 +9.599664417e+01 +1.318966442e+02 +1.318966442e+02 +1.2799e+00 +3.6589e+00 +3.6297e+00 +4.6151e+00 -2.3593e+00 -7.3935e+00 -3.3493e+00 -4.6870e+00 -6.8940e-01 -3.3932e+00 -3.2554e+00 -2.5346e+00 -1.7579e+00 -3.6379e+00 +9.0471e-01 -4.5491e+00 +5.1694e-01 +5.9258e+00 -1.2681e+00 -3.5636e+00
6019 +7.832562881e+01 +7.832562881e+01 +1.142256288e+02 +1.142256288e+02 +6.6572e-01 +3.6324e+00 +5.6265e+00 +4.7243e+00 -3.0791e+00 -4.8883e+00 -2.8282e+00 -3.6914e+00 -6.9575e-01 -4.3131e+00 -3.0523e+00 -2.5629e+00 -1.5978e+00 -1.9461e+00 +1.1331e+00 -4.7609e+00 +1.9207e+00 +5.3139e+00 -2.0755e+00 -3.5432e+00
6119 +6.825089318e+01 +6.825089318e+01 +1.041508932e+02 +1.041508932e+02 +1.8668e+00 +3.0477e+00 +4.8419e+00 +3.8850e+00 -2.8674e+00 -5.2458e+00 -2.2246e+00 -3.1462e+00 -1.0165e+00 -3.6898e+00 -3.5033e+00 -2.1263e+00 -2.0464e+00 -2.2919e+00 +7.0302e-01 -5.2686e+00 +1.9044e+00 +5.7745e+00 -1.8914e+00 -2.7287e+00
6124 +6.675338154e+01 +6.675338154e+01 +1.026533815e+02 +1.026533815e+02 +1.9160e+00 +2.8443e+00 +4.8833e+00 +4.8394e+00 -3.0580e+00 -5.0789e+00 -2.5609e+00 -3.2129e+00 -1.2408e+00 -3.7696e+00 -3.4359e+00 -1.5083e+00 -1.0430e+00 -2.7829e+00 +1.1675e+00 -5.7007e+00 +1.1091e+00 +5.6551e+00 -1.3591e+00 -2.6002e+00
6137 +6.526120341e+01 +6.526120341e+01 +1.011612034e+02 +1.011612034e+02 +1.9140e+00 +3.2539e+00 +4.8447e+00 +4.6874e+00 -3.5938e+00 -4.9517e+00 -2.5629e+00 -3.5505e+00 -1.2888e+00 -3.5425e+00 -3.4839e+00 -1.0312e+00 -1.2294e+00 -1.8108e+00 +9.2672e-01 -5.3328e+00 +1.6496e+00 +5.6842e+00 -1.2185e+00 -3.0641e+00
6146 +5.621684385e+01 +5.621684385e+01 +9.211684385e+01 +9.211684385e+01 +1.9589e+00 +3.4361e+00 +4.4325e+00 +4.6863e+00 -3.7367e+00 -4.2302e+00 -2.4580e+00 -2.9604e+00 -8.1750e-01 -3.3432e+00 -3.5627e+00 -8.1656e-01 -1.5819e+00 -2.0907e+00 +9.5939e-01 -5.0303e+00 +1.6194e+00 +5.1492e+00 -1.7782e+00 -2.7393e+00
7020 +5.484540013e+01 +5.484540013e+01 +9.074540013e+01 +9.074540013e+01 +2.4315e+00 +3.1368e+00 +4.1753e+00 +4.2701e+00 -2.8790e+00 -5.1953e+00 -2.0587e+00 -2.9555e+00 -7.7406e-01 -2.7429e+00 -3.3191e+00 +7.7729e-02 -2.3425e+00 -1.7301e+00 +4.2948e-01 -4.9637e+00 +1.0582e+00 +5.6708e+00 -2.0326e+00 -3.8831e+00
7041 +4.707332892e+01 +4.707332892e+01 +8.297332892e+01 +8.297332892e+01 +2.9716e+00 +3.2564e+00 +4.2470e+00 +4.2906e+00 -2.3568e+00 -4.4813e+00 -1.6384e+00 -2.6146e+00 -8.5760e-01 -3.2297e+00 -2.8670e+00 +1.7002e-01 -2.5649e+00 -1.6741e+00 +4.8952e-01 -5.1743e+00 +1.2425e+00 +5.5389e+00 -1.6904e+00 -3.8168e+00
7048 +4.602186691e+01 +4.602186691e+01 +8.192186691e+01 +8.192186691e+01 +3.0545e+00 +2.8340e+00 +4.3368e+00 +4.4332e+00 -2.5568e+00 -4.3311e+00 -1.4892e+00 -3.6333e+00 -7.8746e-01 -2.5155e+00 -2.3390e+00 +7.2113e-01 -2.5460e+00 -6.0669e-01 +1.8625e-01 -4.5318e+00 +1.2891e+00 +5.1861e+00 -1.8168e+00 -3.5007e+00
7819 +3.384060538e+01 +3.384060538e+01 +6.974060538e+01 +6.974060538e+01 +2.6564e+00 +2.0234e+00 +3.8923e+00 +4.8194e+00 -2.3772e+00 -3.3823e+00 -2.1924e+00 -2.3352e+00 -2.2393e+00 -4.5165e+00 -2.1797e+00 -4.0773e-02 -7.3437e-01 -1.7698e+00 +5.8183e-01 -4.3441e+00 +1.3067e+00 +5.2179e+00 -1.8974e+00 -4.3701e+00
7882 +2.764091785e+01 +2.764091785e+01 +6.354091785e+01 +6.354091785e+01 +2.2464e+00 +2.3467e+00 +4.5131e+00 +3.6533e+00 -2.3217e+00 -4.2246e+00 -2.3342e+00 -2.0599e+00 -2.6179e+00 -3.9620e+00 -2.5550e+00 -2.8367e-01 -8.5312e-01 -1.3854e+00 +1.1351e+00 -4.8397e+00 +2.7681e-01 +5.0543e+00 -1.1135e+00 -3.5018e+00
9010 +2.629297441e+01 +2.629297441e+01 +6.219297441e+01 +6.219297441e+01 +2.5381e+00 +2.1698e+00 +3.6647e+00 +3.4172e+00 -2.4934e+00 -4.1218e+00 -2.4613e+00 -3.0550e+00 -1.2722e+00 -4.3307e+00 -2.0387e+00 -4.1508e-01 -1.2942e+00 -1.1476e+00 +5.9909e-01 -3.7512e+00 +2.8439e-01 +4.6405e+00 -1.7922e+00 -4.1167e+00
9365 +2.422605755e+01 +2.422605755e+01 +6.012605755e+01 +6.012605755e+01 +2.6093e+00 +2.3283e+00 +3.9217e+00 +3.2773e+00 -2.2150e+00 -3.9921e+00 -1.8386e+00 -2.9948e+00 -2.0802e+00 -4.1109e+00 -2.5398e+00 +1.2341e-01 -1.1262e+00 -1.4243e+00 +8.5384e-01 -4.0091e+00 +9.3650e-01 +4.4810e+00 -1.4287e+00 -3.7082e+00
9416 +2.335700953e+01 +2.335700953e+01 +5.925700953e+01 +5.925700953e+01 +2.1676e+00 +1.6772e+00 +4.0375e+00 +3.0559e+00 -2.7159e+00 -4.3617e+00 -2.1678e+00 -2.9096e+00 -2.0400e+00 -3.7162e+00 -1.9339e+00 -3.8256e-01 -4.2506e-01 -1.6785e+00 +1.1213e+00 -4.1590e+00 +8.8454e-01 +4.0395e+00 -1.1869e+00 -3.6726e+00
10137 +2.182581694e+01 +2.182581694e+01 +5.772581694e+01 +5.772581694e+01 +2.5222e+00 +2.1025e+00 +3.4791e+00 +4.0358e+00 -2.4877e+00 -4.1000e+00 -2.6247e+00 -2.6603e+00 -1.8049e+00 -3.8061e+00 -2.2840e+00 +7.2192e-02 -4.1664e-01 -1.1908e+00 +1.4643e+00 -4.4299e+00 +1.3268e+00 +4.2613e+00 -1.2520e+00 -2.8722e+00
10159 +2.050430300e+01 +2.050430300e+01 +5.640430300e+01 +5.640430300e+01 +2.4646e+00 +1.9236e+00 +3.7541e+00 +3.7182e+00 -2.1232e+00 -4.1370e+00 -2.2669e+00 -2.8074e+00 -1.8663e+00 -3.7482e+00 -1.6384e+00 -1.6766e-01 -5.4806e-01 -1.3530e+00 +1.4226e+00 -4.0298e+00 +1.3367e+00 +4.4335e+00 -1.2078e+00 -2.7954e+00
10169 +1.728229195e+01 +1.728229195e+01 +5.318229195e+01 +5.318229195e+01 +2.5474e+00 +1.8592e+00 +3.6782e+00 +3.4858e+00 -2.2365e+00 -3.8921e+00 -2.0843e+00 -2.7747e+00 -2.0526e+00 -4.0538e+00 -1.9096e+00 -3.2014e-01 -8.0573e-01 -1.0904e+00 +1.3213e+00 -3.9180e+00 +1.0820e+00 +4.1311e+00 -1.3372e+00 -2.8729e+00
10963 +1.572411220e+01 +1.572411220e+01 +5.162411220e+01 +5.162411220e+01 +2.6887e+00 +2.3545e+00 +3.7639e+00 +4.5207e+00 -1.8252e+00 -4.4993e+00 -2.6618e+00 -2.4169e+00 -2.4832e+00 -3.4906e+00 -2.1333e+00 -1.2558e-01 -6.1259e-01 -9.7293e-01 +1.2867e+00 -4.1105e+00 +5.2402e-01 +3.8099e+00 -1.3724e+00 -3.0317e+00
10981 +1.463834839e+01 +1.463834839e+01 +5.053834839e+01 +5.053834839e+01 +2.5418e+00 +2.3441e+00 +3.4669e+00 +4.1471e+00 -1.9042e+00 -4.4944e+00 -2.5818e+00 -2.1058e+00 -2.6489e+00 -3.4253e+00 -1.9396e+00 +5.2228e-02 -6.4971e-01 -1.0345e+00 +1.2200e+00 -4.2719e+00 +9.3295e-01 +3.9577e+00 -1.1425e+00 -2.6966e+00
10991 +1.364341356e+01 +1.364341356e+01 +4.954341356e+01 +4.954341356e+01 +2.2028e+00 +2.0885e+00 +3.7492e+00 +4.1521e+00 -1.6033e+00 -4.0666e+00 -2.6504e+00 -2.5845e+00 -2.4468e+00 -3.6391e+00 -2.1492e+00 -1.4899e-01 -9.4021e-01 -1.3838e+00 +1.2214e+00 -4.4004e+00 +9.8052e-01 +4.0658e+00 -8.1448e-01 -3.2110e+00
11543 +1.341782286e+01 +1.341782286e+01 +4.931782286e+01 +4.931782286e+01 +2.4234e+00 +1.5011e+00 +3.4475e+00 +3.9074e+00 -2.2606e+00 -4.0298e+00 -2.4895e+00 -3.2617e+00 -1.7730e+00 -3.5295e+00 -1.2834e+00 -1.8359e-02 -8.4256e-01 -6.9292e-01 +1.4772e+00 -4.2659e+00 +8.1726e-01 +3.8146e+00 -1.2285e+00 -3.6364e+00
11583 +1.312987007e+01 +1.312987007e+01 +4.902987007e+01 +4.902987007e+01 +2.4341e+00 +1.8152e+00 +3.2187e+00 +4.0324e+00 -2.3035e+00 -4.4965e+00 -2.3868e+00 -3.1142e+00 -2.0530e+00 -3.2471e+00 -1.3444e+00 -4.0995e-02 -5.7384e-01 -6.0975e-01 +1.3306e+00 -4.0924e+00 +5.0457e-01 +3.9270e+00 -1.1755e+00 -3.5662e+00
11601 +1.265273773e+01 +1.265273773e+01 +4.855273773e+01 +4.855273773e+01 +2.4500e+00 +1.6550e+00 +3.0225e+00 +4.0227e+00 -2.1248e+00 -4.6188e+00 -2.3809e+00 -3.2967e+00 -2.2029e+00 -3.2102e+00 -1.4989e+00 +9.8541e-02 -3.9346e-01 -7.9356e-01 +1.3478e+00 -4.0715e+00 +1.5709e-01 +3.6882e+00 -1.0855e+00 -3.4837e+00
11985 +1.242764742e+01 +1.242764742e+01 +4.832764742e+01 +4.832764742e+01 +2.1732e+00 +2.0576e+00 +3.1730e+00 +3.9892e+00 -2.2822e+00 -4.3359e+00 -2.6586e+00 -2.4279e+00 -2.3053e+00 -3.2106e+00 -2.3380e+00 +8.0260e-01 -5.7873e-01 -8.0321e-01 +1.1727e+00 -4.0495e+00 +7.6446e-01 +3.8301e+00 -1.2599e+00 -3.0805e+00
