% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
145 +8.539609200e+00 +8.539609200e+00 -8.400390800e+00 -8.400390800e+00 +1.2477e+00 -1.3839e+00 +2.1093e+00 +2.7265e+00 +3.0300e+00 -6.1040e-01 +2.6686e+00 +5.1316e-01 +2.6096e+00 -2.1315e+00 +3.7829e+00 +2.7315e+00 -2.3060e+00 +6.7786e-01 +3.4631e+00 +4.3161e+00 +4.8149e+00 -1.1952e+00 +9.4051e-02 +3.3695e+00
195 +7.836373167e+00 +7.836373167e+00 -9.103626833e+00 -9.103626833e+00 +1.1353e+00 -6.4236e-01 +1.6099e+00 +1.7988e+00 +1.6727e+00 -1.4453e+00 +1.7000e+00 +1.1409e+00 +2.3056e+00 -1.8215e+00 +3.9361e+00 -1.0476e-01 -2.3788e+00 -4.9601e-01 +4.3908e+00 +4.9007e+00 +3.6373e+00 -2.5312e+00 +2.0259e+00 +3.7462e+00
230 +7.540019751e+00 +7.540019751e+00 -9.399980249e+00 -9.399980249e+00 -2.6652e-01 +5.7976e-01 +2.1565e+00 +2.4001e+00 +2.8657e+00 -7.4745e-01 +1.0251e+00 +1.9642e+00 +2.4889e+00 -2.3873e+00 +3.5896e+00 -1.4586e+00 -1.7499e+00 -1.8367e-01 +3.8756e+00 +3.1287e+00 +4.6748e+00 -1.2878e+00 +2.6682e+00 +2.9502e+00
273 +7.197037065e+00 +7.197037065e+00 -9.742962935e+00 -9.742962935e+00 +1.6489e+00 +7.4724e-01 +3.1362e+00 +1.8847e+00 +2.0547e+00 -5.9100e-01 +6.8789e-01 +1.2716e+00 +2.8213e+00 -3.3804e+00 +4.3857e+00 -1.1643e+00 +2.7375e-01 -6.6908e-01 +3.6820e+00 +3.7050e+00 +4.4396e+00 -1.6500e+00 +2.0305e+00 +3.1618e+00
427 +6.102599413e+00 +6.102599413e+00 -1.083740059e+01 -1.083740059e+01 +1.0348e+00 +1.2761e+00 +2.9154e+00 +1.5263e+00 +1.7880e+00 -6.4205e-01 +6.3533e-01 +1.2155e+00 +2.0262e+00 -1.2829e+00 +3.0075e+00 -4.8827e-01 +3.4701e-01 -3.3885e+00 +3.6357e+00 +3.1696e+00 +4.3777e+00 -1.3852e+00 +3.7859e+00 +2.8381e+00
533 +5.346131568e+00 +5.346131568e+00 -1.159386843e+01 -1.159386843e+01 +2.1264e-01 +6.7222e-01 +3.1329e+00 +4.3702e-01 +3.3584e+00 -1.2899e+00 +1.2408e+00 +1.2363e+00 +1.9813e+00 -3.0747e+00 +2.1740e+00 +1.2675e-01 +3.7918e-01 -2.6668e+00 +2.6665e+00 +3.1467e+00 +3.5198e+00 -1.0617e+00 +2.5259e+00 +3.7965e+00
537 +4.743125685e+00 +4.743125685e+00 -1.219687432e+01 -1.219687432e+01 +4.7662e-01 +7.7443e-01 +2.2374e+00 +3.1642e-01 +4.0427e+00 -1.3144e+00 +1.1278e+00 +1.1346e+00 +2.0555e+00 -3.2534e+00 +2.1175e+00 -9.2066e-02 -2.1516e-02 -2.0268e+00 +2.6448e+00 +3.6145e+00 +3.8225e+00 -6.1407e-01 +2.7531e+00 +4.0526e+00
566 +4.465019438e+00 +4.465019438e+00 -1.247498056e+01 -1.247498056e+01 -3.4885e-01 +1.2819e+00 +1.5812e+00 +3.8904e-01 +3.9965e+00 -6.1723e-01 +1.2531e+00 +8.0798e-01 +2.4402e+00 -2.3279e+00 +2.6361e+00 +9.7495e-01 +6.8303e-02 -1.7378e+00 +2.3649e+00 +3.3736e+00 +4.7184e+00 -3.1348e-01 +1.8495e+00 +3.7306e+00
660 +4.199044442e+00 +4.199044442e+00 -1.274095556e+01 -1.274095556e+01 +6.8527e-01 +1.0357e+00 +7.8358e-01 +2.2779e-01 +4.0423e+00 -1.9680e-01 +1.9407e+00 -2.3607e-01 +1.5983e+00 -2.1787e+00 +3.0638e+00 +4.6643e-01 -7.8029e-01 -2.9317e+00 +3.2527e+00 +3.3753e+00 +4.0646e+00 -6.3496e-01 +1.9966e+00 +3.5953e+00
745 +4.011441746e+00 +4.011441746e+00 -1.292855825e+01 -1.292855825e+01 +1.9299e+00 +8.0916e-01 +1.0474e+00 +7.7884e-01 +4.4992e+00 +5.5222e-01 +2.4726e+00 +6.2765e-02 +2.0565e+00 -1.8945e+00 +3.9080e+00 -6.8608e-01 -2.8818e-01 -1.6126e+00 +2.9802e+00 +3.4837e+00 +4.2873e+00 -7.0277e-01 +2.0690e+00 +3.9671e+00
767 +3.948022671e+00 +3.948022671e+00 -1.299197733e+01 -1.299197733e+01 +2.2301e+00 +7.3237e-01 +4.6468e-01 +6.5630e-01 +4.1458e+00 +1.6462e-01 +2.0708e+00 +7.2934e-02 +1.6864e+00 -1.7083e+00 +3.3807e+00 -7.6332e-01 -2.7329e-02 -2.6500e+00 +3.0970e+00 +3.4883e+00 +4.1543e+00 -9.4749e-01 +1.7879e+00 +4.4095e+00
792 +3.518673604e+00 +3.518673604e+00 -1.342132640e+01 -1.342132640e+01 +2.7084e+00 +5.5571e-01 +5.1144e-01 +4.3717e-01 +4.2655e+00 +6.5279e-01 +2.5905e+00 -8.6390e-02 +8.0583e-01 -1.6115e+00 +3.7807e+00 -3.8758e-01 -8.4859e-02 -2.6044e+00 +3.4720e+00 +2.7998e+00 +3.9216e+00 -7.0910e-01 +1.8063e+00 +4.8503e+00
826 +3.115823756e+00 +3.115823756e+00 -1.382417624e+01 -1.382417624e+01 +2.7793e+00 +1.4770e-01 +2.8898e-02 +3.2421e-01 +4.1789e+00 +5.9748e-01 +2.7593e+00 -2.6281e-01 +6.9966e-01 -1.8301e+00 +3.6103e+00 -1.1660e+00 +3.4311e-01 -2.7246e+00 +3.2234e+00 +3.5101e+00 +3.5228e+00 -8.3748e-01 +1.8939e+00 +4.7945e+00
835 +2.581932734e+00 +2.581932734e+00 -1.435806727e+01 -1.435806727e+01 +2.5945e+00 +3.1734e-01 +2.5472e-01 +5.1504e-01 +4.0403e+00 +5.6967e-02 +2.8350e+00 +4.2437e-02 +7.7139e-01 -2.0356e+00 +3.5134e+00 -9.4277e-01 +1.7565e-01 -2.5215e+00 +3.2152e+00 +3.7711e+00 +3.8860e+00 -9.7993e-01 +1.8954e+00 +4.7592e+00
999 +2.443522530e+00 +2.443522530e+00 -1.449647747e+01 -1.449647747e+01 +3.1641e+00 +1.6015e-01 -1.6679e-01 +1.3576e+00 +3.7127e+00 -7.9049e-01 +3.4653e+00 +8.4930e-01 +7.6997e-01 -2.3010e+00 +3.8914e+00 -1.5882e+00 +3.8722e-02 -1.8209e+00 +4.2305e+00 +2.8616e+00 +4.2368e+00 -9.6316e-01 +1.5771e+00 +4.6266e+00
1032 +2.396955758e+00 +2.396955758e+00 -1.454304424e+01 -1.454304424e+01 +3.0620e+00 +1.3347e-01 +4.2735e-01 +1.5346e+00 +3.5283e+00 -1.3214e+00 +2.9329e+00 +1.1177e+00 +7.2226e-01 -2.4992e+00 +3.9204e+00 -1.4395e+00 -3.0116e-01 -2.0142e+00 +4.0070e+00 +2.8250e+00 +4.5879e+00 -8.4990e-01 +1.4114e+00 +4.6705e+00
1050 +2.291444405e+00 +2.291444405e+00 -1.464855560e+01 -1.464855560e+01 +3.0576e+00 +5.8316e-02 +4.0753e-01 +1.4683e+00 +3.2958e+00 -1.1352e+00 +2.9689e+00 +1.0445e+00 +8.0867e-01 -2.5637e+00 +3.9393e+00 -1.3780e+00 -4.2300e-01 -1.7566e+00 +3.9830e+00 +2.8904e+00 +4.6441e+00 -7.5821e-01 +1.3430e+00 +4.5648e+00
1061 +2.112366287e+00 +2.112366287e+00 -1.482763371e+01 -1.482763371e+01 +2.7043e+00 +3.6045e-02 +6.7036e-01 +1.4101e+00 +3.4449e+00 -7.6977e-01 +3.0940e+00 +1.0162e+00 +1.0371e+00 -2.5584e+00 +3.9019e+00 -1.5786e+00 -5.4784e-01 -1.5666e+00 +4.0547e+00 +3.0045e+00 +4.6515e+00 -7.4433e-01 +1.4400e+00 +4.6336e+00
1244 +1.812203271e+00 +1.812203271e+00 -1.512779673e+01 -1.512779673e+01 +3.2804e+00 -1.6059e-01 +6.0474e-01 +1.6148e+00 +3.3312e+00 -8.3440e-01 +3.4064e+00 +7.9201e-01 +7.8821e-01 -2.6256e+00 +3.5586e+00 -1.7559e+00 -3.7050e-01 -1.6370e+00 +3.9718e+00 +2.8489e+00 +4.7993e+00 -4.4493e-01 +9.9231e-01 +4.9567e+00
1294 +1.750125115e+00 +1.750125115e+00 -1.518987488e+01 -1.518987488e+01 +3.2198e+00 -2.0821e-01 +5.7403e-01 +1.4735e+00 +3.1284e+00 -6.3107e-01 +3.6836e+00 +7.2988e-01 +7.1191e-01 -2.4701e+00 +4.0657e+00 -1.9277e+00 -3.3877e-01 -1.5541e+00 +3.9984e+00 +2.8200e+00 +4.7653e+00 -5.7801e-01 +1.1067e+00 +4.8078e+00
1803 +1.677260527e+00 +1.677260527e+00 -1.526273947e+01 -1.526273947e+01 +2.9950e+00 -3.0066e-01 +5.4254e-01 +1.3303e+00 +2.7233e+00 -8.1239e-01 +3.4232e+00 +4.4547e-01 +8.8477e-01 -2.3997e+00 +3.9806e+00 -2.2192e+00 +1.3741e-01 -1.5159e+00 +4.1175e+00 +3.2932e+00 +4.9169e+00 -6.7556e-01 +6.3202e-01 +5.0306e+00
1875 +1.659436832e+00 +1.659436832e+00 -1.528056317e+01 -1.528056317e+01 +3.0546e+00 -2.9325e-01 +5.7393e-01 +1.3520e+00 +2.7446e+00 -8.2101e-01 +3.4093e+00 +3.9405e-01 +8.7071e-01 -2.3867e+00 +3.9538e+00 -2.1642e+00 +9.1688e-02 -1.5328e+00 +4.0971e+00 +3.2479e+00 +4.8934e+00 -6.4964e-01 +6.7870e-01 +5.0174e+00
1892 +1.586643141e+00 +1.586643141e+00 -1.535335686e+01 -1.535335686e+01 +3.0432e+00 -3.0089e-01 +5.9148e-01 +1.3742e+00 +2.7413e+00 -8.2466e-01 +3.4079e+00 +3.7230e-01 +8.5812e-01 -2.3848e+00 +3.9768e+00 -2.1884e+00 +8.3347e-02 -1.5093e+00 +4.1118e+00 +3.2481e+00 +4.8809e+00 -6.6172e-01 +6.6566e-01 +5.0188e+00
1960 +1.582538399e+00 +1.582538399e+00 -1.535746160e+01 -1.535746160e+01 +3.0439e+00 -2.9745e-01 +6.0609e-01 +1.3820e+00 +2.7812e+00 -8.4333e-01 +3.4291e+00 +3.7958e-01 +8.4967e-01 -2.3958e+00 +3.9685e+00 -2.1816e+00 +9.5670e-02 -1.5247e+00 +4.1205e+00 +3.2153e+00 +4.8614e+00 -6.7170e-01 +6.8434e-01 +5.0101e+00
2087 +1.535719707e+00 +1.535719707e+00 -1.540428029e+01 -1.540428029e+01 +3.0403e+00 -2.8007e-01 +6.1742e-01 +1.3976e+00 +2.7834e+00 -8.2614e-01 +3.4451e+00 +3.6989e-01 +8.4660e-01 -2.3844e+00 +4.0020e+00 -2.1794e+00 +8.6430e-02 -1.5763e+00 +4.1191e+00 +3.2329e+00 +4.8252e+00 -6.6864e-01 +6.9303e-01 +5.0360e+00
2179 +1.497824561e+00 +1.497824561e+00 -1.544217544e+01 -1.544217544e+01 +3.0456e+00 -2.6230e-01 +6.1512e-01 +1.4168e+00 +2.7728e+00 -7.9916e-01 +3.4213e+00 +3.7164e-01 +8.5154e-01 -2.3864e+00 +3.9980e+00 -2.1920e+00 +7.4397e-02 -1.5698e+00 +4.0988e+00 +3.2106e+00 +4.8352e+00 -6.7764e-01 +6.8984e-01 +5.0385e+00
2378 +1.477725594e+00 +1.477725594e+00 -1.546227441e+01 -1.546227441e+01 +3.0472e+00 -2.4822e-01 +6.2115e-01 +1.3921e+00 +2.7941e+00 -8.0273e-01 +3.4417e+00 +3.4250e-01 +8.5403e-01 -2.3840e+00 +3.9908e+00 -2.1969e+00 +5.5747e-02 -1.5862e+00 +4.1138e+00 +3.2300e+00 +4.8291e+00 -6.8614e-01 +7.1301e-01 +5.0419e+00
2498 +1.443652918e+00 +1.443652918e+00 -1.549634708e+01 -1.549634708e+01 +3.0304e+00 -2.4419e-01 +6.3366e-01 +1.3938e+00 +2.8009e+00 -8.2669e-01 +3.4334e+00 +3.4358e-01 +8.4488e-01 -2.3888e+00 +3.9974e+00 -2.1912e+00 +5.4484e-02 -1.5776e+00 +4.1163e+00 +3.2313e+00 +4.8378e+00 -6.7932e-01 +7.2612e-01 +5.0395e+00
3104 +1.412527125e+00 +1.412527125e+00 -1.552747287e+01 -1.552747287e+01 +3.0379e+00 -2.6070e-01 +6.2660e-01 +1.3961e+00 +2.8015e+00 -8.2258e-01 +3.4139e+00 +3.3673e-01 +8.4205e-01 -2.3894e+00 +3.9933e+00 -2.1900e+00 +7.1638e-02 -1.5699e+00 +4.1073e+00 +3.2397e+00 +4.8415e+00 -6.7548e-01 +7.2631e-01 +5.0265e+00
8256 +1.380374666e+00 +1.380374666e+00 -1.555962533e+01 -1.555962533e+01 +3.0293e+00 -2.9690e-01 +6.3471e-01 +1.4076e+00 +2.8458e+00 -8.2610e-01 +3.3621e+00 +3.1457e-01 +8.5083e-01 -2.3937e+00 +4.0077e+00 -2.2004e+00 +9.0571e-02 -1.5890e+00 +4.0757e+00 +3.2576e+00 +4.8268e+00 -6.5473e-01 +7.7509e-01 +5.0017e+00
59940 +1.348959340e+00 +1.348959340e+00 -1.559104066e+01 -1.559104066e+01 +3.0347e+00 -4.0542e-01 +6.3793e-01 +1.4074e+00 +2.9990e+00 -8.2555e-01 +3.1959e+00 +2.1741e-01 +8.8388e-01 -2.3888e+00 +4.0189e+00 -2.1177e+00 +8.5611e-02 -1.6718e+00 +3.9500e+00 +3.2496e+00 +4.7804e+00 -5.0712e-01 +8.7693e-01 +4.8681e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.544776293e+01 +1.544776293e+01 +3.425776293e+01 +3.425776293e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +1.283254048e+01 +1.283254048e+01 +3.164254048e+01 +3.164254048e+01 +2.4839e+00 +7.9623e-01 +3.8459e-01 -7.5560e-01 -1.5335e+00 -5.6838e-01 -6.4449e-02 -5.0092e-01 +8.6065e-01 +1.4091e+00 +4.2892e-01 +1.2059e+00 +1.7983e+00 +6.2933e-01 -3.6358e-01 -5.2249e-01 -8.3521e-01 -3.5539e-01 +1.5905e+00 +7.3288e-01
12 +1.029328213e+01 +1.029328213e+01 +2.910328213e+01 +2.910328213e+01 +1.8583e+00 -4.1499e-01 +1.5978e+00 -5.0338e-01 +8.2013e-01 -6.7106e-01 -1.5852e+00 +1.3348e+00 -2.6844e-01 +1.2744e+00 -2.7980e-01 +1.3152e+00 +1.7559e+00 +1.3118e+00 -5.4566e-01 -7.6091e-01 -9.8684e-01 -1.5640e-01 +2.1449e-01 +1.3817e+00
13 +9.383757618e+00 +9.383757618e+00 +2.819375762e+01 +2.819375762e+01 +1.1367e+00 -1.2929e+00 +1.0003e+00 -5.5468e-01 -1.1212e+00 +7.7823e-01 +4.0321e-01 +8.9461e-01 +1.1037e+00 +1.0626e-01 +2.9188e-01 +1.0729e+00 +1.3584e+00 +5.3860e-01 -1.9728e+00 -1.8222e+00 +7.2390e-01 -5.1055e-02 -7.1527e-01 +2.1194e-01
52 +9.151592843e+00 +9.151592843e+00 +2.796159284e+01 +2.796159284e+01 +3.2809e-01 -1.4250e+00 +2.4590e+00 +1.9494e+00 -6.0044e-02 -1.5958e+00 +2.1245e+00 -6.2372e-01 +8.9291e-01 -1.1317e-01 -4.5657e+00 -6.1314e-01 +3.4746e+00 +6.1842e-02 -1.4925e+00 -2.5083e+00 +7.9497e-01 -7.4255e-01 -1.5159e+00 +1.0849e+00
53 +8.347616817e+00 +8.347616817e+00 +2.715761682e+01 +2.715761682e+01 -1.3984e-01 -2.7674e+00 -5.9457e-01 +1.3526e+00 +6.4456e-01 -1.7856e+00 +2.2134e+00 +2.1491e-03 +1.0971e+00 +1.7829e+00 -2.0020e+00 +2.1759e+00 +4.1040e+00 +6.4993e-02 -9.5828e-01 -6.9973e-01 +5.3026e-01 -9.2088e-01 -2.0462e+00 -4.4882e-01
77 +8.015490040e+00 +8.015490040e+00 +2.682549004e+01 +2.682549004e+01 -1.0170e+00 -2.6131e+00 -2.2301e-01 +1.3168e+00 +1.0676e+00 -2.6067e+00 +9.6522e-01 +1.8714e-01 +1.7865e+00 +1.1417e+00 -1.8036e+00 +3.5376e+00 +2.5588e+00 -1.1198e+00 -1.3265e+00 -1.4210e+00 +1.9575e+00 -1.5233e+00 -2.6689e+00 -7.2718e-01
130 +7.552591060e+00 +7.552591060e+00 +2.636259106e+01 +2.636259106e+01 +6.6765e-01 -2.8332e+00 +5.0568e-01 +2.2676e+00 +1.2717e+00 -3.4015e+00 +1.8795e+00 +2.3945e+00 +2.4257e-01 +1.7820e+00 -2.3933e+00 +3.8456e+00 +3.5211e+00 -1.8553e+00 -5.7003e-01 +1.2641e-01 +7.7802e-01 -1.3289e+00 -7.9232e-01 -7.6466e-02
131 +6.379730474e+00 +6.379730474e+00 +2.518973047e+01 +2.518973047e+01 +2.0916e-01 -1.9672e+00 +8.1376e-01 +1.2660e+00 +8.1109e-01 -3.2086e+00 +1.0142e+00 +1.6477e+00 +2.1517e+00 +1.5187e+00 -2.7567e+00 +4.9897e+00 +2.9216e+00 -6.5819e-01 -3.7246e-01 -8.8604e-01 +1.2752e+00 -3.0369e-01 -4.5493e-01 +3.4859e-01
151 +6.125616979e+00 +6.125616979e+00 +2.493561698e+01 +2.493561698e+01 +7.5828e-01 -1.2333e+00 +1.4796e+00 +1.7601e+00 +7.3737e-01 -2.2701e+00 +1.1963e+00 +1.4852e+00 +2.2126e+00 +2.5300e+00 -3.9165e+00 +4.8558e+00 +3.4061e+00 -1.8542e-01 -1.5256e-01 -6.5502e-01 +7.1742e-01 +8.6257e-01 +8.4071e-01 +4.1195e-01
158 +6.014245656e+00 +6.014245656e+00 +2.482424566e+01 +2.482424566e+01 +8.9547e-01 -1.5138e+00 +1.7446e+00 +1.6359e+00 +8.5497e-01 -2.4617e+00 +9.6370e-01 +1.1875e+00 +2.3585e+00 +3.0841e+00 -3.9280e+00 +5.1333e+00 +3.4630e+00 +5.6840e-01 -4.9662e-01 -8.4794e-01 +5.1633e-01 +8.8147e-01 -1.5288e-01 +1.6094e-01
164 +5.439154913e+00 +5.439154913e+00 +2.424915491e+01 +2.424915491e+01 -4.9403e-01 -1.5616e+00 +8.8682e-01 +2.3957e+00 +1.3970e+00 -2.5867e+00 +1.3485e+00 +1.3202e+00 +1.9963e+00 +2.7895e+00 -3.3551e+00 +4.5182e+00 +3.3277e+00 +3.6486e-01 -9.7699e-01 -7.1918e-01 -1.6703e-01 +1.0094e+00 -1.7134e+00 +8.3942e-02
177 +5.007260355e+00 +5.007260355e+00 +2.381726036e+01 +2.381726036e+01 -6.7593e-01 -1.4428e+00 +1.2484e+00 +2.1968e+00 +1.4004e+00 -3.3322e+00 +1.6192e+00 +1.7358e+00 +2.2692e+00 +2.3428e+00 -3.9280e+00 +4.9127e+00 +3.5399e+00 +9.2435e-01 -1.0010e+00 -1.5049e+00 -2.5170e-01 +1.3355e+00 -1.2021e+00 +9.6346e-02
232 +4.818643778e+00 +4.818643778e+00 +2.362864378e+01 +2.362864378e+01 +4.4605e-01 -7.3675e-01 +4.5202e-01 +3.4191e+00 +8.1391e-01 -3.3871e+00 +6.8126e-01 +6.1388e-01 +3.1168e+00 +1.9248e+00 -2.0324e+00 +4.0694e+00 +3.7877e+00 +4.4153e-01 -6.7550e-01 -1.0111e+00 -5.8964e-01 +2.0799e+00 +2.1957e-01 +1.1080e+00
253 +4.096887007e+00 +4.096887007e+00 +2.290688701e+01 +2.290688701e+01 +2.9976e-03 -1.0018e+00 -6.4434e-01 +2.4095e+00 +7.6689e-01 -2.8752e+00 +7.0239e-01 +1.4621e+00 +2.4674e+00 +2.0713e+00 -2.3979e+00 +3.2053e+00 +2.8807e+00 +2.9466e-02 -1.0687e+00 -5.7159e-01 +1.1223e-01 +4.3143e-01 +2.2853e-01 +1.2257e+00
665 +3.971867839e+00 +3.971867839e+00 +2.278186784e+01 +2.278186784e+01 -3.4058e-01 -1.3962e+00 -6.0353e-01 +2.4670e+00 +1.2512e+00 -2.7163e+00 +1.7628e-01 +1.4621e+00 +2.1020e+00 +1.9266e+00 -2.6733e+00 +3.0319e+00 +2.0771e+00 +7.7397e-01 -4.0693e-01 -1.2504e+00 -7.8880e-01 +1.0216e+00 +3.5731e-01 +9.7900e-01
884 +3.840475557e+00 +3.840475557e+00 +2.265047556e+01 +2.265047556e+01 -1.4097e-01 -1.6127e+00 -6.1089e-01 +2.7187e+00 +1.8683e+00 -2.8273e+00 +5.5265e-01 +1.0466e+00 +2.0090e+00 +2.7683e+00 -2.6004e+00 +3.3516e+00 +1.8333e+00 +4.5386e-01 -8.5673e-01 -1.0677e+00 -1.1543e+00 +1.3650e+00 +1.1089e+00 +7.6491e-01
951 +3.750150064e+00 +3.750150064e+00 +2.256015006e+01 +2.256015006e+01 -1.3122e-01 -1.5986e+00 -5.6358e-01 +2.6494e+00 +1.8533e+00 -2.8181e+00 +4.3515e-01 +1.1162e+00 +2.0136e+00 +2.6291e+00 -2.7145e+00 +3.4429e+00 +1.9301e+00 +5.6141e-01 -7.2601e-01 -1.0104e+00 -1.4282e+00 +1.1101e+00 +1.0736e+00 +8.4146e-01
1036 +3.582381406e+00 +3.582381406e+00 +2.239238141e+01 +2.239238141e+01 +1.9000e-02 -1.6110e+00 -5.1966e-01 +2.7235e+00 +1.9532e+00 -2.8109e+00 +5.3059e-01 +1.0658e+00 +1.8619e+00 +2.6336e+00 -2.8564e+00 +3.3617e+00 +1.9031e+00 +4.5449e-01 -6.3705e-01 -1.0441e+00 -1.3822e+00 +1.1919e+00 +1.1962e+00 +8.6655e-01
1221 +3.529501651e+00 +3.529501651e+00 +2.233950165e+01 +2.233950165e+01 -7.2751e-02 -1.5329e+00 -4.9800e-01 +2.7180e+00 +1.8954e+00 -2.7469e+00 +5.6362e-01 +1.0767e+00 +1.7736e+00 +2.7202e+00 -2.8753e+00 +3.2889e+00 +1.9770e+00 +5.9072e-01 -5.9053e-01 -1.1152e+00 -1.3408e+00 +1.0770e+00 +1.0637e+00 +8.3514e-01
1249 +3.455797444e+00 +3.455797444e+00 +2.226579744e+01 +2.226579744e+01 -6.1061e-02 -1.5516e+00 -5.0381e-01 +2.7274e+00 +1.9263e+00 -2.6960e+00 +5.5869e-01 +1.0877e+00 +1.7962e+00 +2.6808e+00 -2.8512e+00 +3.3177e+00 +1.9753e+00 +5.5783e-01 -5.4972e-01 -1.1505e+00 -1.3333e+00 +1.1470e+00 +1.0749e+00 +8.5979e-01
