% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1650 +2.752641280e+00 +2.752641280e+00 +7.410264128e+01 +7.410264128e+01 -3.1762e+00 -2.7784e+00 -1.9607e+00 +2.3501e+00 +3.1667e+00 -3.2424e+00 +7.2462e-01 +1.4127e+00 +3.6748e+00 +1.0998e+00 +4.9028e-02 -8.0758e-01 +1.1380e+00 +1.7901e-01 -4.0016e+00 -1.4457e+00 +1.0003e+00 +4.2045e+00 -2.4354e+00 +2.2947e+00
1695 +2.617975793e+00 +2.617975793e+00 +7.396797579e+01 +7.396797579e+01 -3.1665e+00 -2.7812e+00 -1.9507e+00 +2.3587e+00 +3.1656e+00 -3.2383e+00 +7.3122e-01 +1.4136e+00 +3.6650e+00 +1.1001e+00 +4.7669e-02 -8.0613e-01 +1.1371e+00 +1.8247e-01 -3.9936e+00 -1.4459e+00 +1.0042e+00 +4.2035e+00 -2.4505e+00 +2.2968e+00
1709 +2.484371583e+00 +2.484371583e+00 +7.383437158e+01 +7.383437158e+01 -3.1649e+00 -2.7818e+00 -1.9524e+00 +2.3547e+00 +3.1610e+00 -3.2434e+00 +7.2991e-01 +1.4162e+00 +3.6649e+00 +1.1057e+00 +4.8024e-02 -8.1038e-01 +1.1425e+00 +1.7935e-01 -3.9925e+00 -1.4410e+00 +1.0073e+00 +4.2077e+00 -2.4510e+00 +2.2969e+00
1784 +2.443265054e+00 +2.443265054e+00 +7.379326505e+01 +7.379326505e+01 -3.1751e+00 -2.7733e+00 -1.9452e+00 +2.3469e+00 +3.1565e+00 -3.2444e+00 +7.3718e-01 +1.4129e+00 +3.6719e+00 +1.1124e+00 +4.3161e-02 -8.0950e-01 +1.1456e+00 +1.7665e-01 -3.9847e+00 -1.4379e+00 +9.9531e-01 +4.1914e+00 -2.4563e+00 +2.2998e+00
2272 +2.350218788e+00 +2.350218788e+00 +7.370021879e+01 +7.370021879e+01 -3.1750e+00 -2.7879e+00 -1.9269e+00 +2.3352e+00 +3.1536e+00 -3.2589e+00 +7.4045e-01 +1.4215e+00 +3.6853e+00 +1.0890e+00 +6.0611e-02 -8.2694e-01 +1.1457e+00 +1.8517e-01 -3.9664e+00 -1.4573e+00 +1.0112e+00 +4.1767e+00 -2.4611e+00 +2.2934e+00
2353 +2.314618322e+00 +2.314618322e+00 +7.366461832e+01 +7.366461832e+01 -3.1769e+00 -2.7881e+00 -1.9282e+00 +2.3391e+00 +3.1541e+00 -3.2546e+00 +7.3848e-01 +1.4227e+00 +3.6845e+00 +1.0869e+00 +6.0153e-02 -8.2860e-01 +1.1448e+00 +1.8555e-01 -3.9636e+00 -1.4591e+00 +1.0167e+00 +4.1799e+00 -2.4593e+00 +2.2942e+00
2369 +2.269065901e+00 +2.269065901e+00 +7.361906590e+01 +7.361906590e+01 -3.1767e+00 -2.7884e+00 -1.9282e+00 +2.3394e+00 +3.1548e+00 -3.2563e+00 +7.3874e-01 +1.4228e+00 +3.6845e+00 +1.0870e+00 +6.0623e-02 -8.2877e-01 +1.1459e+00 +1.8497e-01 -3.9631e+00 -1.4583e+00 +1.0160e+00 +4.1802e+00 -2.4603e+00 +2.2933e+00
2410 +2.226887036e+00 +2.226887036e+00 +7.357688704e+01 +7.357688704e+01 -3.1776e+00 -2.7892e+00 -1.9279e+00 +2.3370e+00 +3.1577e+00 -3.2579e+00 +7.3583e-01 +1.4225e+00 +3.6857e+00 +1.0855e+00 +6.0704e-02 -8.2638e-01 +1.1458e+00 +1.8467e-01 -3.9639e+00 -1.4618e+00 +1.0163e+00 +4.1784e+00 -2.4612e+00 +2.2940e+00
2692 +2.162014990e+00 +2.162014990e+00 +7.351201499e+01 +7.351201499e+01 -3.1761e+00 -2.7936e+00 -1.9308e+00 +2.3353e+00 +3.1568e+00 -3.2590e+00 +7.3549e-01 +1.4180e+00 +3.6851e+00 +1.0869e+00 +5.8832e-02 -8.2622e-01 +1.1489e+00 +1.8739e-01 -3.9620e+00 -1.4625e+00 +1.0167e+00 +4.1745e+00 -2.4587e+00 +2.2922e+00
2775 +2.137876132e+00 +2.137876132e+00 +7.348787613e+01 +7.348787613e+01 -3.1777e+00 -2.7917e+00 -1.9311e+00 +2.3328e+00 +3.1570e+00 -3.2603e+00 +7.3510e-01 +1.4180e+00 +3.6856e+00 +1.0864e+00 +5.7560e-02 -8.2446e-01 +1.1513e+00 +1.8555e-01 -3.9628e+00 -1.4611e+00 +1.0171e+00 +4.1725e+00 -2.4614e+00 +2.2921e+00
3130 +2.088727837e+00 +2.088727837e+00 +7.343872784e+01 +7.343872784e+01 -3.1757e+00 -2.7947e+00 -1.9324e+00 +2.3339e+00 +3.1576e+00 -3.2613e+00 +7.3488e-01 +1.4193e+00 +3.6840e+00 +1.0854e+00 +5.8951e-02 -8.2464e-01 +1.1500e+00 +1.8883e-01 -3.9619e+00 -1.4635e+00 +1.0178e+00 +4.1739e+00 -2.4621e+00 +2.2937e+00
3538 +2.039416810e+00 +2.039416810e+00 +7.338941681e+01 +7.338941681e+01 -3.1752e+00 -2.7942e+00 -1.9339e+00 +2.3329e+00 +3.1576e+00 -3.2621e+00 +7.3498e-01 +1.4195e+00 +3.6844e+00 +1.0864e+00 +5.8700e-02 -8.2366e-01 +1.1491e+00 +1.8858e-01 -3.9626e+00 -1.4639e+00 +1.0182e+00 +4.1737e+00 -2.4623e+00 +2.2923e+00
4748 +1.991164189e+00 +1.991164189e+00 +7.334116419e+01 +7.334116419e+01 -3.1753e+00 -2.7941e+00 -1.9343e+00 +2.3322e+00 +3.1578e+00 -3.2627e+00 +7.3476e-01 +1.4201e+00 +3.6846e+00 +1.0861e+00 +5.8520e-02 -8.2369e-01 +1.1494e+00 +1.8820e-01 -3.9626e+00 -1.4641e+00 +1.0180e+00 +4.1739e+00 -2.4624e+00 +2.2927e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.508868155e+01 +6.508868155e+01 -2.901313185e+02 -2.901313185e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
12 +5.478339982e+01 +5.478339982e+01 -3.004366002e+02 -3.004366002e+02 -2.3725e+00 -2.9306e+00 -4.4668e-01 +2.5110e+00 -4.6741e-01 +2.1641e+00 -3.0810e+00 +1.3512e+00 +2.1600e+00 -8.8344e-02 +3.9488e-01 +1.9684e+00 -1.5667e+00 -5.0262e-01 -1.4801e+00 +1.3979e+00 -1.1888e+00 +5.3703e-01 -1.3685e-01 -2.7341e+00
19 +5.305494143e+01 +5.305494143e+01 -3.021650586e+02 -3.021650586e+02 +3.0645e-01 -7.2450e-01 +3.0528e-01 +1.6379e+00 -2.3870e+00 +2.8289e+00 -1.7185e+00 +3.5691e-01 -3.1237e-01 -9.6259e-01 -1.0241e+00 +7.6809e-01 -7.5043e-01 +1.3033e+00 -1.6797e+00 +1.4964e+00 -2.5023e+00 -1.0192e+00 -6.3560e-01 +1.6917e+00
29 +2.787493023e+01 +2.787493023e+01 -3.273450698e+02 -3.273450698e+02 +8.3312e-01 -1.5259e+00 +9.4812e-01 +6.7288e-01 -4.0235e+00 +3.7176e+00 -1.1707e+00 +3.8078e-01 -1.0818e+00 -2.9410e+00 -8.0838e-01 -2.9683e-01 +1.8972e-01 +1.9410e+00 -1.4441e+00 +6.4631e-01 -2.2490e+00 -2.4008e-01 -9.6246e-01 +3.5051e+00
571 +2.318102767e+01 +2.318102767e+01 -3.320389723e+02 -3.320389723e+02 -1.1731e+00 -6.9916e-01 -3.8486e+00 +3.0209e+00 -2.6072e+00 +5.3972e+00 +2.7425e+00 +6.1138e+00 +2.6949e+00 -5.1950e+00 +4.1843e+00 +1.9623e+00 +1.9392e+00 +8.4203e+00 -5.4545e+00 -3.7727e+00 -3.0101e+00 -1.0196e+00 +2.5442e+00 +1.4512e+00
671 +2.220397827e+01 +2.220397827e+01 -3.330160217e+02 -3.330160217e+02 -1.4496e+00 +2.2771e-01 -4.1955e+00 +3.1587e+00 -2.1275e+00 +5.8243e+00 +3.1513e+00 +7.0764e+00 +2.5256e+00 -4.6264e+00 +3.4057e+00 +2.5818e+00 +3.1319e+00 +7.1533e+00 -6.4910e+00 -3.9429e+00 -2.0438e+00 -3.7369e-01 +3.4065e+00 +2.0245e+00
712 +2.105663287e+01 +2.105663287e+01 -3.341633671e+02 -3.341633671e+02 -1.9126e+00 -3.3381e-01 -4.2938e+00 +3.5695e+00 -2.3022e+00 +6.5680e+00 +4.0375e+00 +6.4369e+00 +2.1014e+00 -5.2415e+00 +3.0260e+00 +2.7809e+00 +3.5037e+00 +7.4871e+00 -5.8963e+00 -3.9234e+00 -3.5416e+00 -1.5482e+00 +3.2609e+00 +2.1583e+00
726 +2.070958482e+01 +2.070958482e+01 -3.345104152e+02 -3.345104152e+02 -1.6078e+00 -1.6701e-01 -4.1614e+00 +3.9691e+00 -1.9840e+00 +6.3547e+00 +4.2078e+00 +6.5827e+00 +2.6672e+00 -5.6620e+00 +2.9822e+00 +3.0148e+00 +3.2668e+00 +7.2174e+00 -5.9475e+00 -4.2636e+00 -3.5654e+00 -1.4251e+00 +3.3824e+00 +1.8938e+00
1054 +2.021116034e+01 +2.021116034e+01 -3.350088397e+02 -3.350088397e+02 -2.4463e+00 -3.8128e-01 -2.6469e+00 +3.2367e+00 -9.0570e-01 +6.0286e+00 +5.0717e+00 +7.4185e+00 +1.3246e+00 -6.1929e+00 +2.9715e+00 +4.0250e+00 +2.7288e+00 +7.8778e+00 -6.0333e+00 -4.0300e+00 -3.1429e+00 -7.2954e-01 +4.5208e+00 +1.9397e+00
1102 +1.797874068e+01 +1.797874068e+01 -3.372412593e+02 -3.372412593e+02 -2.3092e+00 -3.4552e-01 -2.6475e+00 +3.3178e+00 -5.2509e-01 +6.0802e+00 +5.1356e+00 +7.2997e+00 +1.1024e+00 -6.2854e+00 +2.9873e+00 +3.8829e+00 +2.9311e+00 +7.7605e+00 -5.8825e+00 -4.1355e+00 -2.8920e+00 -5.5022e-01 +4.3924e+00 +1.6359e+00
1121 +1.702914053e+01 +1.702914053e+01 -3.381908595e+02 -3.381908595e+02 -2.3404e+00 -4.0411e-01 -2.5940e+00 +3.3124e+00 -4.4486e-01 +5.9519e+00 +5.0036e+00 +7.1730e+00 +1.2153e+00 -6.1953e+00 +3.1048e+00 +3.9495e+00 +2.7840e+00 +7.7972e+00 -5.9885e+00 -4.2631e+00 -2.7061e+00 -5.8797e-01 +4.4821e+00 +1.7221e+00
1243 +1.609144596e+01 +1.609144596e+01 -3.391285540e+02 -3.391285540e+02 -1.9872e+00 -7.4510e-01 -2.5951e+00 +3.0841e+00 -5.2997e-01 +6.0529e+00 +4.9458e+00 +7.4185e+00 +1.3542e+00 -6.3045e+00 +3.0644e+00 +3.6591e+00 +3.2424e+00 +7.4489e+00 -6.3226e+00 -4.1481e+00 -2.8817e+00 -6.5136e-01 +4.8287e+00 +1.7142e+00
1268 +1.417368938e+01 +1.417368938e+01 -3.410463106e+02 -3.410463106e+02 -2.0856e+00 -5.4020e-01 -2.5718e+00 +3.1145e+00 -6.4281e-01 +6.1593e+00 +5.0977e+00 +7.4029e+00 +1.1887e+00 -6.2416e+00 +3.0366e+00 +3.8807e+00 +3.0455e+00 +7.3800e+00 -6.1734e+00 -4.0481e+00 -2.8223e+00 -6.3623e-01 +4.8763e+00 +1.7013e+00
1311 +1.408838496e+01 +1.408838496e+01 -3.411316150e+02 -3.411316150e+02 -2.0670e+00 -7.0956e-01 -2.6714e+00 +3.0183e+00 -6.0216e-01 +6.1962e+00 +4.9527e+00 +7.2671e+00 +1.3230e+00 -6.1639e+00 +3.0211e+00 +3.7820e+00 +3.0805e+00 +7.3960e+00 -6.0869e+00 -3.9691e+00 -2.8376e+00 -5.5541e-01 +5.0586e+00 +1.5085e+00
1327 +1.361677557e+01 +1.361677557e+01 -3.416032244e+02 -3.416032244e+02 -1.9960e+00 -7.2757e-01 -2.7635e+00 +3.1659e+00 -5.3798e-01 +6.2707e+00 +5.0544e+00 +7.3550e+00 +1.3335e+00 -6.0556e+00 +2.9617e+00 +3.6597e+00 +3.1770e+00 +7.3300e+00 -6.0268e+00 -3.9988e+00 -2.8566e+00 -4.8630e-01 +5.0345e+00 +1.4863e+00
1355 +1.346306342e+01 +1.346306342e+01 -3.417569366e+02 -3.417569366e+02 -2.0144e+00 -6.6343e-01 -2.7643e+00 +3.2073e+00 -5.6393e-01 +6.1653e+00 +5.1347e+00 +7.3078e+00 +1.3239e+00 -6.1344e+00 +3.0937e+00 +3.5828e+00 +3.2127e+00 +7.2584e+00 -5.9006e+00 -4.0681e+00 -2.8057e+00 -4.8305e-01 +4.9643e+00 +1.4885e+00
1378 +1.302335210e+01 +1.302335210e+01 -3.421966479e+02 -3.421966479e+02 -2.0273e+00 -7.0063e-01 -2.7698e+00 +3.1204e+00 -5.2820e-01 +6.1580e+00 +5.0374e+00 +7.1881e+00 +1.4245e+00 -6.2242e+00 +3.0661e+00 +3.4470e+00 +3.1452e+00 +7.1892e+00 -5.8940e+00 -4.0396e+00 -2.8228e+00 -4.4732e-01 +5.0210e+00 +1.6037e+00
1413 +1.287106516e+01 +1.287106516e+01 -3.423489348e+02 -3.423489348e+02 -2.0901e+00 -7.0844e-01 -2.7081e+00 +3.1455e+00 -6.0589e-01 +6.2536e+00 +5.0575e+00 +7.2054e+00 +1.3503e+00 -6.1729e+00 +2.9171e+00 +3.4888e+00 +2.9434e+00 +7.1469e+00 -5.9853e+00 -4.0231e+00 -2.7665e+00 -4.5227e-01 +4.8617e+00 +1.5786e+00
1419 +1.198524349e+01 +1.198524349e+01 -3.432347565e+02 -3.432347565e+02 -2.0331e+00 -7.3061e-01 -2.7017e+00 +3.1754e+00 -6.2113e-01 +6.2470e+00 +4.9980e+00 +7.2405e+00 +1.3423e+00 -6.1643e+00 +2.9682e+00 +3.3920e+00 +3.0481e+00 +7.2205e+00 -5.9970e+00 -3.9528e+00 -2.7429e+00 -5.0762e-01 +4.8824e+00 +1.6373e+00
1427 +1.110922874e+01 +1.110922874e+01 -3.441107713e+02 -3.441107713e+02 -2.0130e+00 -6.8396e-01 -2.7066e+00 +3.1467e+00 -5.7764e-01 +6.2136e+00 +4.9863e+00 +7.2588e+00 +1.3413e+00 -6.1891e+00 +3.0165e+00 +3.4147e+00 +3.0282e+00 +7.1140e+00 -6.0068e+00 -3.9704e+00 -2.7396e+00 -4.3639e-01 +4.9254e+00 +1.6691e+00
1438 +1.038195225e+01 +1.038195225e+01 -3.448380478e+02 -3.448380478e+02 -2.0032e+00 -6.3332e-01 -2.7038e+00 +3.1391e+00 -5.7278e-01 +6.1879e+00 +5.0132e+00 +7.2845e+00 +1.3374e+00 -6.1594e+00 +3.0262e+00 +3.4165e+00 +3.0389e+00 +7.1518e+00 -6.0597e+00 -3.9977e+00 -2.7525e+00 -4.3969e-01 +4.9069e+00 +1.6746e+00
1595 +1.022248878e+01 +1.022248878e+01 -3.449975112e+02 -3.449975112e+02 -2.0268e+00 -6.4632e-01 -2.7635e+00 +3.0919e+00 -5.6917e-01 +6.2810e+00 +5.1261e+00 +7.2654e+00 +1.3842e+00 -6.1366e+00 +3.0668e+00 +3.4629e+00 +2.9787e+00 +7.1392e+00 -6.0691e+00 -3.9167e+00 -2.7271e+00 -3.6668e-01 +4.9521e+00 +1.5977e+00
1702 +9.903920174e+00 +9.903920174e+00 -3.453160798e+02 -3.453160798e+02 -1.9814e+00 -6.9708e-01 -2.7372e+00 +3.1137e+00 -5.7777e-01 +6.3081e+00 +5.1230e+00 +7.2453e+00 +1.3785e+00 -6.0905e+00 +3.0995e+00 +3.4435e+00 +2.9704e+00 +7.0703e+00 -6.0828e+00 -3.8846e+00 -2.7267e+00 -3.7655e-01 +4.9677e+00 +1.6081e+00
