% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1002233 +1.436521190e+01 +1.436521190e+01 -2.574788096e+00 -2.574788096e+00 +1.6647e+00 -5.5280e-01 -1.7159e+00 +6.7740e-01 +4.6397e+00 -1.9500e-01 +3.3785e+00 -3.8710e+00 +2.1244e-01 -2.6757e+00 +5.3325e+00 -2.1837e+00 -1.0163e+00 -2.3823e-01 +2.9156e+00 -4.2324e-01 +1.0983e+00 +1.0858e-01 +2.3351e+00 +2.8976e+00
1002363 +1.290724994e+01 +1.290724994e+01 -4.032750057e+00 -4.032750057e+00 +1.6943e+00 -5.0001e-01 -1.7163e+00 +6.7675e-01 +4.6029e+00 -3.4412e-01 +3.5602e+00 -3.9311e+00 +1.8460e-01 -2.6131e+00 +5.2468e+00 -2.1529e+00 -8.6249e-01 -1.7773e-01 +2.8775e+00 -4.7642e-01 +1.1258e+00 +2.6154e-01 +2.4556e+00 +2.9631e+00
1002366 +1.274793174e+01 +1.274793174e+01 -4.192068256e+00 -4.192068256e+00 +1.6787e+00 -4.6983e-01 -1.7291e+00 +7.4257e-01 +4.6072e+00 -3.4166e-01 +3.5633e+00 -3.9742e+00 +2.1208e-01 -2.6275e+00 +5.1618e+00 -2.1655e+00 -7.9440e-01 -1.6433e-01 +2.8989e+00 -5.1789e-01 +1.1483e+00 +2.7332e-01 +2.5179e+00 +2.9193e+00
1002887 +1.248482100e+01 +1.248482100e+01 -4.455179004e+00 -4.455179004e+00 +1.5969e+00 -4.8752e-01 -1.7917e+00 +9.0668e-01 +4.6565e+00 -5.0257e-01 +3.7209e+00 -4.1294e+00 +4.9794e-01 -2.6257e+00 +5.0474e+00 -2.0058e+00 -8.4171e-01 -2.0578e-01 +2.9734e+00 -6.8362e-01 +1.3699e+00 +3.1202e-01 +2.4841e+00 +2.8856e+00
1002917 +1.221543259e+01 +1.221543259e+01 -4.724567409e+00 -4.724567409e+00 +1.5903e+00 -4.8394e-01 -1.7932e+00 +9.0845e-01 +4.6604e+00 -5.0436e-01 +3.7046e+00 -4.1230e+00 +4.8715e-01 -2.6205e+00 +5.0544e+00 -2.0096e+00 -8.5649e-01 -1.9229e-01 +2.9791e+00 -6.9218e-01 +1.3755e+00 +3.0121e-01 +2.4769e+00 +2.9056e+00
1003144 +1.199001292e+01 +1.199001292e+01 -4.949987085e+00 -4.949987085e+00 +1.5747e+00 -4.8229e-01 -1.8073e+00 +9.1816e-01 +4.6655e+00 -4.9534e-01 +3.7018e+00 -4.1426e+00 +4.9490e-01 -2.5979e+00 +5.0527e+00 -1.9451e+00 -8.7296e-01 -1.9378e-01 +2.9326e+00 -6.6631e-01 +1.3662e+00 +3.3208e-01 +2.4486e+00 +2.9110e+00
1003397 +1.174021799e+01 +1.174021799e+01 -5.199782009e+00 -5.199782009e+00 +1.5555e+00 -4.6826e-01 -1.8076e+00 +9.3145e-01 +4.6766e+00 -4.9251e-01 +3.6788e+00 -4.1535e+00 +4.6769e-01 -2.5644e+00 +5.0564e+00 -1.9583e+00 -8.5471e-01 -1.7868e-01 +2.9259e+00 -6.8292e-01 +1.3783e+00 +3.1332e-01 +2.4622e+00 +2.9009e+00
1004464 +1.147829809e+01 +1.147829809e+01 -5.461701912e+00 -5.461701912e+00 +1.5160e+00 -4.8403e-01 -1.7974e+00 +9.4904e-01 +4.6876e+00 -4.8114e-01 +3.6706e+00 -4.1521e+00 +4.7080e-01 -2.6208e+00 +5.0295e+00 -1.9573e+00 -8.6857e-01 -1.7428e-01 +2.9366e+00 -6.8918e-01 +1.3814e+00 +3.1531e-01 +2.4576e+00 +2.9096e+00
1390331 +1.066978183e+01 +1.066978183e+01 -6.270218171e+00 -6.270218171e+00 +7.5789e-01 +2.6477e+00 -2.2571e+00 +2.7975e+00 +3.5656e+00 -1.3875e+00 +1.3353e+00 -3.3504e+00 -1.2429e+00 -1.1167e+00 +4.3038e+00 +2.2354e-03 -2.8774e+00 -1.2207e+00 +2.4874e+00 +3.2755e+00 +4.2707e+00 +1.0409e+00 -9.8659e-01 -9.1411e-01
1390360 +9.355533361e+00 +9.355533361e+00 -7.584466639e+00 -7.584466639e+00 +9.1700e-01 +3.1702e+00 -1.7296e+00 +2.0271e+00 +3.3210e+00 -9.7953e-01 +1.0497e+00 -2.8129e+00 -7.3823e-01 -1.3580e+00 +4.4248e+00 -4.6881e-01 -2.6651e+00 -7.7565e-01 +2.5091e+00 +2.5539e+00 +4.0522e+00 +7.8002e-01 -5.9974e-01 -6.5027e-01
1390442 +8.641444071e+00 +8.641444071e+00 -8.298555929e+00 -8.298555929e+00 +7.7014e-01 +3.4062e+00 -1.7501e+00 +1.4162e+00 +3.6270e+00 -2.0948e+00 +1.0210e+00 -2.6976e+00 -9.3559e-01 -7.6991e-01 +4.4057e+00 +7.8585e-02 -3.9784e+00 -6.5753e-01 +2.3682e+00 +2.4928e+00 +4.3525e+00 +8.0117e-01 -4.1444e-01 -3.8419e-01
1390590 +8.311213461e+00 +8.311213461e+00 -8.628786539e+00 -8.628786539e+00 +6.3160e-01 +2.8257e+00 -1.9341e+00 +1.6560e+00 +3.7922e+00 -1.7988e+00 +1.7087e+00 -2.8574e+00 -9.8766e-01 -6.8789e-01 +4.8920e+00 -2.2823e-01 -3.2779e+00 -5.3825e-01 +2.2075e+00 +2.3940e+00 +3.8635e+00 +6.9297e-01 -2.7322e-01 -6.9360e-01
1390602 +7.903117402e+00 +7.903117402e+00 -9.036882598e+00 -9.036882598e+00 +5.9788e-01 +2.9182e+00 -1.8390e+00 +1.6454e+00 +4.0376e+00 -1.7825e+00 +1.5955e+00 -2.8592e+00 -8.8241e-01 -7.4145e-01 +4.6364e+00 -1.9316e-02 -3.2682e+00 -5.8925e-01 +2.2338e+00 +2.4874e+00 +3.8794e+00 +6.0453e-01 -4.1834e-01 -7.3028e-01
1390625 +7.253405918e+00 +7.253405918e+00 -9.686594082e+00 -9.686594082e+00 +7.5431e-01 +2.7386e+00 -1.8946e+00 +1.9710e+00 +4.1970e+00 -1.5534e+00 +1.2173e+00 -2.8471e+00 -8.0424e-01 -1.0529e+00 +4.4879e+00 -2.0616e-01 -2.6525e+00 -7.7216e-01 +2.2855e+00 +2.1413e+00 +3.9111e+00 +8.0737e-01 -3.9098e-01 -6.7110e-01
1390629 +6.997539440e+00 +6.997539440e+00 -9.942460560e+00 -9.942460560e+00 +7.2990e-01 +2.6472e+00 -1.8869e+00 +1.9746e+00 +4.1920e+00 -1.5434e+00 +1.1561e+00 -2.9116e+00 -8.6581e-01 -9.1533e-01 +4.4302e+00 +2.0865e-03 -2.4877e+00 -9.9874e-01 +2.1805e+00 +2.1018e+00 +3.7484e+00 +8.8428e-01 -4.4824e-01 -6.2845e-01
1390637 +6.902397392e+00 +6.902397392e+00 -1.003760261e+01 -1.003760261e+01 +7.2640e-01 +2.6509e+00 -1.6535e+00 +2.1789e+00 +4.3203e+00 -1.5456e+00 +1.2090e+00 -2.9724e+00 -8.1376e-01 -8.7380e-01 +4.3403e+00 +9.8556e-02 -2.4535e+00 -1.0512e+00 +2.0696e+00 +2.1446e+00 +3.6426e+00 +9.7182e-01 -4.3766e-01 -5.3518e-01
1390654 +5.561893526e+00 +5.561893526e+00 -1.137810647e+01 -1.137810647e+01 +6.4156e-01 +2.6057e+00 -1.5422e+00 +2.3849e+00 +4.2229e+00 -1.4090e+00 +1.5007e+00 -3.2086e+00 -8.6223e-01 -9.8918e-01 +4.3845e+00 +2.5510e-01 -2.3633e+00 -1.0185e+00 +2.0264e+00 +2.0195e+00 +3.4133e+00 +1.0456e+00 -3.5350e-01 -5.0860e-01
1391769 +5.155941555e+00 +5.155941555e+00 -1.178405844e+01 -1.178405844e+01 +9.1591e-01 +1.5129e+00 -1.8056e+00 +2.4598e+00 +4.3074e+00 -1.2152e+00 +6.7056e-01 -1.9419e+00 -8.9329e-01 -1.1843e+00 +3.8885e+00 -9.2472e-01 -2.9724e+00 -1.7870e+00 +2.1725e+00 +2.6605e+00 +3.6541e+00 +5.0835e-01 -1.2851e-01 -3.0765e-01
1391779 +5.073661600e+00 +5.073661600e+00 -1.186633840e+01 -1.186633840e+01 +8.9134e-01 +1.5076e+00 -1.8044e+00 +2.4385e+00 +4.3041e+00 -1.2276e+00 +6.6243e-01 -1.9322e+00 -8.7524e-01 -1.1755e+00 +3.8787e+00 -8.5847e-01 -2.9991e+00 -1.7789e+00 +2.2054e+00 +2.6494e+00 +3.6510e+00 +4.9005e-01 -1.0194e-01 -2.8235e-01
1391967 +4.974999255e+00 +4.974999255e+00 -1.196500075e+01 -1.196500075e+01 +9.0199e-01 +1.4520e+00 -1.8092e+00 +2.5402e+00 +4.2760e+00 -1.1992e+00 +7.0594e-01 -1.9406e+00 -9.5428e-01 -1.1505e+00 +3.9786e+00 -9.2815e-01 -3.0116e+00 -1.7445e+00 +2.1495e+00 +2.6470e+00 +3.6712e+00 +4.7363e-01 -1.3065e-01 -2.3970e-01
1392348 +4.858331031e+00 +4.858331031e+00 -1.208166897e+01 -1.208166897e+01 +8.9857e-01 +1.4702e+00 -1.7786e+00 +2.5189e+00 +4.2494e+00 -1.2225e+00 +6.8966e-01 -1.9648e+00 -9.9239e-01 -1.1317e+00 +4.0009e+00 -9.3151e-01 -2.9855e+00 -1.7165e+00 +2.1503e+00 +2.6574e+00 +3.6907e+00 +4.6922e-01 -1.1522e-01 -2.5911e-01
1392485 +4.751714041e+00 +4.751714041e+00 -1.218828596e+01 -1.218828596e+01 +8.9957e-01 +1.4672e+00 -1.7703e+00 +2.5194e+00 +4.2527e+00 -1.2174e+00 +6.7799e-01 -1.9573e+00 -9.8987e-01 -1.1359e+00 +3.9918e+00 -9.2175e-01 -2.9953e+00 -1.7210e+00 +2.1523e+00 +2.6553e+00 +3.6922e+00 +4.6714e-01 -1.1789e-01 -2.5332e-01
1392819 +4.671298339e+00 +4.671298339e+00 -1.226870166e+01 -1.226870166e+01 +9.0160e-01 +1.4643e+00 -1.7781e+00 +2.5267e+00 +4.2482e+00 -1.2169e+00 +6.8656e-01 -1.9560e+00 -9.9641e-01 -1.1394e+00 +3.9894e+00 -9.2663e-01 -3.0058e+00 -1.7194e+00 +2.1583e+00 +2.6533e+00 +3.6887e+00 +4.5696e-01 -1.2162e-01 -2.5130e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.562307111e+01 +5.562307111e+01 +7.443307111e+01 +7.443307111e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
20 +5.039338151e+01 +5.039338151e+01 +6.920338151e+01 +6.920338151e+01 -1.4253e+00 -6.8551e-01 -1.2553e+00 +3.4609e-01 +2.9503e+00 -4.1204e-01 +7.7133e-01 -3.0219e-02 +2.0489e+00 +1.9241e+00 +1.6482e+00 -6.0094e-01 -9.6117e-01 +1.0727e+00 -6.5703e-01 -5.3227e-01 +3.5745e-01 +4.3199e-01 +1.0015e+00 +2.1760e+00
