% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
478 +3.843282828e+01 +3.843282828e+01 -9.615671717e+02 -9.615671717e+02 +2.4127e+00 -2.3738e+00 +2.2240e+00 -2.1335e+00 +2.7188e+00 +6.7803e-03 +2.6413e+00 -4.6836e-01 -5.9400e-01 +6.7363e-01 +8.9122e-01 +3.7705e-02 +2.3756e-01 +3.2465e+00 +4.3464e+00 -1.0174e+00 +1.7810e-01 +3.1420e+00 +2.5420e+00 +9.7189e-01
481 +3.792175322e+01 +3.792175322e+01 -9.620782468e+02 -9.620782468e+02 +2.3683e+00 -2.5531e+00 +2.1646e+00 -2.3224e+00 +3.1259e+00 -3.3558e-02 +2.7294e+00 -2.9445e-01 -5.2798e-01 +9.9215e-01 +1.1401e+00 +2.7021e-01 +4.4445e-02 +3.1186e+00 +4.3602e+00 -1.0405e+00 +6.2978e-01 +3.2976e+00 +3.2023e+00 +7.2339e-01
496 +3.705977311e+01 +3.705977311e+01 -9.629402269e+02 -9.629402269e+02 +2.3887e+00 -3.0417e+00 +1.8822e+00 -2.0546e+00 +2.9030e+00 -3.0849e-01 +2.5451e+00 -4.2925e-01 -1.0172e+00 +1.1333e+00 +1.1617e+00 +5.5938e-01 +8.9592e-03 +3.3462e+00 +3.6256e+00 -8.9561e-01 +1.0065e+00 +2.9419e+00 +3.4473e+00 +1.0155e+00
519 +3.611605279e+01 +3.611605279e+01 -9.638839472e+02 -9.638839472e+02 +2.7245e+00 -2.5909e+00 +2.1570e+00 -1.6690e+00 +2.4159e+00 -7.2766e-01 +3.0351e+00 -2.1078e-01 -7.4005e-01 +9.5235e-01 +1.1374e+00 +9.7903e-01 -4.0072e-02 +3.1649e+00 +3.4661e+00 -8.6342e-01 +8.7707e-01 +2.8377e+00 +3.3579e+00 +9.7086e-01
544 +3.524506484e+01 +3.524506484e+01 -9.647549352e+02 -9.647549352e+02 +2.4085e+00 -2.6746e+00 +2.8934e+00 -1.8429e+00 +2.6120e+00 -5.5805e-01 +2.9571e+00 -4.3025e-01 -6.8502e-01 +8.8581e-01 +8.8041e-01 +9.5804e-01 -6.9699e-01 +3.2047e+00 +3.8901e+00 -1.1222e+00 +6.9003e-01 +2.6391e+00 +2.9879e+00 +1.0430e+00
570 +3.412379062e+01 +3.412379062e+01 -9.658762094e+02 -9.658762094e+02 +2.7728e+00 -2.5307e+00 +3.0448e+00 -2.0793e+00 +2.6131e+00 -4.9476e-01 +3.1072e+00 -6.7208e-01 -4.7736e-01 +1.4890e+00 +8.3716e-01 +1.1001e+00 -6.0621e-01 +3.0985e+00 +4.0521e+00 -1.1076e+00 +5.2087e-01 +2.6754e+00 +3.1167e+00 +9.6624e-01
589 +3.345607121e+01 +3.345607121e+01 -9.665439288e+02 -9.665439288e+02 +2.9645e+00 -2.4490e+00 +3.2442e+00 -2.0271e+00 +2.4694e+00 -5.3462e-01 +3.0704e+00 -4.4274e-01 -2.2671e-01 +1.4750e+00 +1.2618e+00 +9.2267e-01 -4.4224e-01 +3.0578e+00 +3.7534e+00 -7.6796e-01 +8.9730e-01 +2.7379e+00 +3.0922e+00 +6.1822e-01
594 +3.290946227e+01 +3.290946227e+01 -9.670905377e+02 -9.670905377e+02 +2.7445e+00 -2.2868e+00 +3.3377e+00 -2.3390e+00 +2.5989e+00 -6.5256e-01 +3.3359e+00 -2.6906e-01 -1.7166e-01 +1.4470e+00 +1.1840e+00 +8.8728e-01 -3.4723e-01 +3.0564e+00 +3.6933e+00 -7.4827e-01 +9.7917e-01 +2.6912e+00 +3.3585e+00 +8.1393e-01
675 +3.220087316e+01 +3.220087316e+01 -9.677991268e+02 -9.677991268e+02 +2.9006e+00 -2.1589e+00 +3.3201e+00 -1.7553e+00 +2.4341e+00 -4.8709e-01 +3.8536e+00 -4.8772e-01 +2.5865e-02 +1.5459e+00 +8.8403e-01 +8.0059e-01 +1.3085e-01 +3.1005e+00 +4.0645e+00 -1.2215e+00 +1.0400e+00 +2.9991e+00 +3.4893e+00 +7.3433e-01
767 +3.158047226e+01 +3.158047226e+01 -9.684195277e+02 -9.684195277e+02 +2.9236e+00 -2.2373e+00 +3.0858e+00 -1.9675e+00 +2.6644e+00 -5.4957e-01 +3.6838e+00 -3.1465e-01 -2.4174e-01 +1.6094e+00 +1.0857e+00 +6.1988e-01 +3.0422e-01 +3.3507e+00 +4.1193e+00 -9.7669e-01 +8.0691e-01 +3.1242e+00 +3.4602e+00 +8.5435e-01
883 +3.089253876e+01 +3.089253876e+01 -9.691074612e+02 -9.691074612e+02 +2.8204e+00 -2.2216e+00 +3.1626e+00 -1.9618e+00 +2.6645e+00 -4.4381e-01 +4.1929e+00 -5.2731e-01 -1.8622e-02 +1.8304e+00 +1.3423e+00 +2.6525e-01 +2.1588e-01 +3.3822e+00 +4.0289e+00 -1.1263e+00 +9.0399e-01 +2.8551e+00 +3.3805e+00 +7.7739e-01
1295 +3.019941202e+01 +3.019941202e+01 -9.698005880e+02 -9.698005880e+02 +2.8809e+00 -2.4771e+00 +3.1718e+00 -1.7525e+00 +2.8516e+00 -6.1625e-01 +4.3282e+00 -6.7988e-01 -2.4160e-01 +2.4218e+00 +1.1639e+00 +2.2401e-01 +1.7833e-01 +3.4826e+00 +3.6519e+00 -1.1597e+00 +7.5118e-01 +2.5744e+00 +3.5761e+00 +1.0462e+00
445465 +2.901055645e+01 +2.901055645e+01 -9.709894435e+02 -9.709894435e+02 -2.5477e+00 +3.1449e+00 +3.7185e+00 -2.5546e+00 +4.4692e+00 +4.8037e+00 -3.7600e+00 +1.0215e+00 -6.0214e-01 -7.5685e-01 -1.5029e+00 -2.9803e+00 -3.4190e+00 +3.3523e+00 -3.1531e+00 -8.9283e-01 +8.7031e-02 -1.7563e+00 -1.0159e+00 +4.1704e+00
445477 +2.659573212e+01 +2.659573212e+01 -9.734042679e+02 -9.734042679e+02 -3.6994e+00 +2.8085e+00 +4.1161e+00 -2.7018e+00 +4.4282e+00 +5.3190e+00 -3.4884e+00 +7.2536e-01 -8.6213e-01 +7.4505e-02 -1.3730e+00 -3.7649e+00 -2.7373e+00 +4.0951e+00 -2.7681e+00 -6.2548e-01 +1.6853e-01 -2.1985e+00 -9.8107e-01 +3.2741e+00
445480 +2.561037747e+01 +2.561037747e+01 -9.743896225e+02 -9.743896225e+02 -2.9548e+00 +2.9426e+00 +4.0917e+00 -2.4882e+00 +4.8463e+00 +4.8521e+00 -4.1039e+00 +7.3674e-01 -8.8925e-01 -2.0750e-01 -9.2245e-01 -3.3422e+00 -3.3057e+00 +2.7314e+00 -3.3010e+00 -6.4642e-01 -6.5239e-01 -2.2112e+00 -7.7853e-01 +4.2534e+00
445497 +2.400505460e+01 +2.400505460e+01 -9.759949454e+02 -9.759949454e+02 -3.1197e+00 +2.3263e+00 +3.9072e+00 -2.7550e+00 +4.6828e+00 +4.9082e+00 -3.6517e+00 +5.2168e-01 -1.4325e+00 +8.9610e-01 -1.1113e+00 -3.0078e+00 -3.4691e+00 +3.4886e+00 -3.4813e+00 -2.3457e-01 -9.2468e-01 -2.8301e+00 -4.0951e-01 +4.7063e+00
445524 +2.268872045e+01 +2.268872045e+01 -9.773112796e+02 -9.773112796e+02 -3.3574e+00 +2.5937e+00 +2.9167e+00 -2.9159e+00 +3.4819e+00 +5.0330e+00 -3.4464e+00 -2.7325e-01 -1.6516e+00 +6.9795e-01 -1.5025e+00 -3.0192e+00 -3.1494e+00 +3.7955e+00 -3.2111e+00 -1.7801e-01 +2.1249e-01 -1.8853e+00 -7.1314e-01 +4.6607e+00
445557 +2.225137057e+01 +2.225137057e+01 -9.777486294e+02 -9.777486294e+02 -3.4170e+00 +2.6185e+00 +3.1784e+00 -2.8486e+00 +4.1689e+00 +3.9539e+00 -3.2562e+00 +2.1557e-01 -1.8581e+00 +1.1842e+00 -1.1971e+00 -3.4305e+00 -3.7259e+00 +3.7856e+00 -3.3564e+00 -1.2643e-01 -3.6795e-02 -1.6671e+00 -5.9884e-01 +4.9035e+00
445566 +2.130594547e+01 +2.130594547e+01 -9.786940545e+02 -9.786940545e+02 -3.5081e+00 +2.4791e+00 +2.8641e+00 -3.4340e+00 +3.5699e+00 +4.5584e+00 -3.4743e+00 +3.4440e-01 -1.2598e+00 +1.3174e+00 -1.7209e+00 -2.8733e+00 -4.4745e+00 +3.3765e+00 -3.5277e+00 -4.4230e-02 +8.3780e-01 -1.3333e+00 -1.2447e+00 +4.4039e+00
445570 +2.038365291e+01 +2.038365291e+01 -9.796163471e+02 -9.796163471e+02 -3.8777e+00 +3.1167e+00 +3.0976e+00 -3.5180e+00 +3.3873e+00 +4.4995e+00 -3.6012e+00 -6.6653e-02 -1.4031e+00 +1.1615e+00 -1.3483e+00 -2.6126e+00 -4.2039e+00 +3.1943e+00 -3.3827e+00 +8.7805e-02 +1.7556e-01 -1.6677e+00 -1.0932e+00 +4.5614e+00
445597 +1.919442330e+01 +1.919442330e+01 -9.808055767e+02 -9.808055767e+02 -4.0986e+00 +2.7580e+00 +3.7679e+00 -3.3570e+00 +3.6391e+00 +4.3328e+00 -3.5756e+00 +2.3215e-01 -1.3142e+00 +1.0036e+00 -1.4872e+00 -3.0157e+00 -3.7725e+00 +2.9771e+00 -3.1141e+00 -1.6680e-01 +1.9762e-01 -1.6561e+00 -8.2370e-01 +4.0847e+00
445617 +1.895299371e+01 +1.895299371e+01 -9.810470063e+02 -9.810470063e+02 -4.0125e+00 +2.6088e+00 +3.7069e+00 -3.4755e+00 +3.8287e+00 +4.3017e+00 -3.4276e+00 +5.2765e-01 -1.5523e+00 +4.9382e-01 -1.0996e+00 -3.0361e+00 -4.0711e+00 +3.0166e+00 -3.0797e+00 -1.0894e-01 +4.9209e-01 -1.7662e+00 -1.0563e+00 +4.4830e+00
445649 +1.847240947e+01 +1.847240947e+01 -9.815275905e+02 -9.815275905e+02 -3.9901e+00 +2.7982e+00 +3.8296e+00 -3.3654e+00 +3.3691e+00 +4.1533e+00 -3.7883e+00 -5.0384e-02 -1.5399e+00 +8.5415e-01 -7.6830e-01 -3.1812e+00 -4.1773e+00 +3.0246e+00 -3.3583e+00 +2.9197e-01 +5.1549e-01 -1.5485e+00 -1.4555e+00 +4.2255e+00
445655 +1.818829653e+01 +1.818829653e+01 -9.818117035e+02 -9.818117035e+02 -3.8944e+00 +2.8670e+00 +3.8121e+00 -3.3938e+00 +3.5733e+00 +4.1577e+00 -3.7283e+00 -1.7685e-02 -1.5376e+00 +7.5919e-01 -8.5451e-01 -3.2386e+00 -4.4420e+00 +2.9522e+00 -3.1838e+00 +3.6701e-01 +5.6653e-01 -1.4595e+00 -1.4359e+00 +3.9924e+00
445663 +1.743990536e+01 +1.743990536e+01 -9.825600946e+02 -9.825600946e+02 -3.6869e+00 +2.4286e+00 +3.6416e+00 -3.0882e+00 +3.6321e+00 +4.1831e+00 -3.6389e+00 -3.8546e-01 -1.4386e+00 +8.1216e-01 -9.9730e-01 -3.0721e+00 -4.0334e+00 +2.9941e+00 -3.2694e+00 +3.2977e-01 +6.4943e-01 -1.4114e+00 -1.5094e+00 +4.1921e+00
445682 +1.716617017e+01 +1.716617017e+01 -9.828338298e+02 -9.828338298e+02 -3.8472e+00 +2.5996e+00 +3.9820e+00 -3.3463e+00 +3.9178e+00 +4.2812e+00 -3.4789e+00 -5.0787e-01 -1.5020e+00 +8.8123e-01 -1.1505e+00 -3.1590e+00 -4.3858e+00 +2.8383e+00 -3.0450e+00 +2.3722e-01 +4.7844e-01 -1.3435e+00 -1.7715e+00 +4.1048e+00
445688 +1.668801747e+01 +1.668801747e+01 -9.833119825e+02 -9.833119825e+02 -3.8547e+00 +2.5441e+00 +3.8641e+00 -3.3251e+00 +4.0776e+00 +4.4040e+00 -3.2556e+00 -4.0515e-01 -1.4958e+00 +1.0258e+00 -1.1156e+00 -3.0095e+00 -4.3827e+00 +2.7405e+00 -3.1032e+00 +4.5925e-01 +2.2306e-01 -1.5239e+00 -1.7851e+00 +4.0050e+00
445695 +1.609398198e+01 +1.609398198e+01 -9.839060180e+02 -9.839060180e+02 -3.8652e+00 +2.6399e+00 +3.7507e+00 -3.3358e+00 +4.1741e+00 +4.3035e+00 -3.4452e+00 -2.5254e-01 -1.4192e+00 +9.2754e-01 -1.1270e+00 -2.9211e+00 -4.1404e+00 +2.5237e+00 -3.1423e+00 +4.6444e-01 +2.7034e-01 -1.6920e+00 -1.8581e+00 +4.0450e+00
445724 +1.579295514e+01 +1.579295514e+01 -9.842070449e+02 -9.842070449e+02 -3.6241e+00 +2.4757e+00 +3.8819e+00 -3.5457e+00 +4.1179e+00 +4.4287e+00 -3.5122e+00 -2.8264e-01 -1.4486e+00 +9.2536e-01 -1.0311e+00 -2.9733e+00 -3.9395e+00 +2.6380e+00 -3.3132e+00 +5.5091e-01 +1.9493e-01 -1.6263e+00 -1.6796e+00 +4.1237e+00
445774 +1.548308094e+01 +1.548308094e+01 -9.845169191e+02 -9.845169191e+02 -3.6950e+00 +2.4469e+00 +4.3581e+00 -3.3063e+00 +4.2698e+00 +4.5946e+00 -3.6992e+00 -3.6760e-01 -1.4954e+00 +1.1902e+00 -1.1908e+00 -3.0123e+00 -3.6515e+00 +3.0401e+00 -2.8505e+00 +8.0506e-01 +4.3566e-01 -2.1889e+00 -1.5619e+00 +4.2739e+00
445904 +1.510576711e+01 +1.510576711e+01 -9.848942329e+02 -9.848942329e+02 -3.5987e+00 +2.3937e+00 +3.9854e+00 -3.3367e+00 +4.6170e+00 +4.4076e+00 -3.8076e+00 -1.3355e-01 -1.2570e+00 +1.1234e+00 -1.0722e+00 -3.2980e+00 -3.7068e+00 +2.6135e+00 -3.0516e+00 +6.9163e-01 +2.5371e-01 -2.0086e+00 -1.5702e+00 +3.8677e+00
446001 +1.476940408e+01 +1.476940408e+01 -9.852305959e+02 -9.852305959e+02 -3.4966e+00 +2.4540e+00 +3.8958e+00 -3.3732e+00 +4.6085e+00 +4.6444e+00 -4.0012e+00 -1.1505e-01 -1.3889e+00 +1.1570e+00 -1.1285e+00 -3.0115e+00 -3.8538e+00 +2.7974e+00 -2.9428e+00 +7.7085e-01 +4.5978e-01 -2.0119e+00 -1.5421e+00 +4.1081e+00
1445557 +1.224736007e+01 +1.224736007e+01 -9.877526399e+02 -9.877526399e+02 -4.2407e+00 -3.1469e+00 +1.2292e+00 -6.1640e+00 +2.7469e-01 -2.6364e+00 -1.7489e-01 -4.1675e+00 +2.1650e+00 +3.2702e+00 +4.2257e+00 -2.3682e+00 +2.2900e+00 -1.1621e+00 -1.0832e+00 -2.9498e+00 +2.4050e+00 -7.2729e-01 +9.2025e-01 -2.4848e+00
1445566 +9.729487183e+00 +9.729487183e+00 -9.902705128e+02 -9.902705128e+02 -3.9694e+00 -2.7593e+00 +1.4519e+00 -5.4457e+00 +8.1262e-01 -2.4650e+00 -2.5909e-01 -4.3907e+00 +2.3945e+00 +3.7299e+00 +4.4429e+00 -2.0171e+00 +2.6851e+00 -1.1479e+00 -1.3183e+00 -3.1104e+00 +2.7460e+00 -1.0425e+00 +1.0169e+00 -2.1517e+00
1445575 +8.118735097e+00 +8.118735097e+00 -9.918812649e+02 -9.918812649e+02 -4.1328e+00 -2.3892e+00 +1.6357e+00 -5.3660e+00 +6.0742e-01 -2.7188e+00 -2.0123e-02 -4.1776e+00 +2.9597e+00 +3.4266e+00 +4.7186e+00 -1.7310e+00 +1.2224e+00 -7.4548e-01 -1.2072e+00 -2.9033e+00 +2.4022e+00 -8.5735e-01 +1.4524e+00 -1.9259e+00
1445590 +7.893360938e+00 +7.893360938e+00 -9.921066391e+02 -9.921066391e+02 -3.5060e+00 -1.8039e+00 +1.2246e+00 -5.1238e+00 +6.1083e-01 -2.8502e+00 -2.9147e-02 -4.2388e+00 +2.9960e+00 +3.5211e+00 +4.3840e+00 -1.9704e+00 +7.7562e-01 -8.7888e-01 -1.0359e+00 -2.5054e+00 +1.9288e+00 -4.8965e-01 +1.1119e+00 -2.4119e+00
1445592 +7.694648970e+00 +7.694648970e+00 -9.923053510e+02 -9.923053510e+02 -4.0593e+00 -2.1979e+00 +1.4511e+00 -4.9046e+00 +7.2478e-01 -2.3488e+00 -2.1581e-01 -3.8590e+00 +2.8155e+00 +3.1094e+00 +4.5000e+00 -1.5100e+00 +9.8356e-01 -6.3154e-01 -1.0486e+00 -3.1261e+00 +2.4338e+00 -7.7444e-01 +1.6270e+00 -1.7961e+00
1445612 +5.890149469e+00 +5.890149469e+00 -9.941098505e+02 -9.941098505e+02 -3.4087e+00 -2.7407e+00 +1.4174e+00 -4.7545e+00 +8.8055e-01 -2.8738e+00 +4.2682e-02 -4.3110e+00 +2.8972e+00 +2.7839e+00 +3.8360e+00 -1.2008e+00 +1.9274e+00 -5.6444e-01 -1.0379e+00 -3.1838e+00 +2.5511e+00 -6.9966e-01 +9.7112e-01 -1.9963e+00
1445621 +5.379526561e+00 +5.379526561e+00 -9.946204734e+02 -9.946204734e+02 -3.8766e+00 -2.4716e+00 +1.2787e+00 -5.1500e+00 +1.3351e+00 -3.1336e+00 -1.3389e-01 -4.3221e+00 +2.9652e+00 +2.5808e+00 +4.2708e+00 -8.5142e-01 +1.5548e+00 -4.8411e-01 -1.1840e+00 -2.9617e+00 +2.4119e+00 -1.0288e+00 +5.7251e-01 -1.6289e+00
1445704 +5.197025735e+00 +5.197025735e+00 -9.948029743e+02 -9.948029743e+02 -3.2759e+00 -2.2476e+00 +2.0986e+00 -4.2921e+00 +6.1452e-01 -4.7884e+00 -3.4566e-01 -4.8097e+00 +2.0596e+00 +2.3558e+00 +3.6183e+00 -1.2933e+00 +6.7275e-01 -6.9931e-01 -1.2990e+00 -3.1811e+00 +2.8289e+00 -6.6616e-01 +7.1841e-01 -2.1488e+00
