% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
16520 +2.129297391e+01 +2.129297391e+01 +1.451229739e+02 +1.451229739e+02 -7.9739e-02 +1.0345e-01 +7.3881e-01 +1.2647e-01 -4.9140e-01 +2.5328e-01 +8.9947e-01 +2.4975e-01 -5.2622e-02 -1.1689e+00 +9.9296e-02 +2.8441e-02 +1.3365e-02 +9.4954e-02 +9.1790e-01 +5.0228e-01 -9.9916e-01 +3.4677e-01 -2.5125e-01 +9.2516e-02
16809 +2.082902152e+01 +2.082902152e+01 +1.446590215e+02 +1.446590215e+02 -1.2729e-01 +1.8211e-01 +7.0447e-01 +1.1973e-01 -6.0356e-01 +1.9851e-01 +9.1210e-01 +2.0198e-01 +1.9796e-02 -1.2042e+00 +1.4314e-01 +4.3472e-02 -9.8754e-02 +6.2139e-02 +8.3705e-01 +5.4382e-01 -1.0250e+00 +3.1436e-01 -2.8829e-01 +3.0523e-04
17835 +2.034888329e+01 +2.034888329e+01 +1.441788833e+02 +1.441788833e+02 -1.1907e-01 +2.6702e-01 +6.7811e-01 +7.3106e-02 -6.0437e-01 +2.0469e-01 +8.4999e-01 +2.4652e-01 +4.3735e-03 -1.1440e+00 +2.1108e-01 +3.7268e-02 -1.5917e-01 +7.7793e-02 +7.7144e-01 +5.4956e-01 -1.0129e+00 +2.0682e-01 -3.1214e-01 -2.1961e-02
19497 +1.986834417e+01 +1.986834417e+01 +1.436983442e+02 +1.436983442e+02 -1.0485e-01 +2.6620e-01 +6.7525e-01 +6.2762e-02 -6.0380e-01 +1.5010e-01 +8.4635e-01 +2.1050e-01 -2.6549e-02 -1.1601e+00 +2.1688e-01 +5.0350e-02 -1.3988e-01 +4.1514e-02 +8.0100e-01 +5.0739e-01 -1.0011e+00 +2.3737e-01 -2.8994e-01 +1.8482e-02
21746 +1.941443751e+01 +1.941443751e+01 +1.432444375e+02 +1.432444375e+02 -1.1274e-01 +2.8502e-01 +6.9025e-01 +5.8150e-02 -6.2903e-01 +1.6572e-01 +8.2255e-01 +2.0109e-01 +1.5493e-02 -1.1489e+00 +2.3575e-01 +4.7773e-02 -1.7188e-01 +3.2396e-02 +7.8130e-01 +5.2233e-01 -9.9863e-01 +2.0757e-01 -3.0084e-01 +6.1432e-03
26355 +1.904450558e+01 +1.904450558e+01 +1.428745056e+02 +1.428745056e+02 -1.4027e-01 +3.7067e-01 +6.6104e-01 +2.7386e-02 -6.5739e-01 +9.7334e-02 +7.4980e-01 +1.5781e-01 +8.2205e-03 -1.1091e+00 +2.6400e-01 +9.5938e-02 -2.6126e-01 +5.1827e-03 +7.1699e-01 +5.3343e-01 -9.9831e-01 +1.3889e-01 -2.6159e-01 +2.8741e-03
27088 +1.861205228e+01 +1.861205228e+01 +1.424420523e+02 +1.424420523e+02 -1.3726e-01 +4.6887e-01 +6.6998e-01 -1.6571e-02 -6.5647e-01 +2.9430e-02 +6.6558e-01 +1.3535e-01 +3.5652e-02 -1.0566e+00 +2.5933e-01 +1.4188e-01 -3.2110e-01 +3.9417e-02 +6.5896e-01 +5.3967e-01 -9.9131e-01 +5.3581e-02 -1.9169e-01 -1.1151e-02
27406 +1.818899220e+01 +1.818899220e+01 +1.420189922e+02 +1.420189922e+02 -1.3116e-01 +5.4541e-01 +7.0139e-01 -7.5067e-02 -6.4280e-01 -8.3227e-03 +5.7020e-01 +1.1815e-01 +6.5899e-02 -1.0035e+00 +2.0024e-01 +1.7940e-01 -3.5687e-01 +9.3434e-02 +5.9805e-01 +5.7108e-01 -9.9687e-01 -2.4302e-02 -9.5624e-02 -6.2356e-03
27633 +1.776706234e+01 +1.776706234e+01 +1.415970623e+02 +1.415970623e+02 -9.7705e-02 +5.6585e-01 +7.7444e-01 -1.3054e-01 -5.7763e-01 -6.3462e-02 +4.9634e-01 +9.4735e-02 +9.3020e-02 -9.4153e-01 +1.3128e-01 +2.4941e-01 -3.5693e-01 +1.4812e-01 +5.8014e-01 +5.9487e-01 -1.0106e+00 -8.2689e-02 +6.7690e-04 -9.8010e-03
27785 +1.737778242e+01 +1.737778242e+01 +1.412077824e+02 +1.412077824e+02 -8.5620e-02 +5.3535e-01 +8.2299e-01 -1.4957e-01 -5.2806e-01 -9.4919e-02 +4.0233e-01 +1.0183e-01 +1.1752e-01 -8.5415e-01 +5.4713e-02 +3.0457e-01 -3.5033e-01 +2.0593e-01 +5.6676e-01 +6.0583e-01 -1.0010e+00 -1.5082e-01 +1.2123e-01 -4.4454e-03
28036 +1.695845116e+01 +1.695845116e+01 +1.407884512e+02 +1.407884512e+02 -9.4879e-02 +5.0397e-01 +8.5096e-01 -2.0123e-01 -5.0757e-01 -1.1339e-01 +3.6949e-01 +9.1251e-02 +9.9876e-02 -7.9954e-01 -3.6758e-04 +3.3958e-01 -3.1694e-01 +2.4495e-01 +5.9067e-01 +6.1884e-01 -1.0131e+00 -1.7076e-01 +1.9001e-01 +3.0085e-02
28178 +1.658685728e+01 +1.658685728e+01 +1.404168573e+02 +1.404168573e+02 -9.2565e-02 +4.6065e-01 +8.8039e-01 -2.4572e-01 -4.7361e-01 -1.1456e-01 +3.2444e-01 +8.8364e-02 +6.3255e-02 -7.5386e-01 -5.3202e-02 +3.7003e-01 -3.1595e-01 +2.6689e-01 +5.7834e-01 +6.1909e-01 -1.0119e+00 -1.8092e-01 +2.5409e-01 +8.5096e-02
28345 +1.620683732e+01 +1.620683732e+01 +1.400368373e+02 +1.400368373e+02 -9.7374e-02 +4.3230e-01 +9.0852e-01 -2.6164e-01 -4.1811e-01 -1.2871e-01 +3.2025e-01 +6.9101e-02 +4.1766e-02 -7.0170e-01 -7.8992e-02 +4.2575e-01 -3.2307e-01 +2.7059e-01 +5.9486e-01 +5.9545e-01 -1.0083e+00 -1.9142e-01 +3.0605e-01 +1.4669e-01
28551 +1.584845665e+01 +1.584845665e+01 +1.396784566e+02 +1.396784566e+02 -9.9903e-02 +4.0262e-01 +8.9762e-01 -3.0728e-01 -3.7713e-01 -1.7381e-01 +3.1294e-01 +6.1285e-02 +5.2507e-03 -6.5418e-01 -1.1795e-01 +4.7968e-01 -2.9842e-01 +2.9051e-01 +5.9255e-01 +5.9396e-01 -1.0102e+00 -1.6579e-01 +3.6508e-01 +2.0515e-01
28728 +1.548451847e+01 +1.548451847e+01 +1.393145185e+02 +1.393145185e+02 -1.0749e-01 +3.6182e-01 +8.4638e-01 -3.3383e-01 -3.0312e-01 -2.1852e-01 +2.9784e-01 +4.4973e-02 -2.8040e-02 -5.9533e-01 -1.5610e-01 +5.2895e-01 -2.8050e-01 +2.8736e-01 +5.8894e-01 +5.9250e-01 -9.8443e-01 -1.5462e-01 +4.2716e-01 +2.6232e-01
28869 +1.511812931e+01 +1.511812931e+01 +1.389481293e+02 +1.389481293e+02 -1.1190e-01 +3.4242e-01 +8.2457e-01 -3.6384e-01 -2.4108e-01 -2.2470e-01 +2.9702e-01 +3.7572e-02 -7.5541e-02 -5.5044e-01 -2.0544e-01 +5.8205e-01 -2.7410e-01 +2.9878e-01 +5.9333e-01 +5.9815e-01 -9.4353e-01 -1.5091e-01 +4.9888e-01 +3.2881e-01
29014 +1.477786432e+01 +1.477786432e+01 +1.386078643e+02 +1.386078643e+02 -1.0586e-01 +3.5545e-01 +8.0387e-01 -3.8838e-01 -2.1629e-01 -2.3719e-01 +3.1827e-01 +2.5509e-02 -8.9157e-02 -5.4872e-01 -2.3534e-01 +6.0754e-01 -2.5780e-01 +2.8339e-01 +5.8564e-01 +5.9399e-01 -9.1692e-01 -1.3301e-01 +5.4104e-01 +3.9530e-01
29122 +1.443186098e+01 +1.443186098e+01 +1.382618610e+02 +1.382618610e+02 -1.0522e-01 +3.2112e-01 +7.2138e-01 -4.1492e-01 -1.4263e-01 -2.4814e-01 +3.2558e-01 +5.8617e-03 -1.2203e-01 -5.1714e-01 -2.5740e-01 +6.4913e-01 -2.4572e-01 +2.7971e-01 +5.5848e-01 +5.8849e-01 -8.7700e-01 -1.2810e-01 +6.1258e-01 +4.9822e-01
29316 +1.409872633e+01 +1.409872633e+01 +1.379287263e+02 +1.379287263e+02 -1.0787e-01 +3.1519e-01 +6.6939e-01 -4.1184e-01 -1.0763e-01 -2.4858e-01 +3.6166e-01 +1.3261e-02 -1.2516e-01 -4.9189e-01 -2.7909e-01 +6.7653e-01 -2.2409e-01 +2.6292e-01 +5.1483e-01 +5.7905e-01 -8.6425e-01 -1.1382e-01 +6.6355e-01 +5.8276e-01
29543 +1.375829225e+01 +1.375829225e+01 +1.375882923e+02 +1.375882923e+02 -1.0616e-01 +3.2678e-01 +6.2302e-01 -4.0205e-01 -7.4733e-02 -2.1374e-01 +3.6571e-01 +7.2219e-03 -1.2256e-01 -4.6563e-01 -2.9243e-01 +6.8853e-01 -1.9745e-01 +2.2116e-01 +4.6751e-01 +5.8886e-01 -8.2063e-01 -9.1878e-02 +7.0107e-01 +6.6335e-01
29748 +1.345644680e+01 +1.345644680e+01 +1.372864468e+02 +1.372864468e+02 -1.3134e-01 +3.3149e-01 +5.6726e-01 -3.8693e-01 -3.6663e-02 -2.0439e-01 +3.6842e-01 +5.8197e-03 -1.1290e-01 -4.3938e-01 -3.0497e-01 +7.0090e-01 -1.9585e-01 +1.9921e-01 +4.2285e-01 +5.7801e-01 -8.0944e-01 -4.8997e-02 +7.4491e-01 +6.9817e-01
29929 +1.313648631e+01 +1.313648631e+01 +1.369664863e+02 +1.369664863e+02 -1.7216e-01 +3.3556e-01 +4.9315e-01 -3.6824e-01 +1.6583e-02 -1.5963e-01 +3.5889e-01 +2.1382e-02 -1.1785e-01 -3.8902e-01 -3.5584e-01 +7.4185e-01 -1.5913e-01 +1.5574e-01 +3.4793e-01 +5.6933e-01 -7.8008e-01 -9.7054e-03 +8.2874e-01 +8.1329e-01
30122 +1.285680242e+01 +1.285680242e+01 +1.366868024e+02 +1.366868024e+02 -1.8819e-01 +3.3450e-01 +4.6098e-01 -3.5727e-01 +1.0970e-02 -1.5016e-01 +3.5753e-01 +4.9361e-02 -1.1531e-01 -3.7427e-01 -3.6944e-01 +7.5524e-01 -1.4573e-01 +1.3333e-01 +3.2445e-01 +5.5828e-01 -7.8507e-01 +1.6190e-02 +8.4929e-01 +8.1640e-01
30296 +1.256863811e+01 +1.256863811e+01 +1.363986381e+02 +1.363986381e+02 -2.0954e-01 +3.4721e-01 +4.0254e-01 -3.5308e-01 +1.7786e-02 -1.2416e-01 +3.5591e-01 +9.8463e-02 -1.0298e-01 -3.5420e-01 -3.9976e-01 +7.6372e-01 -1.3293e-01 +1.1344e-01 +2.6612e-01 +5.3251e-01 -7.6653e-01 +4.4798e-02 +8.8233e-01 +8.5846e-01
30472 +1.228916043e+01 +1.228916043e+01 +1.361191604e+02 +1.361191604e+02 -2.1545e-01 +3.2358e-01 +3.5799e-01 -3.5242e-01 +6.9415e-03 -9.9267e-02 +3.5975e-01 +1.2309e-01 -8.1360e-02 -3.2470e-01 -3.9770e-01 +7.8203e-01 -1.2870e-01 +9.1953e-02 +2.2525e-01 +5.2722e-01 -7.4923e-01 +6.2162e-02 +9.0596e-01 +8.6087e-01
30675 +1.200738280e+01 +1.200738280e+01 +1.358373828e+02 +1.358373828e+02 -2.1575e-01 +3.1958e-01 +3.0925e-01 -3.3794e-01 +9.4781e-03 -6.6472e-02 +3.5074e-01 +1.6346e-01 -5.6593e-02 -2.7446e-01 -4.3452e-01 +8.1815e-01 -1.2290e-01 +5.5222e-02 +1.6717e-01 +5.1501e-01 -7.1941e-01 +9.2883e-02 +9.2003e-01 +8.9032e-01
30788 +1.174738869e+01 +1.174738869e+01 +1.355773887e+02 +1.355773887e+02 -2.1134e-01 +3.1204e-01 +2.7045e-01 -3.2298e-01 +4.8399e-03 -4.9337e-02 +3.3235e-01 +2.0138e-01 -3.9032e-02 -2.4843e-01 -4.6522e-01 +8.3012e-01 -1.1913e-01 +3.6693e-02 +1.2595e-01 +5.1764e-01 -7.1370e-01 +1.1111e-01 +9.1569e-01 +8.9959e-01
30988 +1.147263969e+01 +1.147263969e+01 +1.353026397e+02 +1.353026397e+02 -2.1461e-01 +3.0678e-01 +2.3526e-01 -3.0758e-01 -1.2443e-02 -3.6039e-02 +3.2716e-01 +2.4955e-01 -1.6311e-02 -1.8044e-01 -4.9939e-01 +8.5830e-01 -1.1118e-01 -1.7967e-03 +7.6857e-02 +5.2262e-01 -7.0232e-01 +1.4947e-01 +9.1045e-01 +9.0880e-01
31193 +1.120832121e+01 +1.120832121e+01 +1.350383212e+02 +1.350383212e+02 -2.1417e-01 +3.0325e-01 +1.9723e-01 -2.9663e-01 -7.5402e-03 -8.4116e-03 +3.1425e-01 +2.9129e-01 -1.3901e-03 -1.4579e-01 -5.2142e-01 +8.8603e-01 -1.1159e-01 -3.1381e-02 +3.0331e-02 +5.1711e-01 -6.6830e-01 +1.6318e-01 +8.9538e-01 +9.0967e-01
31413 +1.095782783e+01 +1.095782783e+01 +1.347878278e+02 +1.347878278e+02 -2.2348e-01 +3.0151e-01 +1.7248e-01 -2.8289e-01 -7.4490e-04 -1.7648e-03 +2.9216e-01 +3.3355e-01 +7.7851e-03 -1.0913e-01 -5.7010e-01 +9.1509e-01 -1.0553e-01 -5.0333e-02 -1.3618e-02 +5.1569e-01 -6.3376e-01 +1.7468e-01 +8.5974e-01 +9.1994e-01
31563 +1.069627320e+01 +1.069627320e+01 +1.345262732e+02 +1.345262732e+02 -2.2085e-01 +2.8846e-01 +1.4641e-01 -2.5953e-01 -8.8607e-03 -5.6922e-03 +2.8439e-01 +3.8594e-01 +2.6014e-02 -7.1637e-02 -6.1391e-01 +9.3988e-01 -1.0583e-01 -8.1502e-02 -5.5560e-02 +5.1258e-01 -6.2444e-01 +1.7449e-01 +8.2178e-01 +9.0499e-01
31672 +1.045887279e+01 +1.045887279e+01 +1.342888728e+02 +1.342888728e+02 -2.2020e-01 +2.7908e-01 +1.0409e-01 -2.2388e-01 -2.2903e-03 -1.4132e-02 +2.6750e-01 +4.4605e-01 +3.8748e-02 -2.2071e-02 -6.6872e-01 +9.9399e-01 -9.4670e-02 -1.1732e-01 -1.1721e-01 +4.9249e-01 -5.7467e-01 +1.7285e-01 +7.6644e-01 +8.9870e-01
31827 +1.021413224e+01 +1.021413224e+01 +1.340441322e+02 +1.340441322e+02 -2.2022e-01 +2.5464e-01 +1.0354e-01 -2.1807e-01 +2.2476e-03 -2.3245e-02 +2.7667e-01 +4.7893e-01 +5.8125e-02 -1.2744e-02 -6.9224e-01 +1.0162e+00 -9.4758e-02 -1.3535e-01 -1.3343e-01 +4.8128e-01 -5.4315e-01 +1.6555e-01 +7.5641e-01 +8.9060e-01
31968 +9.986472760e+00 +9.986472760e+00 +1.338164728e+02 +1.338164728e+02 -2.0772e-01 +2.3953e-01 +8.2272e-02 -1.9831e-01 -3.3439e-03 -2.5363e-02 +2.7103e-01 +5.2236e-01 +8.7669e-02 +1.1254e-03 -7.1280e-01 +1.0366e+00 -9.8111e-02 -1.6655e-01 -1.6561e-01 +4.4100e-01 -4.8881e-01 +1.5891e-01 +7.2552e-01 +8.8615e-01
32169 +9.766789135e+00 +9.766789135e+00 +1.335967891e+02 +1.335967891e+02 -1.8949e-01 +2.1213e-01 +5.9984e-02 -1.6729e-01 +1.0564e-02 -4.2969e-02 +2.5876e-01 +5.4329e-01 +8.9367e-02 -4.1775e-03 -7.5188e-01 +1.0650e+00 -1.0663e-01 -1.7015e-01 -2.0704e-01 +4.1851e-01 -4.5876e-01 +1.3400e-01 +6.9280e-01 +8.8545e-01
32364 +9.548237318e+00 +9.548237318e+00 +1.333782373e+02 +1.333782373e+02 -1.7775e-01 +1.9906e-01 +5.3151e-02 -1.5473e-01 +1.7337e-02 -5.6554e-02 +2.5537e-01 +5.6667e-01 +8.1679e-02 +7.6926e-03 -7.7901e-01 +1.0872e+00 -1.0871e-01 -2.0411e-01 -2.2680e-01 +3.7853e-01 -4.2562e-01 +1.2373e-01 +6.7733e-01 +8.6609e-01
32503 +9.309826350e+00 +9.309826350e+00 +1.331398264e+02 +1.331398264e+02 -1.4689e-01 +1.7557e-01 +5.3357e-02 -1.2645e-01 +2.4322e-02 -7.4117e-02 +2.5203e-01 +5.9943e-01 +9.3198e-02 +2.2578e-02 -8.1191e-01 +1.1135e+00 -1.0682e-01 -2.3182e-01 -2.7031e-01 +3.3500e-01 -3.7701e-01 +1.0832e-01 +6.4869e-01 +8.4537e-01
32671 +9.113177113e+00 +9.113177113e+00 +1.329431771e+02 +1.329431771e+02 -1.1810e-01 +1.5633e-01 +4.4080e-02 -9.9121e-02 +1.4494e-02 -8.0098e-02 +2.5799e-01 +6.2212e-01 +1.1078e-01 +1.5279e-02 -8.1540e-01 +1.1374e+00 -9.8752e-02 -2.5763e-01 -3.0617e-01 +3.0944e-01 -3.4856e-01 +8.0673e-02 +6.3126e-01 +8.4001e-01
32820 +8.909971149e+00 +8.909971149e+00 +1.327399711e+02 +1.327399711e+02 -9.6852e-02 +1.3353e-01 +5.1083e-02 -7.9280e-02 +3.2949e-02 -8.7907e-02 +2.5216e-01 +6.2029e-01 +1.0889e-01 +7.3441e-03 -8.2691e-01 +1.1630e+00 -9.0752e-02 -2.7240e-01 -3.2753e-01 +2.9676e-01 -3.2064e-01 +5.8303e-02 +6.2670e-01 +8.1243e-01
32962 +8.696214974e+00 +8.696214974e+00 +1.325262150e+02 +1.325262150e+02 -4.8741e-02 +9.1199e-02 +4.6163e-02 -3.2408e-02 +4.1810e-02 -1.1401e-01 +2.2695e-01 +6.1675e-01 +1.0283e-01 +1.2937e-02 -8.2431e-01 +1.1991e+00 -7.6205e-02 -2.9429e-01 -3.7997e-01 +2.4635e-01 -2.5566e-01 +4.5403e-02 +6.1522e-01 +7.8599e-01
